Player,Offense,Defense,GP,Name,Squad,Viable
"Falen Lacer",1,1,164742,SL Kylo,"zzzzzzSL Kylo, zSith Trooper, zHux zzKRU zzThrawn",1
"Falen Lacer",0,1,130659,DRMalak,"zzzDR zzHK-47 zBSF zzMalak Sith Empire Trooper",1
"Falen Lacer",0,1,125503,padme,"zzPadme zGK zJKA zAhsoka zzC-3PO",1
"Falen Lacer",,,416614,Negotiator,"Negotiator HT Anakin's Eta-2, Umbaran SF, Ahsoka's SF, Clone Sergeant's ARC-170, Plo's SF, Rex's ARC-170",1
"Falen Lacer",,,379355,HansMF,"Home One, Han's MF, Biggs X-wing, Bistan's U-wing, Phantom Ghost Cassian's U-wing, Wedge X-wing",1
"Falen Lacer",0,1,109063,Grievous,"zzGG B2 G9, zB1 zDroideka zDooku",1
"Falen Lacer",1,1,89397,JTR,"zzzJTR Scav Rey, BB-8 G9, R2-D2 Finn",1
"Falen Lacer",1,0,111691,Traya,"zzTraya zzDN Sion zzEP Nest",1
"Falen Lacer",1,1,123756,Revan Offense,"zzzJKR zzGMY zBS zJolee HYoda",1
"Falen Lacer",0,1,105291,BH,"zzBossk zIG-88 zBoba Greedo Cad",1
"Falen Lacer",1,0,106463,CLS,"zzzCLS Han Wedge Biggs zzChewbacca",1
"Falen Lacer",0,1,71007,Phoenix,"Hera G9, Zeb G8, Ezra Sabine G8, Kanan G8",1
"Falen Lacer",,,120474,Phasma,"zPhasma FOTP FOSFTP zFOST zKylo",0
"Falen Lacer",0,1,88827,Geonosians Omicron,"zGBA Sun Fac, Geo Soldier, Geo Spy, Poggle",0
"Falen Lacer",1,1,69966,NS,"zMT AV Daka G8, Zombie G8, Spirit G6",0
"Falen Lacer",1,1,83647,Ewoks,"Chirpa 5* G7, Elder zPaploo Teebo zLogray",0
"Falen Lacer",1,1,83875,Carth,"zCarth Onasi, Mission G8, zZaalbar zJuhani Canderous G7",0
"Falen Lacer",1,0,82240,ShaakClones,"zShaak Ti, Rex Echo (501st), Fives G9, Clone Sergeant",0
"Falen Lacer",1,0,99720,Troopers,"zVeers zStarck Magma G7, zzPiett Snowtrooper G8",0
"Falen Lacer",0,1,73371,BH,"Jango G8, Zam G8, Greef G8, zThe Mandalorian G8, Dengar G7",0
"HK71",0,1,139839,padme,"zzPadme zGK zJKA zAhsoka zzC-3PO",1
"HK71",,,131182,Grievous Omicron,"zzGG zB2 zB1 zMagnaGuard zDroideka",1
"HK71",0,1,124978,DRMalak,"zzzDR zzHK-47 zBSF zzMalak zzThrawn",1
"HK71",0,1,102762,Geonosians Omicron,"zzGBA Sun Fac, Geo Soldier, Geo Spy, Poggle",1
"HK71",,,453466,Negotiator,"Negotiator HT Anakin's Eta-2, Umbaran SF, Ahsoka's SF, Clone Sergeant's ARC-170, Jedi Consular's Starfighter, Plo's SF",1
"HK71",,,377803,HansMF,"Home One, Han's MF, Biggs X-wing, Bistan's U-wing, Phantom Ghost Cassian's U-wing, Wedge X-wing",1
"HK71",1,1,127826,Revan Offense,"zzzJKR zzGMY zBS zJolee zzHYoda",1
"HK71",1,1,94114,Ewoks,"zChirpa Elder zPaploo zWicket zLogray",1
"HK71",0,1,140174,BH,"zzBossk zIG-88 zBoba zzGreef zDengar",1
"HK71",1,1,104779,Carth,"zCarth Onasi, zMission zZaalbar zJuhani zCanderous",1
"HK71",1,1,128818,zEP,"zzEP zzzVader zzTarkin zKrennic TFP",1
"HK71",0,1,84247,Phoenix,"zHera Zeb G8, Chopper zSabine Kanan",1
"HK71",0,1,97970,FO,"zzKRU zKylo Phasma G8, zHux FOTP",1
"HK71",1,0,97845,zMaul,"zDarth Maul, zDooku zSidious zSavage Sith Marauder",1
"HK71",1,0,16767,SionSolo (Counter),"Sion",1
"HK71",1,0,122527,CLS,"zzzCLS zHan zzChewbacca zzR2-D2 Chewpio G7",0
"HK71",1,1,88562,NS,"zzMT G7, zzAV zDaka G7, Zombie Spirit G3",0
"HK71",,,92424,Mon Mothma,"zzMon Mothma 6* G9, Kyle Katarn G9, zCara Dune, Lando K-2SO",0
"HK71",1,1,97111,GAS,"zzzzGAS Rex G7, zEcho (501st) G9, zzFives ARC Trooper G5",0
"HK71",1,0,95483,Troopers,"zVeers zStarck G8, Magma G8, Gideon G8, zzPiett",0
"HK71",1,0,65324,Wiggs,"Wedge G9, Biggs G8, Fulcrum G6, Ezra G7, Leia G8",0
"HK71",0,1,89190,BH,"Jango G8, zGreedo Cad zzThe Mandalorian, Nest G7",0
"HK71",1,1,56420,Rogue1,"Jyn G7, Chirrut G7, Baze G5, Scarif G7, Bistan G5",0
"HK71",1,0,66468,Jawas,"Nebit G9, Jawa Engineer G7, Jawa Scavenger G6, Jawa Dathcha G7",0
"AtillaDX",,,123591,Phasma,"zPhasma zFOTP FOSFTP zFOST zKylo",1
"AtillaDX",1,1,163284,SL Kylo,"zzzzzzSL Kylo, zSith Trooper, zHux zzKRU zzThrawn",1
"AtillaDX",1,1,105330,NS,"zzMT zzAV zDaka Zombie Spirit",1
"AtillaDX",0,1,144655,DRMalak,"zzzDR zzHK-47 zBSF zzMalak Sith Empire Trooper",1
"AtillaDX",1,0,132607,CLS,"zzzCLS zHan zzChewbacca zzC-3PO zChewpio",1
"AtillaDX",,,133525,Grievous Omicron,"zzGG zB2 zB1 zMagnaGuard zDroideka",1
"AtillaDX",0,1,123389,padme,"zzPadme zGK zJKA zAhsoka CW Chewbacca G8",1
"AtillaDX",0,1,96389,Geonosians Omicron,"zzGBA Sun Fac, Geo Soldier, Geo Spy, Poggle",1
"AtillaDX",,,489844,Negotiator,"Negotiator HT Anakin's Eta-2, Umbaran SF, Ahsoka's SF, Clone Sergeant's ARC-170, Plo's SF, Rex's ARC-170",1
"AtillaDX",,,377787,HansMF,"Home One, Han's MF, Biggs X-wing, Bistan's U-wing, Phantom Ghost Cassian's U-wing, Wedge X-wing",1
"AtillaDX",1,1,107164,JTR,"zzzJTR Scav Rey, BB-8 zzR2-D2 zFinn",1
"AtillaDX",1,0,121998,Traya,"zzTraya zDN zSion zzEP zNest",1
"AtillaDX",,,118553,Nute-OR,"zNute zDooku zzJango zZaalbar zMission",1
"AtillaDX",1,1,132081,GAS,"zzzzGAS zRex zEcho (501st), zzFives zARC Trooper",1
"AtillaDX",1,1,151472,Revan Offense,"zzzJKR zzGMY zBS zJolee zzHYoda",1
"AtillaDX",1,1,114985,Ewoks,"zChirpa Elder zPaploo zWicket zLogray",1
"AtillaDX",0,1,110261,BH,"zzBossk zIG-88 zBoba Cad zDengar",1
"AtillaDX",0,1,97731,Phoenix,"zHera zZeb Chopper zEzra zKanan",1
"AtillaDX",,,93434,Mon Mothma,"zzMon Mothma 5* G9, zKyle Katarn 6*, zCara Dune, Lando Wedge",0
"AtillaDX",1,0,80810,Troopers,"zVeers zStarck G9, zzGideon 5* G9, zzPiett 6* G8, Stormtrooper G5",0
"AtillaDX",,,83708,Bad Batch,"zHunter 6* zEcho 5* zzOmega zTech 5* Wrecker G9",0
"AtillaDX",1,1,55411,Rogue1,"Jyn G5, Chirrut G1, Baze 6* G4, Bodhi Rook G7, Pao G9",0
"AtillaDX",1,0,46038,Jawas,"Nebit G4, Jawa Engineer G4, Jawa Scavenger G3, Jawa 6* G1, Dathcha G5",0
"Stubaru Prime",0,1,99906,Qira,"zQira zL3-37 zVandor Chewbacca, zMission zZaalbar",1
"Stubaru Prime",1,1,119732,NS,"zzMT zzAV zDaka Zombie Spirit",1
"Stubaru Prime",,,585888,Executor,"Executor 5* HT RC Xanadu Blood, Slave I, IG-2000 Imperial TIE Fighter, Tie Adv",1
"Stubaru Prime",1,0,149769,CLS,"zzzCLS zHan zzChewbacca zzC-3PO zChewpio",1
"Stubaru Prime",0,1,140742,DRMalak,"zzzDR zzHK-47 zBSF zzMalak Sith Empire Trooper",1
"Stubaru Prime",,,150673,Grievous Omicron,"zzGG zB2 zB1 zMagnaGuard zDroideka",1
"Stubaru Prime",,,510267,Negotiator,"Negotiator BTL-B Y-wing, Anakin's Eta-2, Rex's ARC-170, Umbaran SF, Ahsoka's SF, Plo's SF, Clone Sergeant's ARC-170",1
"Stubaru Prime",,,452495,HansMF,"Home One, Han's MF, Biggs X-wing, Bistan's U-wing, Phantom Ghost Cassian's U-wing, Wedge X-wing",1
"Stubaru Prime",1,0,118841,Traya,"zzTraya zzDN zSion zzEP zzThrawn",1
"Stubaru Prime",1,1,111115,JTR,"zzzJTR zScav Rey, zzBB-8 zzR2-D2 zFinn",1
"Stubaru Prime",1,1,150611,GAS,"zzzzGAS zRex zEcho (501st), zzFives zARC Trooper",1
"Stubaru Prime",1,1,150688,Revan,"zzzJKR zBS zzGMY zJolee zGK",1
"Stubaru Prime",1,1,97005,Ewoks,"zChirpa Elder zPaploo zWicket zLogray",1
"Stubaru Prime",0,1,157642,BH,"zzBossk zzJango zBoba zGreedo zDengar",1
