Player,Ally Code,Starting Gear Needed,Progress,Current Gear Needed,GP,Team
darkiceraven,125996651,1,0,1,146892,Shaak Ti Fives Rex R4 Echo (501st) ARC Trooper
Ĉσßα ㅏ0ㅓ,441313527,0,0,0,140574,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Shinkiro,187398418,0,0,0,152717,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Klauster 3,597334192,9,0,9,129141,Shaak Ti Fives R4 Rex R4 Echo (501st) R4 ARC Trooper G12
Adam,482781664,0,0,0,159793,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Zathmir,413687767,0,0,0,154380,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Drice,859197191,0,0,0,151844,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Mader,516342621,0,0,0,151168,Shaak Ti Fives Rex Echo (501st) ARC Trooper
StrikingSjef,278661634,0,0,0,149889,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Cindy,223438467,0,0,0,141974,Shaak Ti Fives Rex Echo (501st) ARC Trooper
soluble pants,516649875,0,0,0,147061,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Enocalypse,237134821,1,0,1,143087,Shaak Ti Fives Rex Echo (501st) ARC Trooper R4
WinKILLERinc,272797521,0,0,0,149007,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Ðārth Mãuły,362851977,0,0,0,151114,Shaak Ti Fives Rex Echo (501st) ARC Trooper
LSO bmzr,613787866,0,0,0,151882,Shaak Ti Fives Rex Echo (501st) ARC Trooper
ChocoBilly,639989874,0,0,0,148872,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Markus Erso,628924746,0,0,0,149870,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Wayner21,233197852,0,0,0,151984,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Ryer Grogan,821537352,20,0,20,114638,Shaak Ti R1 Fives R1 Rex R1 Echo (501st) R1 ARC Trooper R1
MiesterJaegerAerizy,814168489,21,0,21,112569,Shaak Ti Fives G12 Rex R3 Echo (501st) G12 ARC Trooper G11
Sia Granta,548963191,0,0,0,151738,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Chippy Chipperson,673656413,0,0,0,149316,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Tagge Team,644456263,0,0,0,149240,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Shifty,736428868,0,0,0,152747,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Craig,698462975,0,0,0,140619,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Pyrojnke,718471569,0,0,0,154297,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Assajj get me Offee,721987894,0,0,0,154603,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Aayla,984579248,0,0,0,151998,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Sparrow,964447413,0,0,0,147881,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Mandarin Q,953218366,0,0,0,149577,Shaak Ti Fives Rex Echo (501st) ARC Trooper
BIGBOSS,492197976,0,0,0,151716,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Mol Den,359426647,0,0,0,151499,Shaak Ti Fives Rex Echo (501st) ARC Trooper
MINI Phee Aphra,888136654,0,0,0,151221,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Munzer,595784554,0,0,0,142543,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Xyon,897858152,0,0,0,155480,Shaak Ti Fives Rex Echo (501st) ARC Trooper
IronDingo99,199866516,0,0,0,164314,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Shuff,414162176,0,0,0,138325,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Rooskis,591152917,0,0,0,154699,Shaak Ti Fives Rex Echo (501st) ARC Trooper
RandalTheVandel,859925552,0,0,0,150141,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Wa11work,324523589,0,0,0,147922,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Wtfack,164315635,0,0,0,148738,Shaak Ti Fives Rex Echo (501st) ARC Trooper
BosskHatesStuff,667828298,0,0,0,150108,Shaak Ti Fives Rex Echo (501st) ARC Trooper
LSO JDAone,596266387,0,0,0,148746,Shaak Ti Fives Rex Echo (501st) ARC Trooper
AceSith,771644485,0,0,0,137960,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Clutch1944,521778419,1,0,1,145703,Shaak Ti Fives R4 Rex Echo (501st) ARC Trooper
Zsplash,734358754,0,0,0,156876,Shaak Ti Fives Rex Echo (501st) ARC Trooper
LSO N8,332785889,0,0,0,155231,Shaak Ti Fives Rex Echo (501st) ARC Trooper
MINI Tubaman,445619524,0,0,0,139977,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Cherno,986843228,0,0,0,162148,Shaak Ti Fives Rex Echo (501st) ARC Trooper
B0ba TeaFett,272664329,0,0,0,141605,Shaak Ti Fives Rex Echo (501st) ARC Trooper
