Name,Ally Code,GP,Chars GP,Ships GP,Character:Ships,Light side or Dark Side,Hotutils style mod score -- higher is better, aim for 3.0.   ((# of 15-19 Speed 0.8) + (# of 20-24 Speed) + (# of 25+ Speed * 1.6)) / (squadGP / 100,000),DSR Bot style gear score -- higher is better.  Number of (>G12 + G13 + relic / 5) / total gp / 100 000.,LS Toon GP,DS Toon GP,Zetas,Omicrons,Relic Levels,GLs,7*,R5 and higher,G13 and higher,G12 and higher,G10 and higher,Jedi Knight Revan,Darth Revan,Malak,Padme,Genosian Brood Alpha,Wat Tambor,Ki-Adi-Mundi,Shaak Ti,General Skywalker,Rey,Supreme Leader Kylo Ren,Sith Eternal Emperor,Jedi Master Luke Skywalker,Jedi Master Kenobi,Lord Vader,Jabba the Hutt,Jedi Knight Luke,The Negotiator,Malevolence,Raddus,Finalizer,TW/GA Squads - farmed but may need gear.  Click player name to view.,Squads: defense or both,Squads: offense or both
"JRobertson12",221913824,4252564,2490607,1761957,141,-265,210,367,1174201,1315730,91,2,232,2,148,27,47,63,93,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,1,14,7,8
"Texte239",847319871,5239026,3083830,2155196,143,-121,164,293,1563963,1517217,104,4,150,1,203,13,40,84,92,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,15,8,8
"Mo Yin",524533215,7650572,4467100,3183472,140,-117,303,416,2271615,2194809,207,5,440,3,254,50,94,137,154,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,0,1,1,1,1,1,24,11,12
"R2D2",889324759,8269224,4881389,3387835,144,32,95,392,2659820,2212422,198,5,446,4,280,55,97,138,165,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,25,11,12
"WildfireX",552286427,8119576,4822168,3297408,146,-59,131,400,2516180,2294992,201,5,415,2,272,50,89,153,180,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,0,1,1,1,1,1,26,10,11
"Diath",858559118,8017601,4802087,3215514,149,56,149,396,2643724,2148228,205,11,389,2,238,40,95,145,191,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,1,24,9,12
"Jason",467564358,8933002,5355455,3577547,149,-45,434,453,2808169,2525823,227,9,662,7,286,93,124,149,175,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,9,12
"KoninginKonan",968292886,7722555,4798903,2923652,164,-64,219,460,2491173,2284209,178,6,527,5,254,76,108,142,168,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,22,10,11
"Chirrut Îmwe",592673129,7477244,4429371,3047873,145,-9,161,477,2370633,2058287,178,5,534,4,236,65,115,135,154,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,19,9,9
"Orion",951862265,8092863,4737880,3354983,141,137,149,394,2705240,2023636,195,6,510,2,255,79,91,126,169,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,1,1,1,1,1,24,11,10
"Dexter",259247871,7707512,4649485,3058027,152,45,216,424,2552723,2096086,185,5,486,4,253,68,96,134,160,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,21,8,9
"Metatron72",588623761,8569491,5094654,3474837,146,61,372,398,2811022,2272783,195,6,464,3,277,61,91,158,193,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,0,1,1,1,1,1,24,6,11
"Vaha68",517167991,7037604,4157248,2880356,144,131,223,343,2370070,1784711,138,4,305,2,228,39,74,107,144,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,0,18,8,10
"Rellik",484158711,7076449,4153036,2923413,142,67,179,337,2300311,1848701,135,6,298,2,230,39,77,102,142,1,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,1,20,11,11
"Serpens",645725141,5892707,3594545,2298162,156,237,102,293,2141063,1446390,113,3,224,1,224,28,54,74,100,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,1,1,1,1,0,16,10,6
"Ωhme",449894731,4572696,2748161,1824535,150,134,259,385,1569554,1177931,94,7,266,2,160,30,59,64,80,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,0,0,11,4,5
"Inquísìtor Strize",486434149,5519279,3095007,2424272,127,-139,411,395,1556755,1537576,93,9,371,2,173,54,68,76,91,0,0,0,1,1,1,0,1,1,0,1,0,0,1,0,0,1,1,1,0,1,14,4,6
"DarthSinister",787198725,7484638,4461361,3023277,147,87,108,396,2493524,1963157,192,9,292,2,249,30,104,134,154,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,1,1,1,1,25,10,12
"BearLee",387139863,7916494,4770258,3146236,151,45,127,409,2610562,2145205,171,15,377,2,254,45,74,175,193,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,1,1,1,1,1,23,11,11
"Azza 2017",525689438,6349610,3810955,2538655,150,-7,115,459,2040742,1767225,131,14,465,2,215,56,86,113,121,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,17,7,8
"Vel'Train",455642849,3975896,2144498,1831398,117,16,90,325,1162066,982432,66,4,202,2,148,30,39,50,78,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,1,8,5,5
"Q92",261337715,5230243,3006133,2224110,135,-25,196,274,1595712,1407771,64,2,187,1,241,22,43,63,86,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,15,8,9
"TonkaDavid",759331513,5898750,3493256,2405494,145,78,306,410,1946634,1546622,130,6,382,3,210,51,76,90,113,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,0,1,1,1,0,0,19,5,7
"MasterShep2",332979431,5587782,3196842,2390940,133,-20,322,395,1702481,1494361,123,5,334,2,185,51,68,86,115,1,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,0,1,1,0,1,17,11,8
"Neko",449267729,5821267,3243705,2577562,125,-194,321,335,1581694,1651067,111,5,296,1,225,48,59,77,89,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,13,6,6
"Qin Phfal",237375819,8383340,5069701,3313639,152,50,115,447,2780351,2271487,196,6,556,3,271,77,114,150,167,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,1,1,1,22,10,9
"swine destroyer",938382827,4841292,3028817,1812475,167,-186,128,351,1488505,1540312,79,4,276,1,163,42,50,65,86,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,10,6,7
"Bruhmoment",185679354,3716668,2323295,1393373,166,54,148,334,1280135,1042484,59,8,197,1,108,28,36,49,61,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,7,3,3
