Player,Offense,Defense,GP,Name,Squad,Viable
"Blp2401",,,177979,JMK,"zzzzzzJMK zAhsoka zzzCAT zzzzGAS zGK",1
"Blp2401",,,538097,Executor,"Executor 5* HT RC Xanadu Blood, Slave I, IG-2000 Imperial TIE Fighter, Tie Adv",1
"Blp2401",1,0,142426,CLS,"zzzCLS zHan zzChewbacca zC-3PO zChewpio",1
"Blp2401",0,1,126974,DRMalak,"zzzDR HK-47 zBSF zzMalak Sith Empire Trooper",1
"Blp2401",,,120133,Grievous Omicron,"zzGG zB2 zB1 MagnaGuard zDroideka",1
"Blp2401",1,1,82726,JTR,"zJTR Scav Rey, BB-8 G9, zR2-D2 Finn G8",1
"Blp2401",,,107937,Nute-Wat,"zNute Dooku zWat Tambor, zJango Nest G9",1
"Blp2401",,,112066,Disintegration,"Aurra zGreef Boba zzBossk zThe Mandalorian",1
"Blp2401",1,1,134922,Revan Offense,"zzzJKR zGMY zHYoda zJolee zJKA",1
"Blp2401",1,1,70056,Ewoks,"zChirpa G8, Elder Paploo G9, Wicket Logray G9",1
"Blp2401",1,0,138507,ShaakClones,"zzShaak Ti, zRex zEcho (501st), zzFives zARC Trooper",1
"Blp2401",1,1,84148,Carth,"zCarth Onasi, zMission Zaalbar Juhani Canderous",1
"Blp2401",1,1,108659,zEP,"zEP zzzVader Tarkin G8, TFP zzTraya",1
"Blp2401",0,1,66252,Phoenix,"Hera G8, Chopper G8, Kanan G8, Zeb G8, Ezra",1
"Blp2401",,,57562,Phasma,"Phasma G8, FOTP 6* G8, FOO G8, KRU G9, Kylo G9",0
"Blp2401",,,456247,Negotiator,"Negotiator BTL-B Y-wing 2*, Anakin's Eta-2, Rex's ARC-170 5*, Umbaran SF, Ahsoka's SF, Plo's SF, Clone Sergeant's ARC-170",0
"Blp2401",,,287829,Malevolence,"Malevolence Hyena Bomber 5*, Vulture Droid 5*, Sun Fac SF, Soldier SF, Spy SF",0
"Blp2401",0,1,89802,Geonosians Omicron,"zGBA Sun Fac, Geo Soldier, Geo Spy, Poggle",0
"Blp2401",,,336831,HansMF,"Home One, Han's MF, Rebel Y-wing 5*, Bistan's U-wing, Phantom Biggs X-wing, Cassian's U-wing, Wedge X-wing",0
"Blp2401",1,1,67781,NS,"MT G8, AV Daka G9, Zombie Spirit G8",0
"Blp2401",1,0,86561,Troopers,"zVeers 6* zzPiett zGideon 5* G9, zDark Trooper 5*, Range Trooper 4* G7",0
"Blp2401",,,80643,Mon Mothma,"zMon Mothma G9, Cassian G8, Biggs Lando K-2SO G8",0
"Blp2401",,,51568,Iden Troopers,"zIden Versio 3* G8, Stormtrooper G8, Snowtrooper G8, Magma G6, DT 6* G8",0
"Blp2401",1,1,46912,Rogue1,"Jyn 5* G8, Chirrut 5* G8, Baze 5* G8, Bistan G7, Pao G7",0
"Blp2401",1,0,16612,SionSolo (Counter),"zSion 5*",0
"Jason",,,178478,JMK,"zzzzzzJMK zJKA zzGMY zzShaak Ti, zGK",1
"Jason",,,175808,LV,"zzzzzzLord Vader, zzPiett zzzVader zRG zNinth Sister",1
"Jason",,,124322,Phasma,"zPhasma zFOTP FOSFTP zFOST zKylo",1
"Jason",1,1,166395,SL Kylo,"zzzzzzSL Kylo, zSith Trooper, zHux zzKRU zzThrawn",1
"Jason",,,164393,SEE,"zzzzzzSEE zBSF zzMalak zzzDR zDooku",1
"Jason",1,1,168508,GL Rey,"zzzzzzRey zzzJTR zzBB-8 zHoldo zRH Finn",1
"Jason",,,163717,Jabba,"zzzzzzJabba zBoushh (Leia Organa), zSkiff Guard (Lando Calrissian), zKrrsantan zBoba",1
"Jason",,,553923,Executor,"Executor 5* HT RC Xanadu Blood, Slave I, IG-2000 Imperial TIE Fighter, Tie Adv",1
"Jason",1,0,151568,CLS,"zzzCLS zHan zzChewbacca zzC-3PO zChewpio",1
"Jason",1,1,106717,NestSisters,"zzAV zzMT zDaka Zombie zNest",1
"Jason",,,511004,Negotiator,"Negotiator BTL-B Y-wing, Anakin's Eta-2, Rex's ARC-170, Umbaran SF, Ahsoka's SF, Plo's SF, Clone Sergeant's ARC-170",1
"Jason",,,309095,Malevolence,"Malevolence Hyena Bomber, Vulture Droid, Sun Fac SF, Soldier SF, Spy SF",1
"Jason",,,439968,HansMF,"Home One, Han's MF, Rebel Y-wing, Bistan's U-wing, Phantom Ghost Cassian's U-wing, Wedge X-wing",1
"Jason",0,1,137714,Grievous,"zzGG zB2 zB1 zMagnaGuard zNute",1
"Jason",,,104333,Mon Mothma,"zzMon Mothma, Wedge Biggs Chirrut Baze",1
"Jason",1,1,158754,GAS,"zzzzGAS zRex zEcho (501st), zzFives zARC Trooper",1
"Jason",1,1,85852,Ewoks,"zChirpa Elder Paploo Wicket Logray",1
"Jason",1,1,93604,Carth,"zCarth Onasi, zMission zZaalbar Juhani G8, zCanderous",1
"Jason",0,1,150592,BH,"zzBossk zZam zDengar zFennec Shand, zzJango",1
"Jason",1,0,99701,Troopers,"zVeers zStarck Snowtrooper Stormtrooper zDT",1
"Jason",0,1,90354,Phoenix,"zHera zKanan G8, zZeb G8, zEzra zSabine",1
"Jason",,,127224,Bad Batch,"zHunter zEcho zzOmega zTech zWrecker",1
"Jason",1,0,116546,zMaul,"zDarth Maul, zSidious zSavage Sith Empire Trooper, Sith Marauder",1
"Jason",1,0,115041,EP (Counter, Rebel),"zzEP Shoretrooper zKrennic zzWampa Range Trooper",1
"Jason",1,0,81707,Jawas,"Nebit G8, Jawa Engineer G9, Jawa Scavenger G9, Jawa Dathcha",1
"Jason",1,0,14878,SionSolo (Counter),"Sion G8",1
"Jason",,,69709,Admiral Raddus,"Admiral Raddus G1, Cassian G9, zzJyn G8, K-2SO G8, Bistan G8",0
"Jason",,,155036,JMLS,"zBS zzzzzzJMLS zWat Tambor, zzJKL zJolee",0
"Jason",0,1,94348,Geonosians Omicron,"zzGBA Sun Fac, Geo Soldier, Geo Spy, Poggle",0
"Serpens",,,185173,JMLS,"zzzJKR zzJKL zzzzzzJMLS zWat Tambor, zzzzGAS",1
"Serpens",1,0,143663,CLS,"zzzCLS zHan zzChewbacca zzC-3PO zChewpio",1
"Serpens",,,123663,Grievous Omicron,"zzGG zB2 zB1 zMagnaGuard zDroideka",1
"Serpens",0,1,117190,padme,"zzPadme zGK zJKA zAhsoka CW Chewbacca G8",1
"Serpens",,,400838,Negotiator,"Negotiator HT Anakin's Eta-2, Umbaran SF, Ahsoka's SF, BTL-B Y-wing 6*, Clone Sergeant's ARC-170, Plo's SF",1
"Serpens",0,1,102948,DR,"zzzDR zzHK-47 zBSF Sith Assassin, Thrawn G9",1
"Serpens",,,372990,HansMF,"Home One, Han's MF, Rebel Y-wing 6*, Bistan's U-wing, Phantom Biggs X-wing, Cassian's U-wing, Wedge X-wing",1
"Serpens",1,1,119761,JTR,"zzzJTR zScav Rey, BB-8 zzR2-D2 Finn",1
"Serpens",1,1,89043,Ewoks,"zChirpa Elder zPaploo Wicket zLogray",1
"Serpens",0,1,117200,BH,"zzBossk zzThe Mandalorian, Dengar G8, zBoba zzJango",1
"Serpens",1,1,91824,Carth,"zCarth Onasi, zMission zZaalbar Juhani G9, zCanderous",1
"Serpens",1,1,115899,zEP,"zzEP zzzVader Tarkin Sion G9, zzMara Jade, The Emperor's Hand",1
"Serpens",0,1,80455,FO,"zKRU zKylo FOE FOO G8, FOSFTP G9",1
"Serpens",0,1,78083,Phoenix,"Hera G9, Chopper Kanan G8, Zeb G8, zEzra",1
"Serpens",0,1,146286,BS,"zBS zzGMY zJolee zzOld Ben, zzHYoda",1
"Serpens",1,0,14419,NestSolo (Counter),"Nest G9",1
"Serpens",1,1,97842,NS,"zzMT zzAV zDaka Zombie Spirit G7",0
"Serpens",0,1,96829,Geonosians Omicron,"zzGBA Sun Fac, Geo Soldier, Geo Spy, Poggle",0
"Serpens",,,118259,Mon Mothma,"zzMon Mothma, Wedge zKyle Katarn, Biggs Lando",0
"Serpens",1,0,86512,ShaakClones,"zzShaak Ti, Rex G7, Echo (501st) G8, Fives Clone Sergeant",0
"Serpens",1,0,63352,Troopers,"Veers Starck G8, Snowtrooper G8, Piett G9, DT G7",0
"Serpens",,,52524,Bad Batch,"Hunter 6* Echo 6* G9, Omega G8, Tech 6* G4, Wrecker G9",0
"Serpens",1,0,58583,Jawas,"Nebit G8, Jawa Engineer G6, Jawa Scavenger G7, Jawa 6* G7, Dathcha G6",0
"Connor",,,171240,JMLS,"zzzJKR zzJKL zzzzzzJMLS zzHYoda zzzzGAS",1
"Connor",1,0,145151,CLS,"zzzCLS zHan zzChewbacca zzC-3PO zChewpio",1
"Connor",0,1,141792,DRMalak,"zzzDR zzHK-47 zBSF zzMalak Sith Empire Trooper",1
"Connor",0,1,112729,padme,"zzPadme zGK zJKA zAhsoka CW Chewbacca G8",1
"Connor",0,1,113521,Geonosians Omicron,"zzGBA Sun Fac, Geo Soldier, Geo Spy, Poggle",1
"Connor",,,404188,HansMF,"Home One, Han's MF, Rebel Y-wing, Bistan's U-wing, Phantom Ghost Cassian's U-wing, Wedge X-wing",1
"Connor",,,437961,Negotiator,"Negotiator 6* HT Anakin's Eta-2, Umbaran SF, Ahsoka's SF, Clone Sergeant's ARC-170, Jedi Consular's Starfighter, Rex's ARC-170",1
"Connor",0,1,112208,Grievous,"zzGG zB2 zB1 zMagnaGuard IG-88",1
"Connor",1,1,113312,JTR,"zzzJTR Scav Rey G9, BB-8 R2-D2 zFinn G8",1
"Connor",1,1,76698,Ewoks,"zChirpa G9, Elder Paploo Wicket Logray G9",1
"Connor",1,0,117408,ShaakClones,"zzShaak Ti, zRex zEcho (501st), zzFives zARC Trooper",1
"Connor",0,1,94031,BH,"zzBossk Dengar G9, Boba Cad zzGreef G9",1
"Connor",1,1,87734,Carth,"zCarth Onasi, zMission zZaalbar Juhani G9, zCanderous",1
"Connor",0,1,90107,Phoenix,"zHera zKanan zZeb zEzra Sabine G8",1
"Connor",1,0,76288,EP (Counter, Rebel),"EP Shoretrooper G8, DT G8, zzWampa Stormtrooper G8",1
"Connor",,,51627,Phasma,"Phasma G8, FOTP G7, FOSFTP G1, FOST 5* G8, Kylo G8",0
"Connor",,,259125,Executrix,"Executrix Tie Adv, Emperor's Shuttle, TIE Reaper 4*, Imperial TIE Fighter, Gauntlet Starfighter, FOSF TIE Fighter, FO TIE Fighter",0
"Connor",1,1,69042,NS_Alt,"MT G8, zAV Spirit G8, Talia G8, Daka G9",0
"Connor",,,108630,Mon Mothma,"zzMon Mothma, Wedge Biggs Lando zCara Dune G8",0
"Connor",1,1,61050,Rogue1,"Jyn G8, Chirrut G8, Baze 6* G8, Cassian G8, K-2SO G8",0
