Name,Ally Code,GP,Chars GP,Ships GP,Character:Ships,Light side or Dark Side,Hotutils style mod score -- higher is better, aim for 3.0.   ((# of 15-19 Speed 0.8) + (# of 20-24 Speed) + (# of 25+ Speed * 1.6)) / (squadGP / 100,000),DSR Bot style gear score -- higher is better.  Number of (>G12 + G13 + relic / 5) / total gp / 100 000.,LS Toon GP,DS Toon GP,Zetas,Omicrons,Relic Levels,GLs,7*,R5 and higher,G13 and higher,G12 and higher,G10 and higher,Jedi Knight Revan,Darth Revan,Malak,Padme,Genosian Brood Alpha,Wat Tambor,Ki-Adi-Mundi,Shaak Ti,General Skywalker,Rey,Supreme Leader Kylo Ren,Sith Eternal Emperor,Jedi Master Luke Skywalker,Jedi Master Kenobi,Lord Vader,Jabba the Hutt,Jedi Knight Luke,The Negotiator,Malevolence,Raddus,Finalizer,TW/GA Squads - farmed but may need gear.  Click player name to view.,Squads: defense or both,Squads: offense or both
"MINI SgtGingerbeard",211844511,4730444,2679224,2051220,130,-458,285,312,1135446,1543778,64,7,224,2,217,32,43,60,81,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,13,7,6
"MrTomChase24",674818227,3940753,2286115,1654638,138,-218,99,256,1100270,1176604,50,5,120,1,194,17,25,52,70,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,10,8,5
"Mitsuki",844775351,3767911,2145995,1621916,132,-47,123,262,1128136,1017183,53,4,130,1,171,22,26,47,59,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,11,6,5
"esmith1153",736978576,2852162,1640434,1211728,135,-399,136,246,718656,921102,50,5,92,1,110,15,18,34,52,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5,3,2
"Pickle rick",266133985,2813026,1767558,1045468,169,-82,69,249,914264,853294,46,3,36,0,110,3,12,51,67,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,5
"Orca",527193378,4912978,2646045,2266933,116,-329,266,304,1205912,1439457,60,7,222,1,178,35,43,62,83,1,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,11,6,3
"TheMeanDean",579355186,3877069,2391072,1485997,160,-81,74,169,1236870,1153526,44,6,68,1,171,10,16,36,60,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,9,6,4
"Jak Frey",692973843,2493510,1552539,940971,164,-192,30,194,759049,790829,26,2,18,0,133,1,12,33,50,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,3
"Kate",483591584,2892760,1639163,1253597,130,-30,54,219,868492,769995,26,2,68,1,143,10,16,34,57,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,6,4,3
"Bills Mafia",441664365,2780407,1723271,1057136,163,-24,37,181,915652,806943,33,0,37,0,124,4,9,34,48,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,7,5,4
"Shayna Vetacious",391637392,4532875,2521257,2011618,125,-109,103,225,1286794,1233776,40,5,96,1,195,10,22,61,76,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,13,7,7
"Xander",762457673,4388751,2817809,1570942,179,350,180,269,1760367,1057442,74,6,156,1,186,24,33,54,80,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,13,7,6
"Amaterasu",935596991,6909696,4197706,2711990,154,-30,322,420,2215277,1963622,142,8,503,4,240,77,87,103,123,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0,1,19,3,7
"theLeskiss",626646537,3635673,2209368,1426305,154,-187,149,252,1084739,1123953,47,4,99,1,178,16,19,53,73,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,10,5,7
"Blackwing",654686582,3285735,1835560,1450175,126,-204,75,146,893534,942026,31,5,36,0,132,2,11,30,69,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,3
"PJMaster",377989166,2520493,1554966,965527,161,124,126,287,883762,670528,45,5,62,0,124,3,18,42,54,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,5,4
