Player,Ally Code,Starting Gear Needed,Progress,Current Gear Needed,GP,Team
MINI SgtGingerbeard,211844511,60,0,60,55324,Shaak Ti G7 Fives G4 Rex G7 Echo (501st) G7 ARC Trooper G5
PJMaster,377989166,18,0,18,117031,Shaak Ti G12 Fives R3 Rex R3 Echo (501st) R3 ARC Trooper G12
Mitsuki,844775351,57,0,57,55459,Shaak Ti G8 4* Fives G10 Rex G5 Echo (501st) G5 ARC Trooper G5
esmith1153,736978576,87,0,87,3211,Shaak Ti G0 0* Fives G1 4* Rex G1 5* Echo (501st) G1 3* ARC Trooper G0 0*
MrTomChase24,674818227,47,0,47,70644,Shaak Ti G9 Fives G9 Rex G7 Echo (501st) G10 ARC Trooper G8
Pickle rick,266133985,64,0,64,36161,Shaak Ti G0 0* Fives G10 Rex G10 Echo (501st) G6 6* ARC Trooper G0 0*
Orca,527193378,0,0,0,138886,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Kate,483591584,37,0,37,70210,Shaak Ti G8 Fives G12 Rex G12 Echo (501st) G11 ARC Trooper G10
TheMeanDean,579355186,52,0,52,59236,Shaak Ti G7 4* Fives G8 Rex G8 Echo (501st) G8 ARC Trooper G7
Jak Frey,692973843,85,0,85,23280,Shaak Ti G1 Fives G1 Rex G1 Echo (501st) G1 ARC Trooper G1
Peu Trid,631967535,74,0,74,25276,Shaak Ti G0 0* Fives G5 Rex G1 Echo (501st) G9 ARC Trooper G1 4*
Shayna Vetacious,391637392,30,0,30,96135,Shaak Ti G12 Fives G12 Rex G12 Echo (501st) G12 ARC Trooper G12
Blackwing,654686582,83,0,83,4986,Shaak Ti G1 5* Fives G5 4* Rex G1 4* Echo (501st) G0 0* ARC Trooper G0 0*
Xander,762457673,41,0,41,71621,Shaak Ti Fives G8 Rex G8 Echo (501st) G8 ARC Trooper G7 4*
Prolox150,784616867,36,0,36,79556,Shaak Ti G8 4* Fives G12 Rex G12 Echo (501st) G12 ARC Trooper G10
Bills Mafia,441664365,55,0,55,52512,Shaak Ti G8 Fives G10 Rex G8 Echo (501st) G8 ARC Trooper G1
Szerahk,958343253,85,0,85,23280,Shaak Ti G1 Fives G1 Rex G1 Echo (501st) G1 ARC Trooper G1
Barraza,479721254,59,0,59,35064,Shaak Ti G6 5* Fives G7 Rex G10 Echo (501st) G5 ARC Trooper G3 4*
Amaterasu,935596991,0,0,0,147267,Shaak Ti Fives Rex Echo (501st) ARC Trooper
