Name,Ally Code,GP,Chars GP,Ships GP,Character:Ships,Light side or Dark Side,Hotutils style mod score -- higher is better, aim for 3.0.   ((# of 15-19 Speed 0.8) + (# of 20-24 Speed) + (# of 25+ Speed * 1.6)) / (squadGP / 100,000),DSR Bot style gear score -- higher is better.  Number of (>G12 + G13 + relic / 5) / total gp / 100 000.,LS Toon GP,DS Toon GP,Zetas,Omicrons,Relic Levels,GLs,7*,R5 and higher,G13 and higher,G12 and higher,G10 and higher,Jedi Knight Revan,Darth Revan,Malak,Padme,Genosian Brood Alpha,Wat Tambor,Ki-Adi-Mundi,Shaak Ti,General Skywalker,Rey,Supreme Leader Kylo Ren,Sith Eternal Emperor,Jedi Master Luke Skywalker,Jedi Master Kenobi,Lord Vader,Jabba the Hutt,Jedi Knight Luke,The Negotiator,Malevolence,Raddus,Finalizer,TW/GA Squads - farmed but may need gear.  Click player name to view.,Squads: defense or both,Squads: offense or both
"Elshondo",848839342,7713615,4741385,2972230,159,-111,223,477,2403171,2309572,164,9,630,5,249,96,113,129,155,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,0,1,20,6,9
"Schmiticus",488999866,5644963,3352947,2292016,146,-23,236,369,1778553,1565361,106,6,317,2,218,50,63,82,108,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,1,1,1,0,1,15,6,7
"Azrael",117388825,6638364,3872932,2765432,140,31,432,415,2107488,1755723,120,4,428,2,225,63,81,109,135,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1,1,0,1,22,9,8
"DarthElshondo",689163274,5874179,3582492,2291687,156,253,185,338,2149511,1428820,131,11,288,1,212,41,60,81,104,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,18,10,8
"Wicket87",165669563,7142226,3930700,3211526,122,59,174,384,2156423,1745864,121,6,444,2,257,74,84,102,119,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,1,1,1,1,1,20,10,7
"Shmeeegzz",734912572,5888380,3584469,2303911,155,392,118,321,2275460,1305600,108,7,262,2,207,42,54,83,112,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,1,1,1,1,0,15,5,8
"Kaveman",419233423,7822308,4555833,3266475,139,56,143,322,2506433,2036782,181,15,175,0,272,24,28,189,191,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,26,11,12
"Ninjastatten",864833164,3763098,2359982,1403116,168,5,102,281,1271629,1087677,62,5,144,0,162,22,28,49,66,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,12,7,6
"Azrael0442",649841613,2789405,1718480,1070925,160,-229,171,326,825968,892512,50,1,111,0,114,17,26,43,61,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,11,8,5
"Namazu",775456321,3447889,1972862,1475027,133,-58,181,343,1031660,940526,54,4,168,0,155,27,33,52,58,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,8,5,4
"DanPal37",413355852,4361987,2410810,1951177,123,-217,106,295,1165906,1244904,59,4,179,1,159,26,39,54,85,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,13,9,7
"Rabbit4t2",922828851,5251372,3113870,2137502,145,28,108,321,1696238,1416956,87,7,244,2,211,32,53,67,93,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,1,1,1,0,1,15,7,5
"Perez",298324787,5382507,3190848,2191659,145,86,55,264,1778609,1401169,95,0,71,0,228,3,35,93,118,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,15,11,8
"Enora",264866834,3399613,1999399,1400214,142,-24,118,300,1062523,936200,54,3,130,1,163,21,30,46,56,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,8,5,4
"BIGFern69",264513616,4304343,2557569,1746774,146,-404,260,461,1114243,1436686,115,10,319,1,126,39,56,79,87,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,11,7,4
"Brooks",675754931,4857965,3014767,1843198,163,-95,132,349,1545353,1462196,112,5,245,2,198,33,49,72,91,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,14,6,7
"Randal Houisth",821337555,6406236,3622787,2783449,130,-123,218,340,1831083,1780612,116,6,322,2,220,46,65,89,105,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1,1,16,4,7
"TritonDankwalker66",818912973,3881722,2344121,1537601,152,-126,191,306,1186079,1157366,59,4,159,1,124,25,34,53,70,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,10,7,5
"Bel Zetafar",616826226,4411587,2531281,1880306,134,-95,83,270,1300638,1230192,53,7,117,0,162,13,41,55,76,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,11,6,6
"Hawk93524",621313442,3892072,2267893,1624179,139,-184,71,265,1105345,1143482,68,4,122,1,129,15,26,53,75,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,8,7,4
"Rabhuhn",482518827,3675800,2201191,1474609,149,54,276,355,1213230,987961,77,4,163,1,131,21,40,58,79,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,7,4,4
"BRG Space Whale Herder",314931295,5099416,2979522,2119894,140,-89,70,230,1535494,1444028,73,2,173,1,173,28,34,49,78,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,12,8,7
"AmbitiousButRubbish",899278233,5438725,3080579,2358146,130,-163,319,380,1525882,1544766,108,7,315,2,194,50,64,80,95,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,16,6,8
"Godspeed",953335522,4295429,2367756,1927673,122,-92,208,304,1213082,1144546,71,3,174,1,151,19,40,56,81,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,11,5,5
"Ur An Ugly Piece of",379598722,5611981,3274654,2337327,140,-180,189,337,1613548,1660430,109,5,261,2,199,37,52,85,101,1,1,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,1,1,0,1,16,9,7
"Delara Exibil",195416517,7738183,4444724,3293459,134,-29,216,394,2351269,2082238,158,7,453,3,260,64,89,126,162,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,1,1,1,1,1,24,8,9
"Beast3",611197858,3729752,1860482,1869270,99,-257,168,293,877177,975583,63,5,152,1,124,19,32,47,64,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,10,6,4
"BuoyantBanana",315925368,3525088,2231753,1293335,172,686,51,258,1579531,649489,50,1,125,1,166,15,28,38,57,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,7,4,3
"MINI Hazedog",733479192,4999796,3024455,1975341,153,156,119,293,1739923,1276810,76,5,219,1,186,32,43,60,80,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0,13,7,5
"fives deserved better",578758976,5388633,3272960,2115673,154,-76,102,401,1697086,1575198,90,6,332,2,173,47,64,86,103,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,12,5,5
"ObiWanHardeen",494714142,6768316,3820152,2948164,129,0,177,399,2049681,1761647,99,8,446,2,233,67,83,98,121,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,1,1,1,0,1,18,6,7
"bowtieZRcool",371881947,5150424,3087337,2063087,149,210,38,139,1816093,1260453,14,5,40,0,193,1,15,49,94,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,11,5,7
"Malanchi",999644626,2976549,1910257,1066292,179,171,76,333,1108277,801304,40,5,147,0,113,21,27,43,49,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,5,4,3
"Nerf Herder",979465369,5869403,3523424,2345979,150,-101,102,227,1790644,1704393,86,2,199,1,195,29,38,56,99,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,11,9,4
"The Battleooze",673371964,4921864,2743239,2178625,125,12,164,233,1483149,1259414,65,8,169,0,198,30,31,50,73,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,14,7,6
"Invective",753888611,7183818,4141345,3042473,136,8,378,416,2235527,1905818,143,0,432,3,241,59,87,126,158,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,22,12,12
