Player,Offense,Defense,GP,Name,Squad,Viable
"Enora",,,123313,Phasma,"zPhasma zFOTP FOSFTP zFOST zKylo",1
"Enora",1,0,115533,CLS,"zzCLS zHan zChewbacca zzC-3PO zChewpio",1
"Enora",1,1,82476,Ewoks,"zChirpa Elder Paploo Wicket Logray",1
"Enora",1,0,133981,ShaakClones,"zzShaak Ti, zRex zEcho (501st), zzFives zARC Trooper",1
"Enora",0,1,109862,BH,"zzBossk Boba Jango zFennec Shand, Cad",1
"Enora",1,1,115944,zEP,"zzEP zzzVader Tarkin G8, IPD zMara Jade, The Emperor's Hand 5*",1
"Enora",0,1,69332,Phoenix,"Hera G9, Kanan G9, Chopper G9, Ezra G9, Zeb G9",1
"Enora",0,1,74607,BS,"zBS GMY G8, HYoda G8, Old Ben G9, Ahsoka G8",1
"Enora",,,66617,Admiral Raddus,"zzAdmiral Raddus 4* G8, Cassian G8, Jyn G8, K-2SO G8, Bistan G8",0
"Enora",0,1,91381,Geonosians Omicron,"zGBA Sun Fac, Geo Soldier, Geo Spy, Poggle",0
"Enora",,,109632,Mon Mothma,"zzMon Mothma, zCara Dune, Hoth Rebel Scout, zPao zKyle Katarn",0
"Shmeeegzz",1,1,169308,GL Rey,"zzzzzzRey zzzJTR zzR2-D2 zRH Poe, zRH Finn",1
"Shmeeegzz",,,175031,JMLS,"zzzJKR zzJKL zzzzzzJMLS zzHYoda zzzzGAS",1
"Shmeeegzz",1,0,147222,CLS,"zzzCLS zHan zzChewbacca zC-3PO zChewpio",1
"Shmeeegzz",,,405689,HansMF,"Home One, Han's MF, Rebel Y-wing, Bistan's U-wing, Phantom Biggs X-wing, Cassian's U-wing, Wedge X-wing",1
"Shmeeegzz",,,482071,Negotiator,"Negotiator HT Anakin's Eta-2, Umbaran SF, Ahsoka's SF, Clone Sergeant's ARC-170, Plo's SF, Rex's ARC-170",1
"Shmeeegzz",0,1,119153,Grievous,"zzGG zB2 zB1 zMagnaGuard Dooku",1
"Shmeeegzz",,,99526,Disintegration,"zAurra Greef G8, zBoba zzBossk zThe Mandalorian",1
"Shmeeegzz",,,108391,Mon Mothma,"zzMon Mothma, Lando Cara Dune, Wedge Biggs",1
"Shmeeegzz",1,1,90884,Ewoks,"zChirpa Elder Paploo zWicket zLogray",1
"Shmeeegzz",1,0,135131,ShaakClones,"zzShaak Ti, zRex zEcho (501st), zzFives zARC Trooper",1
"Shmeeegzz",1,1,89673,Carth,"zCarth Onasi, zMission Zaalbar Juhani Canderous",1
"Shmeeegzz",0,1,71456,Phoenix,"Hera G8, Kanan G8, zEzra Sabine G8, Zeb G8",1
"Shmeeegzz",1,0,111883,QGJ,"zQGJ Aayla G9, zJKA zGK zAhsoka",1
"Shmeeegzz",1,0,75464,Jawas,"Nebit G9, Jawa Engineer, Jawa Scavenger, Jawa G9, Dathcha G9",1
"Shmeeegzz",1,0,18693,NestSolo (Counter),"zNest",1
"Shmeeegzz",,,64728,Phasma,"Phasma G7, FOTP G8, FOO G9, KRU G8, Kylo G8",0
"Shmeeegzz",,,101988,SK,"zEP Mara Jade, The Emperor's Hand, zzStarkiller Old Ben, Visas 6*",0
"Shmeeegzz",0,1,95159,Geonosians Omicron,"zzGBA Sun Fac, Geo Soldier, Geo Spy, Poggle",0
"Shmeeegzz",1,1,77591,NS,"MT G8, zAV Daka Zombie Spirit G8",0
"Shmeeegzz",0,1,104835,DRMalak,"zzDR zHK-47 zBSF zzMalak 5* G9, zThrawn",0
"Shmeeegzz",1,0,59649,Troopers,"Veers Piett G9, Gideon 5* G8, Dark Trooper 6* G7, Range Trooper 5* G8",0
"Shmeeegzz",,,59178,Iden Troopers,"zIden Versio 4* G8, Stormtrooper G9, Snowtrooper G5, Magma G9, DT 6*",0
"Shmeeegzz",0,1,77304,BH,"zJango Greedo G8, Dengar G9, Cad IG-88 G8",0
"Shmeeegzz",1,1,63152,Rogue1,"Jyn G8, Chirrut G7, Baze 5* G7, Cassian G9, K-2SO G8",0
"Shmeeegzz",1,0,7129,SionSolo (Counter),"Sion 5* G8",0
"Bel Zetafar",,,113732,Grievous Omicron,"zzGG zB2 zB1 zMagnaGuard zDroideka",1
"Bel Zetafar",0,1,104070,Geonosians Omicron,"zzGBA Sun Fac, Geo Soldier, Geo Spy, Poggle",1
"Bel Zetafar",1,1,98732,NS_Alt,"zzMT zzAV Talia zDaka Zombie",1
"Bel Zetafar",,,521091,HansMF,"Home One, Han's MF, HT Bistan's U-wing, Phantom Biggs X-wing, Cassian's U-wing, Wedge X-wing",1
"Bel Zetafar",1,0,134523,CLS,"zzzCLS zHan zzChewbacca zThrawn zC-3PO",1
"Bel Zetafar",1,1,83537,Ewoks,"zChirpa Elder Paploo zWicket Logray",1
"Bel Zetafar",1,0,122148,ShaakClones,"zzShaak Ti, zRex zEcho (501st), zzFives zARC Trooper",1
"Bel Zetafar",0,1,115209,BH,"zzBossk zBoba zJango zDengar Cad",1
"Bel Zetafar",1,1,107705,zEP,"zzEP zzVader zTarkin TFP zMara Jade, The Emperor's Hand",1
"Bel Zetafar",0,1,66804,Phoenix,"Hera G8, Kanan G9, Ezra G9, Sabine G8, Zeb G8",1
"Bel Zetafar",1,0,64241,Jawas,"Nebit G8, Jawa Engineer G8, Jawa Scavenger G8, Jawa Dathcha G8",1
"Bel Zetafar",,,69540,Phasma,"Phasma G7, FOTP G9, FOO KRU G9, Kylo G9",0
"Bel Zetafar",0,1,66722,padme,"Padme G8, GK G7, JKA Ahsoka CW Chewbacca G8",0
