Player,Offense,Defense,GP,Name,Squad,Viable
"Rumdogg",0,1,125511,padme,"zzPadme zGK zJKA zAhsoka zC-3PO",1
"Rumdogg",,,119865,Grievous Omicron,"zzGG zB2 zB1 MagnaGuard zDroideka",1
"Rumdogg",1,0,113294,CLS,"zzzCLS zHan zChewbacca R2-D2 G8, Chewpio",1
"Rumdogg",,,96114,Disintegration,"Aurra Greef Boba zBossk The Mandalorian",1
"Rumdogg",1,1,84833,Ewoks,"zChirpa Elder Paploo Wicket Logray",1
"Rumdogg",1,0,102322,ShaakClones,"zzShaak Ti, zRex Echo (501st), zzFives ARC Trooper",1
"Rumdogg",1,0,93146,Troopers,"zVeers Starck Dark Trooper, Gideon zPiett",1
"Rumdogg",0,1,75923,Phoenix,"Hera Ezra Kanan Chopper Zeb",1
"Rumdogg",,,50242,Phasma,"Phasma G8, FOTP G8, FOE G9, KRU G8, Kylo 5* G8",0
"Rumdogg",,,275932,HansMF,"Home One, Han's MF 6*, Rebel Y-wing 6*, Ghost Phantom Biggs X-wing, Cassian's U-wing 4*, Wedge X-wing 5*",0
"Rumdogg",,,76146,Nute-OR,"Nute Dooku Jango Zaalbar G7, Mission G7",0
"Rumdogg",1,1,49481,NS_Alt,"MT 6* G8, AV Talia 5* G8, Spirit 6* G8, Daka G8",0
"Rumdogg",1,1,66185,zEP,"EP Vader Tarkin 5* G8, TFP 6* G8, BSF",0
"Rumdogg",1,0,43164,Wiggs,"Wedge 5* G8, Biggs G9, Leia G8, Chirrut 5* G8, Baze 5* G8",0
"GunnyThePunisher",,,126350,Phasma,"zPhasma zFOTP FOSFTP FOST zKylo",1
"GunnyThePunisher",1,1,158321,SL Kylo,"zzzzzzSL Kylo, zSith Trooper, zHux zzKRU zThrawn",1
"GunnyThePunisher",1,0,153559,CLS,"zzzCLS zHan zzChewbacca zzC-3PO zChewpio",1
"GunnyThePunisher",,,437576,HansMF,"Home One, Han's MF, Rebel Y-wing 6*, Bistan's U-wing, Phantom Biggs X-wing, Cassian's U-wing, Wedge X-wing",1
"GunnyThePunisher",1,1,110803,JTR,"zzzJTR Scav Rey, BB-8 G8, zzR2-D2 Finn G9",1
"GunnyThePunisher",,,124987,Disintegration,"zAurra zGreef zBoba zzBossk The Mandalorian",1
"GunnyThePunisher",,,110576,Mon Mothma,"zzMon Mothma, Lando Biggs Wedge Jyn",1
"GunnyThePunisher",1,1,111206,Revan,"zzzJKR zBS GMY zJolee GK",1
"GunnyThePunisher",1,1,87477,Ewoks,"zChirpa Elder zPaploo Wicket Logray",1
"GunnyThePunisher",1,1,89513,Carth,"zCarth Onasi, Mission Zaalbar Juhani Canderous",1
"GunnyThePunisher",1,1,112925,zEP,"zEP zzzVader Tarkin TFP G8, zBSF",1
"GunnyThePunisher",0,1,74525,Phoenix,"Hera Ezra Kanan Chopper Zeb G8",1
"GunnyThePunisher",1,0,14140,SionSolo (Counter),"Sion G9",1
"GunnyThePunisher",1,0,13753,NestSolo (Counter),"Nest G9",1
"GunnyThePunisher",,,333617,Negotiator,"Negotiator 5* HT Anakin's Eta-2 5*, Umbaran SF, Ahsoka's SF, BTL-B Y-wing 5*, Clone Sergeant's ARC-170, Plo's SF",0
"GunnyThePunisher",,,59907,Grievous Omicron,"GG G9, B2 G8, B1 5* G8, MagnaGuard G7, Droideka G8",0
"GunnyThePunisher",0,1,98862,Geonosians Omicron,"zzGBA Sun Fac, Geo Soldier, Geo Spy, Poggle",0
"GunnyThePunisher",1,1,77882,NS,"zMT G9, AV zDaka Zombie Spirit G8",0
"GunnyThePunisher",1,0,76904,ShaakClones,"Shaak Ti 6* G9, Rex Echo (501st), Fives ARC Trooper 5*",0
"GunnyThePunisher",1,0,66107,Troopers,"Veers G9, Starck G7, zIden Versio 5* G8, zGideon 5* G9, DT G8",0
"GunnyThePunisher",0,1,92098,BH,"zJango G9, Dengar G9, Greedo Cad zZam",0
"GunnyThePunisher",1,0,86214,zMaul,"Darth Maul, Dooku zzzDR Sidious zSavage",0
"Bischmarck",0,1,101770,DRMalak,"zzzDR HK-47 BSF zzMalak Sith Empire Trooper G8",1
"Bischmarck",0,1,116065,padme,"zzPadme zGK zJKA zAhsoka C-3PO",1
"Bischmarck",,,410675,Negotiator,"Negotiator HT Anakin's Eta-2, Umbaran SF, Ahsoka's SF, BTL-B Y-wing, Clone Sergeant's ARC-170, Plo's SF",1
"Bischmarck",0,1,119152,Grievous-Wat,"zzGG zB2 zB1 MagnaGuard zWat Tambor",1
"Bischmarck",1,0,81552,Traya,"zzTraya DN Sion zEP Nest",1
"Bischmarck",1,1,109286,GAS,"zzzzGAS zRex Echo (501st), zFives ARC Trooper",1
"Bischmarck",1,1,68222,Ewoks,"zChirpa G9, Elder Paploo Wicket Logray",1
"Bischmarck",0,1,86393,BH,"zBossk Boba G9, Cad Jango zZam",1
"Bischmarck",,,71103,Admiral Raddus,"Admiral Raddus G8, Cassian Jyn K-2SO Bistan",0
"Bischmarck",1,0,94179,CLS,"zzCLS zHan zChewbacca R2-D2 G8, Chewpio",0
"Bischmarck",0,1,89216,Geonosians Omicron,"zGBA Sun Fac, Geo Soldier, Geo Spy, Poggle",0
"Bischmarck",,,258213,Malevolence,"Malevolence 6* Hyena Bomber 6*, Vulture Droid 6*, Sun Fac SF, Soldier SF, Spy SF",0
"Bischmarck",1,0,64392,Troopers,"Veers G8, zPiett G9, Gideon G9, Dark Trooper, Range Trooper G7",0
"Bischmarck",,,68504,Mon Mothma,"zzMon Mothma G8, Kyle Katarn, Pao G8, Scarif Hoth Rebel Scout G8",0
"Bischmarck",1,1,78358,Carth,"Carth Onasi, zMission zZaalbar Juhani G7, Canderous",0
"Harry TBE",1,1,156791,SL Kylo,"zzzzzzSL Kylo, zSith Trooper, zHux zzKRU zThrawn",1
"Harry TBE",0,1,112193,DRMalak,"zzzDR zHK-47 zBSF zzMalak Sith Empire Trooper",1
"Harry TBE",1,0,112869,CLS,"zzzCLS zHan zzChewbacca zzR2-D2 zChewpio",1
"Harry TBE",,,407619,Negotiator,"Negotiator HT Anakin's Eta-2, Umbaran SF, Ahsoka's SF, BTL-B Y-wing, Clone Sergeant's ARC-170, Plo's SF",1
"Harry TBE",1,0,121072,Traya,"zzTraya zzDN zSion zDooku zzEP",1
"Harry TBE",1,1,115174,Revan,"zzzJKR zBS zGMY zJolee zGK",1
"Harry TBE",0,1,98305,BH,"zBossk Boba Dengar Cad zJango",1
"Harry TBE",1,1,87708,Carth,"Carth Onasi G9, zMission Zaalbar zJuhani zCanderous",1
"Harry TBE",1,0,111319,Troopers,"zVeers zStarck zDark Trooper, zzPiett DT",1
"Harry TBE",0,1,73314,Phoenix,"Hera G9, Ezra Kanan G9, Chopper G9, Zeb G8",1
"Harry TBE",,,123086,Phasma,"zPhasma zFOTP FOSFTP zFOST zKylo",0
"Harry TBE",0,1,101128,Geonosians Omicron,"zzGBA Sun Fac, Geo Soldier, Geo Spy, Poggle",0
"Harry TBE",,,299291,HansMF,"Home One, Han's MF, Biggs X-wing, Bistan's U-wing 4*, Phantom Ghost Cassian's U-wing, Wedge X-wing",0
"Harry TBE",,,408461,Executrix,"Executrix Tie Adv, Emperor's Shuttle, TIE Reaper 3*, Imperial TIE Fighter, Gauntlet Starfighter, FOSF TIE Fighter, FO TIE Fighter",0
"Harry TBE",1,1,52551,NS_Alt,"MT G8, AV G9, Talia G8, Spirit G8, Daka G8",0
"Harry TBE",1,0,81680,ShaakClones,"zzShaak Ti G9, Rex Echo (501st) G8, Fives Clone Sergeant",0
"Harry TBE",1,1,42263,Rogue1,"Jyn 6* G8, Chirrut 5* G8, Baze 6* G8, Cassian G8, K-2SO G8",0
"CaptainDragonborn",,,490816,Executor,"Executor HT RC Xanadu Blood, Slave I, IG-2000 Imperial TIE Fighter, Tie Adv",1
"CaptainDragonborn",1,0,124896,CLS,"zzCLS zHan zChewbacca C-3PO Chewpio",1
"CaptainDragonborn",1,1,79889,Ewoks,"zChirpa Elder Paploo Scout G9, zWicket",1
"CaptainDragonborn",0,1,122186,BH,"zBossk Boba Dengar IG-88 Jango",1
"CaptainDragonborn",1,1,80934,Carth,"Carth Onasi, zMission Zaalbar Juhani Canderous G8",1
"CaptainDragonborn",0,1,65350,Phoenix,"Hera Ezra G9, Kanan G8, Chopper Zeb G8",1
"CaptainDragonborn",0,1,83657,padme,"zPadme GK JKA Ahsoka Fives",1
"CaptainDragonborn",,,48266,Phasma,"Phasma G8, FOE 5* G8, FOO G8, KRU G8, Kylo G8",0
"CaptainDragonborn",0,1,92716,DRMalak,"zDR HK-47 zBSF zMalak 6* Sith Empire Trooper G8",0
"CaptainDragonborn",0,1,85868,Geonosians Omicron,"zGBA Sun Fac, Geo Soldier, Geo Spy, Poggle",0
"CaptainDragonborn",1,1,41118,NS_Alt,"MT 5* G8, AV G8, Talia 5* G8, Spirit 5* G8, Daka G9",0
"CaptainDragonborn",1,1,94709,zEP,"EP zzVader Tarkin G8, DT TFP",0
"CaptainDragonborn",1,0,70935,Troopers,"Veers 6* Starck G9, Gideon G8, Range Trooper 5* G9, zPiett",0
"CaptainDragonborn",1,0,51798,Rex (Counter),"Rex zWampa 6* G9, Chirrut 5* G8, Baze 5* G8, R2-D2 G8",0
"Kanon reloaded",,,186064,JMK,"zzzzzzJMK zAhsoka zzzCAT zzzzGAS zGK",1
"Kanon reloaded",,,178784,LV,"zzzzzzLord Vader, zzPiett zzzVader zRG zzTarkin",1
"Kanon reloaded",,,122379,Phasma,"zPhasma zFOTP FOSFTP zFOST zKylo",1
"Kanon reloaded",,,147848,SK,"zzEP zzMara Jade, The Emperor's Hand, zzStarkiller zJuhani zVisas",1
"Kanon reloaded",1,1,164072,SL Kylo,"zzzzzzSL Kylo, zSith Trooper, zHux zzKRU zzThrawn",1
"Kanon reloaded",,,173778,SEE,"zzzzzzSEE zBSF zzMalak zzzDR zDooku",1
"Kanon reloaded",1,1,132594,NS,"zzMT zzAV zDaka Zombie Spirit",1
"Kanon reloaded",,,593000,Executor,"Executor HT RC Xanadu Blood, Slave I, IG-2000 Imperial TIE Fighter, Tie Adv",1
"Kanon reloaded",,,167936,JMLS,"zBS zzzzzzJMLS zWat Tambor, zzJKL zJolee",1
"Kanon reloaded",1,0,153850,CLS,"zzzCLS zHan zzChewbacca zzC-3PO zChewpio",1
"Kanon reloaded",,,526769,Negotiator,"Negotiator BTL-B Y-wing, Anakin's Eta-2, Rex's ARC-170, Umbaran SF, Ahsoka's SF, Plo's SF, Clone Sergeant's ARC-170",1
