Player,Ally Code,Starting Gear Needed,Progress,Current Gear Needed,GP,Team
JRobertson12,221913824,9,5,4,144755,Padme R1 JKA Ahsoka GK GMY
Texte239,847319871,39,29,10,127752,Padme R4 JKA Ahsoka R4 GK R3 GMY G12
Serpens,645725141,12,0,12,138748,Padme JKA G12 Ahsoka G12 GK GMY
Mo Yin,524533215,4,1,3,141891,Padme JKA Ahsoka R4 GK R4 GMY R4
WildfireX,552286427,6,4,2,151656,Padme JKA R3 Ahsoka GK GMY
R2D2,889324759,12,8,4,140945,Padme R3 JKA Ahsoka R3 GK GMY
Jason,467564358,7,6,1,155812,Padme JKA Ahsoka R4 GK GMY
Chirrut Îmwe,592673129,9,5,4,146772,Padme R3 JKA Ahsoka R3 GK GMY
Orion,951862265,0,0,0,158246,Padme JKA Ahsoka GK GMY
KoninginKonan,968292886,2,2,0,151923,Padme JKA Ahsoka GK GMY
Vaha68,517167991,20,16,4,140076,Padme R4 JKA Ahsoka R2 GK GMY
Diath,858559118,5,5,0,150803,Padme JKA Ahsoka GK GMY
Metatron72,588623761,0,0,0,153618,Padme JKA Ahsoka GK GMY
Ωhme,449894731,20,16,4,144814,Padme R3 JKA Ahsoka R3 GK GMY
TonkaDavid,759331513,12,6,6,144218,Padme G12 JKA Ahsoka GK GMY
Rellik,484158711,16,9,7,140251,Padme R3 JKA R2 Ahsoka R3 GK GMY
Inquísìtor Strize,486434149,2,2,0,146076,Padme JKA Ahsoka GK GMY
BearLee,387139863,0,0,0,150197,Padme JKA Ahsoka GK GMY
Dexter,259247871,13,11,2,143272,Padme R4 JKA Ahsoka R4 GK GMY
Qin Phfal,237375819,9,9,0,147941,Padme JKA Ahsoka GK GMY
Blp2401,795254344,6,6,0,146383,Padme JKA Ahsoka GK GMY
Pommy,142277723,18,18,0,145415,Padme JKA Ahsoka GK GMY
MasterShep2,332979431,8,0,8,137392,Padme R2 JKA R3 Ahsoka R2 GK GMY
Q92,261337715,40,27,13,131211,Padme G12 JKA G13 Ahsoka R3 GK GMY
DarthSinister,787198725,5,3,2,141337,Padme R4 JKA Ahsoka R4 GK GMY
Azza 2017,525689438,24,24,0,160570,Padme JKA Ahsoka GK GMY
Ghost Nappa,365784761,12,4,8,122016,Padme R3 JKA Ahsoka R3 GK R3 GMY R3
swine destroyer,938382827,6,0,6,144951,Padme JKA Ahsoka G12 GK GMY
Neko,449267729,9,9,0,136239,Padme JKA Ahsoka GK GMY
Ralthor,639153363,3,3,0,153602,Padme JKA Ahsoka GK GMY
Bruhmoment,185679354,22,10,12,139713,Padme JKA G12 Ahsoka G12 GK GMY
Jameson,922247616,0,0,0,151523,Padme JKA Ahsoka GK GMY
Dhsk,466455974,71,47,24,103392,Padme R3 JKA G11 Ahsoka G12 GK GMY G9
Vel'Train,455642849,65,19,46,67566,Padme G1 JKA G8 5* Ahsoka G12 GK G12 GMY G11
jhitt7,612627154,6,0,6,127595,Padme R4 JKA R4 Ahsoka R4 GK R3 GMY R4
CT5555,981748341,0,0,0,133216,Padme JKA Ahsoka GK GMY
xGhostCaliberx,855417377,0,0,0,148095,Padme JKA Ahsoka GK GMY
IceStoy,298744196,16,16,0,158952,Padme JKA Ahsoka GK GMY
Daadcity,444374162,15,0,15,116817,Padme JKA R4 Ahsoka G12 GK R3 GMY G12
MaxRanavan,121954532,35,33,2,131865,Padme JKA Ahsoka GK GMY R3
Connor,287586656,6,0,6,126163,Padme R3 JKA R3 Ahsoka R4 GK GMY R4
Bearzerker,224595239,10,10,0,144802,Padme JKA Ahsoka GK GMY
DeputyDan,719787543,7,0,7,133277,Padme R2 JKA Ahsoka R2 GK GMY R4
Zack,426488714,24,5,19,114505,Padme G11 JKA G12 Ahsoka G12 GK GMY
JohnnyUtah,454898459,0,0,0,137256,Padme JKA Ahsoka GK GMY
Macvidar92,295681967,31,3,28,97106,Padme G10 JKA G12 Ahsoka G10 GK G12 GMY
BabyGoat851,996376328,14,0,14,132050,Padme R3 JKA G12 Ahsoka G12 GK GMY
乂ιρ,691737775,0,0,0,139509,Padme JKA Ahsoka GK GMY
skull crusher,776436941,22,0,22,111659,Padme R3 JKA G12 Ahsoka G12 GK R3 GMY G12
Bigs Little,617228366,37,3,34,97934,Padme G8 JKA G10 Ahsoka G12 GK G8 GMY
