Player,Ally Code,Starting Gear Needed,Progress,Current Gear Needed,GP,Team
Jadizzo904,229724279,22,17,5,133764,Padme R3 JKA R4 Ahsoka R3 GK GMY
FateleyMan,738119284,1,0,1,140180,Padme JKA Ahsoka R4 GK GMY
FruutSnak,934725735,33,33,0,136473,Padme JKA Ahsoka GK GMY
Terus Rupesch,675942598,44,16,28,96967,Padme G12 JKA G12 Ahsoka G12 GK GMY G8
ChocolateGldNuts,881595812,7,0,7,121602,Padme JKA Ahsoka GK G11 5* GMY
VicXav N201,956694922,0,0,0,153274,Padme JKA Ahsoka GK GMY
Galaxy,137427682,37,6,31,96085,Padme G12 JKA G12 Ahsoka G11 GK G12 GMY G12
Mort,819249838,6,6,0,146633,Padme JKA Ahsoka GK GMY
Hevy,284633488,34,32,2,133353,Padme JKA Ahsoka GK GMY R3
Someguyinalabcoat,162251947,1,1,0,155643,Padme JKA Ahsoka GK GMY
Xanlythe,694384282,51,16,35,82644,Padme G8 JKA G9 5* Ahsoka G11 GK R3 GMY G11
Staatz,313693615,0,0,0,149923,Padme JKA Ahsoka GK GMY
Rocky94,612994668,13,13,0,145892,Padme JKA Ahsoka GK GMY
Sture,588422681,68,32,36,80214,Padme G12 JKA G11 Ahsoka G8 GK G11 6* GMY G12
MagicMike93,439428128,13,0,13,128020,Padme JKA G12 Ahsoka G11 GK GMY
Bjconnell,978332594,19,6,13,124244,Padme R4 JKA G12 Ahsoka GK GMY G12
Cweneldic,591287488,8,1,7,131667,Padme JKA Ahsoka R4 GK GMY G12
Snoova,871483393,66,26,40,84998,Padme G2 JKA G11 6* Ahsoka G10 GK R4 GMY G10
X688,675588514,59,31,28,98433,Padme G12 JKA R3 Ahsoka G11 GK G12 GMY G11
Lepper Mesiah,164495314,21,9,12,124779,Padme G12 JKA Ahsoka G12 GK GMY
Jossey,216219957,65,3,62,42566,Padme G8 JKA G9 5* Ahsoka G10 GK G0 0* GMY G1
Atreus Klahan,525757151,14,11,3,138966,Padme JKA Ahsoka R3 GK R4 GMY
DDizell,352755995,16,2,14,121907,Padme R1 JKA R1 Ahsoka G12 GK GMY
Palo Rex,733128292,0,0,0,150334,Padme JKA Ahsoka GK GMY
AndrewtheOtherHutt,873945644,15,15,0,136488,Padme JKA Ahsoka GK GMY
ozman,561499816,31,27,4,131700,Padme R4 JKA R4 Ahsoka R4 GK R4 GMY
Giarny,266292125,31,31,0,144183,Padme JKA Ahsoka GK GMY
Rednaxela,573577796,28,7,21,113771,Padme R2 JKA G12 Ahsoka R2 GK R3 GMY G11
Walto Dangrel,468333915,15,15,0,138717,Padme JKA Ahsoka GK GMY
J Conn 79,195138126,51,15,36,98502,Padme G8 JKA G8 Ahsoka G12 GK GMY G8
Glorfindel,485438363,6,6,0,138832,Padme JKA Ahsoka GK GMY
Shrub R E,644735319,7,0,7,135173,Padme JKA G11 Ahsoka GK GMY
AndrewtheHutt,932895421,0,0,0,161548,Padme JKA Ahsoka GK GMY
Ragnarock,138462562,14,13,1,138422,Padme JKA R4 Ahsoka GK GMY
JTMoney II,525362867,40,0,40,81861,Padme G0 0* JKA G12 Ahsoka G8 GK R2 GMY R2
Elric,883132925,43,14,29,105412,Padme G12 JKA G7 Ahsoka G10 GK R3 GMY R3
