Player,Ally Code,Starting Gear Needed,Progress,Current Gear Needed,GP,Team
Atreus Klahan,525757151,48,13,35,89643,Shaak Ti R2 Fives G9 Rex G10 Echo (501st) G4 ARC Trooper R4
Jbird,951768939,63,6,57,50579,Shaak Ti G9 Fives G9 Rex G6 Echo (501st) G6 ARC Trooper G3 5*
ozman,561499816,59,10,49,79268,Shaak Ti G12 Fives G10 Rex G7 Echo (501st) G7 ARC Trooper G5
AndrewtheOtherHutt,873945644,16,5,11,124037,Shaak Ti R3 Fives R4 Rex R4 Echo (501st) R4 ARC Trooper G12
Hevy,284633488,9,9,0,132165,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Xanlythe,694384282,60,2,58,43660,Shaak Ti G8 4* Fives G8 Rex G8 Echo (501st) G8 ARC Trooper G0 0*
EchoTK3117,329878498,61,0,61,51825,Shaak Ti G1 Fives G10 Rex G10 Echo (501st) G7 ARC Trooper G1 4*
DDizell,352755995,58,0,58,53719,Shaak Ti G1 Fives G11 Rex G11 Echo (501st) G8 ARC Trooper G1 4*
Jadizzo904,229724279,48,1,47,66550,Shaak Ti G8 Fives G10 Rex G8 Echo (501st) G9 ARC Trooper G8
Rocky94,612994668,18,12,6,138069,Shaak Ti G12 Fives Rex Echo (501st) ARC Trooper
Palo Rex,733128292,51,35,16,120475,Shaak Ti Fives R3 Rex R3 Echo (501st) G12 ARC Trooper G12
MINAbraham,974332128,9,5,4,137749,Shaak Ti R1 Fives Rex Echo (501st) ARC Trooper
Glorfindel,485438363,37,27,10,118938,Shaak Ti Fives Rex Echo (501st) ARC Trooper G8 4*
AndrewtheHutt,932895421,0,0,0,139568,Shaak Ti Fives Rex Echo (501st) ARC Trooper
MagicMike93,439428128,55,2,53,76031,Shaak Ti G12 Fives G10 Rex G8 Echo (501st) G7 ARC Trooper G0 0*
JTMoney II,525362867,64,6,58,66542,Shaak Ti G5 Fives G7 Rex G10 Echo (501st) G5 ARC Trooper G5
Staatz,313693615,0,0,0,135583,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Elric,883132925,61,6,55,58751,Shaak Ti G11 Fives G8 Rex G7 Echo (501st) G7 ARC Trooper G2 4*
FateleyMan,738119284,32,4,28,109372,Shaak Ti R3 Fives G12 Rex G12 Echo (501st) G12 ARC Trooper G10
Shrub R E,644735319,6,0,6,128267,Shaak Ti G12 Fives Rex Echo (501st) ARC Trooper
J Arrow,168213657,65,0,65,38933,Shaak Ti G0 0* Fives G9 Rex G8 Echo (501st) G8 ARC Trooper G0 0*
Rednaxela,573577796,34,0,34,98252,Shaak Ti R1 Fives G11 Rex G12 Echo (501st) G11 ARC Trooper G8
SpideyCoug,458457498,39,0,39,76301,Shaak Ti G8 Fives Rex G9 Echo (501st) G8 ARC Trooper G8
Terus Rupesch,675942598,31,7,24,106738,Shaak Ti G12 Fives G12 Rex Echo (501st) G12 ARC Trooper G12
Dave Lister,658963444,56,40,16,118070,Shaak Ti G11 Fives Rex Echo (501st) R2 ARC Trooper G12
Someguyinalabcoat,162251947,9,8,1,147024,Shaak Ti Fives Rex R4 Echo (501st) ARC Trooper
Giarny,266292125,39,29,10,124851,Shaak Ti R3 Fives R3 Rex R3 Echo (501st) R3 ARC Trooper R3
Bjconnell,978332594,29,3,26,110199,Shaak Ti Fives G11 Rex G12 Echo (501st) G12 ARC Trooper G11
J Conn 79,195138126,39,0,39,85476,Shaak Ti G6 2* Fives G12 Rex G12 Echo (501st) G11 ARC Trooper G10
FruutSnak,934725735,20,2,18,111925,Shaak Ti G12 Fives Rex Echo (501st) G12 ARC Trooper G12
JArrow2nd,632314833,59,0,59,30289,Shaak Ti G7 3* Fives G8 5* Rex G8 5* Echo (501st) G8 5* ARC Trooper G0 0*
Lepper Mesiah,164495314,43,8,35,96196,Shaak Ti G11 Fives G11 Rex G11 Echo (501st) G11 ARC Trooper G11
BigJReed,965792468,55,4,51,68804,Shaak Ti G8 Fives G11 Rex G9 Echo (501st) G7 ARC Trooper G4 5*
Ragnarock,138462562,49,21,28,99735,Shaak Ti R3 Fives Rex R3 Echo (501st) G12 ARC Trooper G0 0*
X688,675588514,86,0,86,6797,Shaak Ti G1 2* Fives G1 Rex G1 4* Echo (501st) G1 3* ARC Trooper G0 0*
Sture,588422681,54,8,46,57456,Shaak Ti G9 4* Fives G9 Rex G12 Echo (501st) G7 ARC Trooper G7 5*
Snoova,871483393,63,5,58,47702,Shaak Ti G7 5* Fives G8 Rex G9 Echo (501st) G8 ARC Trooper G0 0*
JohnSlashRob,376414864,37,3,34,94433,Shaak Ti G11 Fives G12 Rex G12 Echo (501st) G12 ARC Trooper G9
Newt Ribs,643288432,64,58,6,124283,Shaak Ti G12 Fives Rex Echo (501st) ARC Trooper
VicXav N201,956694922,3,3,0,139058,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Mitty1972,974318615,34,0,34,87100,Shaak Ti Fives G10 Rex G10 Echo (501st) G8 ARC Trooper G10
Darthalemew,517446387,61,14,47,75710,Shaak Ti G12 Fives G11 Rex G11 Echo (501st) G9 ARC Trooper G0 0*
Cweneldic,591287488,6,0,6,132842,Shaak Ti G12 Fives Rex Echo (501st) ARC Trooper
Mort,819249838,18,18,0,143812,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Walto Dangrel,468333915,58,12,46,85033,Shaak Ti G11 Fives G9 Rex G11 Echo (501st) G7 ARC Trooper G6 4*
Galaxy,137427682,48,2,46,71765,Shaak Ti G9 Fives G8 Rex G11 Echo (501st) G9 ARC Trooper G7
