Player,Offense,Defense,GP,Name,Squad,Viable
"Ockalmighty",,,183569,JMK,"zzzzzzJMK zAhsoka zzzCAT zzzzGAS zGK",1
"Ockalmighty",,,181184,LV,"zzzzzzLord Vader, zzPiett zzzVader zRG zNinth Sister",1
"Ockalmighty",,,168418,SEE,"zzzzzzSEE zBSF zzMalak zzzDR zDooku",1
"Ockalmighty",1,1,125879,NS,"zzMT zzAV zDaka Zombie Spirit",1
"Ockalmighty",,,592828,Executor,"Executor HT RC Xanadu Blood, Slave I, IG-2000 Imperial TIE Fighter, Tie Adv",1
"Ockalmighty",1,0,130291,CLS,"zzzCLS zHan zzChewbacca zzC-3PO zChewpio",1
"Ockalmighty",,,127498,Grievous Omicron,"zzGG zB2 zB1 MagnaGuard zDroideka",1
"Ockalmighty",,,505545,Negotiator,"Negotiator BTL-B Y-wing, Anakin's Eta-2, Rex's ARC-170, Umbaran SF, Ahsoka's SF, Plo's SF, Clone Sergeant's ARC-170",1
"Ockalmighty",,,312137,Malevolence,"Malevolence Hyena Bomber, Vulture Droid, Sun Fac SF, Soldier SF, Spy SF",1
"Ockalmighty",,,390728,HansMF,"Home One, Han's MF, Rebel Y-wing, Bistan's U-wing, Phantom Ghost Cassian's U-wing, Wedge X-wing",1
"Ockalmighty",1,0,128913,Traya,"zzTraya zDN zSion zzEP zzThrawn",1
"Ockalmighty",1,1,113041,JTR,"zzzJTR zScav Rey, zzBB-8 zzR2-D2 Finn",1
"Ockalmighty",1,1,142731,Revan Offense,"zzzJKR zzGMY zzHYoda zJolee zJKA",1
"Ockalmighty",1,1,90620,Ewoks,"zChirpa Elder zPaploo zWicket zLogray G9",1
"Ockalmighty",1,0,148698,ShaakClones,"zzShaak Ti, zRex zEcho (501st), zzFives zARC Trooper",1
"Ockalmighty",0,1,151703,BH,"zzBossk zDengar zJango zZam zBoba",1
"Ockalmighty",1,1,104661,Carth,"zCarth Onasi, zMission zZaalbar zJuhani zCanderous",1
"Ockalmighty",1,0,114917,Troopers,"zVeers zStarck zIden Versio, zzGideon zDark Trooper",1
"Ockalmighty",0,1,85684,Phoenix,"Hera G9, zKanan G9, zEzra Zeb G9, zSabine",1
"Ockalmighty",0,1,84181,FO,"zzKRU zKylo G9, FOO G8, zFOST FOSFTP G9",1
"Ockalmighty",,,126185,Bad Batch,"zHunter zEcho zzOmega zTech zWrecker",1
"Ockalmighty",1,0,119009,zMaul,"zDarth Maul, zSidious Sith Assassin, zSavage Sith Marauder",1
"Ockalmighty",1,0,76954,Jawas,"Nebit G8, Jawa Engineer, Jawa Scavenger, Jawa Dathcha G9",1
"Ockalmighty",1,0,22186,NestSolo (Counter),"zNest",1
"Ockalmighty",,,65054,Admiral Raddus,"zzAdmiral Raddus 6* G9, Cassian G5, Jyn G8, Scarif G7, Bistan G6",0
"Ockalmighty",0,1,95822,Geonosians Omicron,"zzGBA Sun Fac, Geo Soldier, Geo Spy, Poggle",0
"Ockalmighty",,,90191,Mon Mothma,"zzMon Mothma G9, Lando Biggs Wedge zCara Dune G8",0
"Ace of Spades",,,190024,JMK,"zzzzzzJMK zAhsoka zzzCAT zzzzGAS zGK",1
"Ace of Spades",,,186006,SEE,"zzzzzzSEE zBSF zzMalak zzzDR zzzVader",1
"Ace of Spades",,,585816,Executor,"Executor HT RC Xanadu Blood, Slave I, IG-2000 Imperial TIE Fighter, Tie Adv",1
"Ace of Spades",,,173665,JMLS,"zBS zzzzzzJMLS zWat Tambor, zzJKL zJolee",1
"Ace of Spades",1,0,148814,CLS,"zzzCLS zHan zzChewbacca zzC-3PO zChewpio",1
"Ace of Spades",1,1,109556,NestSisters,"zzAV zzMT zDaka Zombie zNest",1
"Ace of Spades",,,526101,Negotiator,"Negotiator BTL-B Y-wing, Anakin's Eta-2, Rex's ARC-170, Umbaran SF, Ahsoka's SF, Plo's SF, Clone Sergeant's ARC-170",1
"Ace of Spades",,,308877,Malevolence,"Malevolence Hyena Bomber, Vulture Droid, Sun Fac SF, Soldier SF, Spy SF",1
"Ace of Spades",,,430614,HansMF,"Home One, Han's MF, Rebel Y-wing, Bistan's U-wing, Phantom Biggs X-wing, Cassian's U-wing, Wedge X-wing",1
"Ace of Spades",1,1,132970,JTR,"zzzJTR zzR2-D2 zzBB-8 zRH Finn G9, zRH Poe G9",1
"Ace of Spades",0,1,132196,Grievous,"zzGG zB2 zB1 zMagnaGuard zNute",1
"Ace of Spades",1,0,126697,Traya,"zzTraya zzDN zSion Sith Empire Trooper, zzThrawn",1
"Ace of Spades",,,123735,Disintegration,"Aurra zzGreef zBoba zzBossk zzThe Mandalorian",1
"Ace of Spades",,,113151,Mon Mothma,"zzMon Mothma, Lando Jyn Biggs Wedge",1
"Ace of Spades",1,1,92083,Ewoks,"zChirpa Elder zPaploo zWicket zLogray",1
"Ace of Spades",1,0,152721,ShaakClones,"zzShaak Ti, zRex zEcho (501st), zzFives zARC Trooper",1
"Ace of Spades",1,1,88233,Carth,"zCarth Onasi, Mission Zaalbar zVandor Chewbacca G9, Canderous",1
"Ace of Spades",0,1,143164,BH,"zzJango zDengar zFennec Shand, zBoba Fett, Scion of Jango, zIG-88",1
"Ace of Spades",1,0,118941,Troopers,"zVeers Starck zIden Versio, zzGideon zzPiett",1
"Ace of Spades",0,1,92848,FO,"zzKRU zKylo FOST FOE zHux",1
"Ace of Spades",0,1,82198,Phoenix,"Hera Kanan zEzra Zeb Sabine G8",1
"Ace of Spades",1,0,134459,zMaul,"zDarth Maul, zDooku zSidious zSavage Sith Marauder",1
"Ace of Spades",1,0,111774,EP (Counter, Rebel),"zzEP Shoretrooper G8, Krennic DT zzWampa",1
"Ace of Spades",0,1,94102,Geonosians Omicron,"zzGBA Sun Fac, Geo Soldier, Geo Spy, Poggle",0
"Ace of Spades",,,86037,Bad Batch,"zHunter G9, zEcho zzOmega G9, zTech G9, zWrecker G8",0
"Ace of Spades",1,0,63812,Jawas,"Nebit G8, Jawa Engineer G7, Jawa Scavenger G7, Jawa G8, Dathcha G7",0
"Endcreed",,,184171,JMK,"zzzzzzJMK zAhsoka zzzCAT zzzzGAS zGK",1
"Endcreed",,,182059,LV,"zzzzzzLord Vader, zzPiett zzzMaul zRG zzzVader",1
"Endcreed",,,177004,SEE,"zzzzzzSEE zBSF zzMalak zzzDR zDooku",1
"Endcreed",1,1,104341,NS,"zzMT zzAV zDaka Zombie Spirit",1
"Endcreed",,,576028,Executor,"Executor HT RC Xanadu Blood, Slave I, IG-2000 Imperial TIE Fighter, Tie Adv",1
"Endcreed",1,0,146009,CLS,"zzzCLS zHan zzChewbacca zzC-3PO zChewpio",1
"Endcreed",,,536020,Negotiator,"Negotiator BTL-B Y-wing, Anakin's Eta-2, Rex's ARC-170, Umbaran SF, Ahsoka's SF, Plo's SF, Clone Sergeant's ARC-170",1
"Endcreed",,,309666,Malevolence,"Malevolence Hyena Bomber, Vulture Droid, Sun Fac SF, Soldier SF, Spy SF",1
"Endcreed",,,148617,JKL,"zzJKL zzzJKR zzHYoda zzOld Ben, Aayla",1
"Endcreed",,,442605,HansMF,"Home One, Han's MF, Rebel Y-wing, Bistan's U-wing, Phantom Ghost Cassian's U-wing, Wedge X-wing",1
"Endcreed",1,1,137365,JTR,"zzzJTR zzR2-D2 zzBB-8 zRH Finn, zRH Poe",1
"Endcreed",0,1,134028,Grievous,"zzGG zB2 zB1 zMagnaGuard zNute",1
"Endcreed",1,0,121533,Traya,"zzTraya zDN zSion Sith Empire Trooper, zzThrawn",1
"Endcreed",,,107287,Mon Mothma,"zzMon Mothma, Chirrut Biggs Wedge zCara Dune",1
"Endcreed",1,1,90876,Ewoks,"zChirpa Elder zPaploo zWicket zLogray",1
"Endcreed",1,0,159001,ShaakClones,"zzShaak Ti, zRex zEcho (501st), zzFives zARC Trooper",1
"Endcreed",1,1,100285,Carth,"zCarth Onasi, zMission zZaalbar zVandor Chewbacca, zCanderous",1
"Endcreed",0,1,155308,BH,"zzBossk zDengar zzJango zZam zBoba",1
"Endcreed",1,0,114877,Troopers,"zVeers zStarck zzGideon zDark Trooper, Range Trooper",1
"Endcreed",0,1,104013,FO,"zzKRU zKylo FOO zFOST FOE",1
"Endcreed",,,86754,Iden Troopers,"zIden Versio, Shoretrooper Snowtrooper G9, Magma zDT",1
"Endcreed",0,1,96462,Phoenix,"zHera zKanan zEzra zZeb Sabine",1
"Endcreed",,,124855,Bad Batch,"zHunter zEcho zzOmega zTech zWrecker",1
"Endcreed",1,0,116693,zMaul,"zDarth Maul, zSidious Sith Assassin, zSavage Sith Marauder",1
"Endcreed",,,113195,Mando,"zzThe Mandalorian (Beskar Armor), zDash Rendar, zNest zIG-11 zKuiil",1
"Endcreed",,,70767,Admiral Raddus,"Admiral Raddus 6* G8, Cassian G8, Jyn G8, Baze Bistan G8",0
"Endcreed",,,133097,SK,"zzEP zzMara Jade, The Emperor's Hand, zzStarkiller zJuhani zVisas",0
"Endcreed",0,1,94741,Geonosians Omicron,"zzGBA Sun Fac, Geo Soldier, Geo Spy, Poggle",0
"Endcreed",1,0,65999,Jawas,"Nebit G8, Jawa Engineer G8, Jawa Scavenger G7, Jawa G7, Dathcha G8",0
"Mafrah",,,180024,JMK,"zzzzzzJMK zAhsoka zzzCAT zzzzGAS zGK",1
"Mafrah",,,122545,Phasma,"zPhasma zFOTP FOSFTP zFOST zKylo",1
"Mafrah",1,1,163237,SL Kylo,"zzzzzzSL Kylo, zSith Trooper, zHux zzKRU zThrawn",1
"Mafrah",1,1,104222,NS,"zzMT zzAV zDaka Zombie Spirit",1
"Mafrah",,,584820,Executor,"Executor HT RC Xanadu Blood, Slave I, IG-2000 Imperial TIE Fighter, Tie Adv",1
"Mafrah",1,0,147114,CLS,"zzzCLS zHan zzChewbacca zzC-3PO zChewpio",1
