Player,Ally Code,Starting Gear Needed,Progress,Current Gear Needed,GP,Team
Blaster08,855782277,0,0,0,158538,Padme JKA Ahsoka GK GMY
BaByHaGriD,368566945,6,0,6,133540,Padme JKA Ahsoka R3 GK GMY R1
Szero99,287595833,0,0,0,154341,Padme JKA Ahsoka GK GMY
Nano,858259842,0,0,0,155799,Padme JKA Ahsoka GK GMY
beatis,245435316,4,0,4,132524,Padme JKA Ahsoka GK GMY R1
BarJudah,941577746,0,0,0,151312,Padme JKA Ahsoka GK GMY
AmazingRando,655592634,3,0,3,147118,Padme R2 JKA Ahsoka GK GMY
LongTaco15,837681387,0,0,0,147236,Padme JKA Ahsoka GK GMY
Josiah Zethno,797935243,3,0,3,142022,Padme JKA Ahsoka GK GMY R2
Ayrbud,127417214,0,0,0,150140,Padme JKA Ahsoka GK GMY
Havoc22,349836582,0,0,0,154925,Padme JKA Ahsoka GK GMY
EOD Dad,397586672,5,0,5,142933,Padme JKA R1 Ahsoka R4 GK GMY
Bev el Agua,614383692,0,0,0,152422,Padme JKA Ahsoka GK GMY
DarthGwalt,865769187,0,0,0,154079,Padme JKA Ahsoka GK GMY
JakeKuchta,648487887,0,0,0,138759,Padme JKA Ahsoka GK GMY
TDU,976589444,0,0,0,160762,Padme JKA Ahsoka GK GMY
Mafrah,584754876,0,0,0,149001,Padme JKA Ahsoka GK GMY
Mini Bedrock888,263259111,0,0,0,159958,Padme JKA Ahsoka GK GMY
Nexo Fox,335979679,0,0,0,156547,Padme JKA Ahsoka GK GMY
Vanilla,168137321,0,0,0,149154,Padme JKA Ahsoka GK GMY
MINI KingFD34,995572385,12,0,12,133148,Padme JKA Ahsoka G12 GK GMY G12
Insidious,473183224,0,0,0,154518,Padme JKA Ahsoka GK GMY
Sovereign,528537612,9,0,9,127678,Padme R3 JKA Ahsoka R3 GK R3 GMY R2
MikMak,173352618,0,0,0,148577,Padme JKA Ahsoka GK GMY
Banse,819626936,0,0,0,154882,Padme JKA Ahsoka GK GMY
Bhaal182,447195826,0,0,0,151476,Padme JKA Ahsoka GK GMY
Andlu Liown,517837385,1,0,1,145103,Padme JKA Ahsoka R4 GK GMY
Maath Faselli,832951186,0,0,0,154139,Padme JKA Ahsoka GK GMY
DrDarkRoast,181267235,0,0,0,155073,Padme JKA Ahsoka GK GMY
IG8888,532896938,2,0,2,147989,Padme R4 JKA Ahsoka R4 GK GMY
Ello Asty,217261571,4,0,4,144056,Padme R3 JKA Ahsoka R3 GK GMY
Corran Croft,585441817,0,0,0,158678,Padme JKA Ahsoka GK GMY
JaYwEsT,748986972,0,0,0,150172,Padme JKA Ahsoka GK GMY
cj9702,817688184,0,0,0,150680,Padme JKA Ahsoka GK GMY
Jdiddy,978136238,0,0,0,148979,Padme JKA Ahsoka GK GMY
duck,635468945,0,0,0,151348,Padme JKA Ahsoka GK GMY
San Holo,688424765,0,0,0,147018,Padme JKA Ahsoka GK GMY
Profit Zhiyuan,276116165,0,0,0,153228,Padme JKA Ahsoka GK GMY
Agon Thalia,754961339,2,0,2,148591,Padme R3 JKA Ahsoka GK GMY
ApoC,544958282,0,0,0,156306,Padme JKA Ahsoka GK GMY
TheSlayer91,978664557,0,0,0,152404,Padme JKA Ahsoka GK GMY
Caeruleum,976538213,0,0,0,157060,Padme JKA Ahsoka GK GMY
Neøn,319665283,0,0,0,147168,Padme JKA Ahsoka GK GMY
Ace of Spades,961835484,0,0,0,157520,Padme JKA Ahsoka GK GMY
Demitri,451289817,2,0,2,152552,Padme JKA Ahsoka R3 GK GMY
Ockalmighty,945643169,0,0,0,158220,Padme JKA Ahsoka GK GMY
Endcreed,553515637,0,0,0,157758,Padme JKA Ahsoka GK GMY
Strickattack,762693744,0,0,0,143381,Padme JKA Ahsoka GK GMY
DarthCan,892618853,0,0,0,148998,Padme JKA Ahsoka GK GMY
First And Foremost,173918281,0,0,0,138830,Padme JKA Ahsoka GK GMY
