Player,Ally Code,Starting Gear Needed,Progress,Current Gear Needed,GP,Team
Darthspartan,839624411,4,1,3,142875,Shaak Ti Fives Rex Echo (501st) R4 ARC Trooper R3
Dark Helmet,693159347,20,4,16,120207,Shaak Ti Fives R1 Rex R3 Echo (501st) R1 ARC Trooper G12
jack4 and jack3,145589357,11,11,0,147526,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Krooked,115786486,26,24,2,132990,Shaak Ti R3 Fives Rex Echo (501st) ARC Trooper
Demetree,267345447,21,21,0,137701,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Adronium,532573462,7,7,0,141609,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Wheels,527159147,20,20,0,138408,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Mol Rammal,396298591,0,0,0,149403,Shaak Ti Fives Rex Echo (501st) ARC Trooper
TrippyWolverine,622373122,0,0,0,138705,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Seasu Gohay,241156488,18,8,10,124479,Shaak Ti R3 Fives R3 Rex R3 Echo (501st) R3 ARC Trooper R3
PapaBear,831926647,23,17,6,130990,Shaak Ti Fives Rex Echo (501st) G12 ARC Trooper
Tiberius,161338733,0,0,0,148044,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Elfaen,828769782,30,17,13,121855,Shaak Ti Fives R3 Rex R2 Echo (501st) R1 ARC Trooper R1
Nerve Gas,787571874,16,0,16,122695,Shaak Ti Fives R1 Rex R1 Echo (501st) R1 ARC Trooper R1
Cóunt Starkíller,277934547,61,14,47,69890,Shaak Ti Fives G9 Rex G7 Echo (501st) G9 ARC Trooper G0 0*
Biuejed,478284627,13,13,0,135429,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Shazam,757947698,63,59,4,142349,Shaak Ti R4 Fives R4 Rex R3 Echo (501st) ARC Trooper
ELCapitan,765387381,28,4,24,112432,Shaak Ti Fives G12 Rex G12 Echo (501st) G12 ARC Trooper G12
Gauch,535656376,30,6,24,115590,Shaak Ti Fives G12 Rex G12 Echo (501st) G12 ARC Trooper G12
Cao Hao,829115695,40,32,8,127143,Shaak Ti Fives Rex Echo (501st) R1 ARC Trooper R1
Tamecula,577128238,46,15,31,87395,Shaak Ti Fives G11 Rex G11 Echo (501st) G11 ARC Trooper G8 4*
Sky Forcewalker,789143173,44,42,2,137910,Shaak Ti R3 Fives Rex Echo (501st) ARC Trooper
Jefe,843154652,0,0,0,150293,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Dannyslr,172647166,5,5,0,140673,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Kya Skyff,664861787,51,0,51,42241,Shaak Ti G7 4* Fives G9 Rex G9 Echo (501st) G8 ARC Trooper G6 4*
Sotiri,156727472,17,0,17,122523,Shaak Ti Fives R3 Rex R2 Echo (501st) G12 ARC Trooper G12
Gambolt,912243447,0,0,0,138643,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Nomagio,833418168,22,4,18,122587,Shaak Ti Fives G12 Rex G12 Echo (501st) G12 ARC Trooper
Hadriel Jetberg,569819222,18,18,0,153303,Shaak Ti Fives Rex Echo (501st) ARC Trooper
vilanox,413347812,5,0,5,127272,Shaak Ti R4 Fives R4 Rex R4 Echo (501st) R4 ARC Trooper R4
Charmed1,611321714,0,0,0,146471,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Timarius,238999213,21,16,5,129763,Shaak Ti R4 Fives R4 Rex R4 Echo (501st) R4 ARC Trooper R4
DarthSmellyPants,244322114,6,6,0,152383,Shaak Ti Fives Rex Echo (501st) ARC Trooper
MattBerg757,864968452,33,21,12,131063,Shaak Ti Fives G12 Rex G12 Echo (501st) ARC Trooper
Icyshadowz26,767521765,22,3,19,121575,Shaak Ti Fives G12 Rex R4 Echo (501st) G12 ARC Trooper G12
Oichtmüna,669558336,27,1,26,111138,Shaak Ti Fives R1 Rex R1 Echo (501st) R2 ARC Trooper G3 5*
Gorgonzoloff,958541997,3,0,3,140720,Shaak Ti R4 Fives R4 Rex R4 Echo (501st) ARC Trooper
Gpa luis,544653239,8,6,2,140076,Shaak Ti Fives Rex R4 Echo (501st) ARC Trooper R4
SomethingForceSomething,595368594,38,16,22,111648,Shaak Ti G12 Fives R4 Rex R2 Echo (501st) G12 ARC Trooper G12
effewe,359844469,6,3,3,135652,Shaak Ti R2 Fives Rex Echo (501st) ARC Trooper
Nomad,742228988,24,24,0,146928,Shaak Ti Fives Rex Echo (501st) ARC Trooper
0duin,968657684,26,24,2,135278,Shaak Ti R3 Fives Rex Echo (501st) ARC Trooper
Cedaric,977916599,20,20,0,145123,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Johny favourite,569375498,26,26,0,134021,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Guihori,639674374,1,1,0,145046,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Dakeyras,814491492,29,29,0,137760,Shaak Ti Fives Rex Echo (501st) ARC Trooper
DevvyDan,594423653,0,0,0,135959,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Eternal sitch,522652534,5,3,2,133452,Shaak Ti Fives Rex Echo (501st) R4 ARC Trooper R4
