Player,Ally Code,Starting Gear Needed,Progress,Current Gear Needed,GP,Team
Ardilla,552198166,0,0,0,155046,Padme JKA Ahsoka GK GMY
modestdinosaur,154874635,6,2,4,138577,Padme JKA Ahsoka GK GMY R1
Pyromancer,177264773,13,7,6,142610,Padme G12 JKA Ahsoka GK GMY
Nymeria II,759541265,30,30,0,148559,Padme JKA Ahsoka GK GMY
dompizan,865799155,19,7,12,142229,Padme JKA G12 Ahsoka G12 GK GMY
Nymeria,216667356,0,0,0,157447,Padme JKA Ahsoka GK GMY
Hyrnia Strain,787129764,20,12,8,144540,Padme JKA G12 Ahsoka R3 GK GMY
Mateus Jak,382687224,6,6,0,154594,Padme JKA Ahsoka GK GMY
ZilloTea,461383831,9,9,0,148022,Padme JKA Ahsoka GK GMY
Dr med den Rasen,374798737,0,0,0,146992,Padme JKA Ahsoka GK GMY
Donkey Kong Jr,936252887,3,2,1,143883,Padme JKA Ahsoka R4 GK GMY
Blazebot7000,798364712,13,2,11,137506,Padme R2 JKA R3 Ahsoka G12 GK GMY
Griz Man,864121897,0,0,0,144534,Padme JKA Ahsoka GK GMY
Wes Harcrow,863582961,13,10,3,135648,Padme R3 JKA Ahsoka R4 GK GMY
Gok,375636296,0,0,0,146475,Padme JKA Ahsoka GK GMY
Business Time,646681643,5,0,5,130697,Padme R4 JKA R4 Ahsoka R4 GK R4 GMY R4
DeathComestoAll,536945656,12,0,12,122938,Padme G12 JKA Ahsoka G12 GK GMY
Hanshotfirst,979824842,5,0,5,126999,Padme R4 JKA R4 Ahsoka R4 GK R4 GMY R4
Haaly,537651678,20,13,7,144379,Padme R4 JKA G12 Ahsoka GK GMY
ScoobyDooku,866981378,1,1,0,154580,Padme JKA Ahsoka GK GMY
C3MO,777719932,0,0,0,150984,Padme JKA Ahsoka GK GMY
E2d2,963426871,0,0,0,154981,Padme JKA Ahsoka GK GMY
Saber Skills,436127364,3,3,0,146275,Padme JKA Ahsoka GK GMY
Starkiller3333,699566478,0,0,0,155227,Padme JKA Ahsoka GK GMY
mudhead3323,987664871,17,10,7,132624,Padme R4 JKA Ahsoka R4 GK R4 GMY R1
Tyler,388657195,10,6,4,152135,Padme JKA Ahsoka R1 GK GMY
NimueN,728665521,12,0,12,129034,Padme G12 JKA Ahsoka G12 GK GMY
Lakotnik,255771377,1,0,1,145266,Padme R4 JKA Ahsoka GK GMY
Crazy Skew,592863547,12,11,1,136632,Padme JKA Ahsoka GK GMY R4
mugsy,796869384,6,6,0,145776,Padme JKA Ahsoka GK GMY
Brill Cadeus,188364579,17,6,11,125458,Padme R3 JKA Ahsoka R4 GK G12 GMY R3
Kynareth,733296396,0,0,0,154691,Padme JKA Ahsoka GK GMY
Ryiun,684362843,1,1,0,152928,Padme JKA Ahsoka GK GMY
DanMan1975,616179276,0,0,0,151359,Padme JKA Ahsoka GK GMY
SmallMexiFrys,686529498,9,2,7,137047,Padme JKA Ahsoka G12 GK R4 GMY
raza,344861713,26,0,26,100612,Padme G9 JKA Ahsoka G10 GK R3 GMY G11
CaptBlinky,152777395,0,0,0,157250,Padme JKA Ahsoka GK GMY
Grimm Keiffer,974244112,8,6,2,151757,Padme JKA Ahsoka R3 GK GMY
Mythical,493153462,4,0,4,136849,Padme R3 JKA Ahsoka R3 GK GMY
FRM,556111983,0,0,0,149496,Padme JKA Ahsoka GK GMY
Vodzkha,948833898,6,3,3,144263,Padme R3 JKA R4 Ahsoka GK GMY
Revanoch,926517113,1,1,0,154641,Padme JKA Ahsoka GK GMY
ishotfirst,463678449,7,7,0,152337,Padme JKA Ahsoka GK GMY
Darדh Freeday,623218693,0,0,0,156688,Padme JKA Ahsoka GK GMY
Ewokslayer,244318639,8,1,7,134442,Padme JKA G11 Ahsoka GK GMY
ReturnOfTheFett,889718432,0,0,0,154437,Padme JKA Ahsoka GK GMY
RiverCityJedi,717626934,11,9,2,150958,Padme R3 JKA Ahsoka GK GMY
DarthCarmeedo,289538528,0,0,0,146071,Padme JKA Ahsoka GK GMY
