Name,Ally Code,GP,Chars GP,Ships GP,Character:Ships,Light side or Dark Side,Hotutils style mod score -- higher is better, aim for 3.0.   ((# of 15-19 Speed 0.8) + (# of 20-24 Speed) + (# of 25+ Speed * 1.6)) / (squadGP / 100,000),DSR Bot style gear score -- higher is better.  Number of (>G12 + G13 + relic / 5) / total gp / 100 000.,LS Toon GP,DS Toon GP,Zetas,Omicrons,Relic Levels,GLs,7*,R5 and higher,G13 and higher,G12 and higher,G10 and higher,Jedi Knight Revan,Darth Revan,Malak,Padme,Genosian Brood Alpha,Wat Tambor,Ki-Adi-Mundi,Shaak Ti,General Skywalker,Rey,Supreme Leader Kylo Ren,Sith Eternal Emperor,Jedi Master Luke Skywalker,Jedi Master Kenobi,Lord Vader,Jabba the Hutt,Jedi Knight Luke,The Negotiator,Malevolence,Raddus,Finalizer,TW/GA Squads - farmed but may need gear.  Click player name to view.,Squads: defense or both,Squads: offense or both
"Ardilla",552198166,8467320,5013786,3453534,145,30,507,483,2732246,2280526,209,9,593,4,266,90,125,166,178,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,25,8,11
"modestdinosaur",154874635,6571399,3897359,2674040,145,266,67,366,2352793,1543890,156,5,310,2,224,43,71,108,140,1,1,0,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,1,1,1,19,11,9
"ReturnOfTheFett",889718432,5111668,3128258,1983410,157,-7,92,399,1675406,1452852,124,6,287,2,169,34,64,83,105,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,1,1,0,0,14,7,7
"RiverCityJedi",717626934,7170172,4209927,2960245,142,55,112,399,2319543,1887734,184,9,437,3,231,61,86,113,130,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,0,1,17,5,7
"Hyrnia Strain",787129764,6673450,4117281,2556169,161,152,134,438,2368139,1748455,169,7,409,2,221,53,91,120,143,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,0,1,19,11,9
"dompizan",865799155,6159437,3765132,2394305,157,69,209,379,2079700,1668268,133,8,360,3,200,50,67,95,136,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,0,0,18,10,8
"Griz Man",864121897,8991624,5308397,3683227,144,99,558,462,2976538,2316579,201,6,678,5,277,96,126,154,186,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,23,9,8
"Mateus Jak",382687224,7765494,4470890,3294604,135,-94,514,486,2292818,2168868,155,8,633,5,239,96,110,141,159,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,23,8,9
"Nymeria",216667356,7199025,4268424,2930601,145,64,276,475,2359781,1903977,144,7,566,4,261,85,108,121,138,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,22,9,7
"ZilloTea",461383831,6818999,4130836,2688163,153,-180,387,417,2033054,2094254,139,7,425,4,232,57,86,114,126,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,17,7,8
