Player,Ally Code,Starting Gear Needed,Progress,Current Gear Needed,GP,Team
Biggles,786886424,35,6,29,103550,Shaak Ti Fives G12 Rex G12 Echo (501st) G12 ARC Trooper G7 5*
Lasman starguard,714143532,30,12,18,118441,Shaak Ti R3 Fives G12 Rex G12 Echo (501st) ARC Trooper R1
DarthCephalus,164743168,58,14,44,85851,Shaak Ti Fives G10 Rex G12 Echo (501st) G6 ARC Trooper G0 0*
Loreck Avery,945628811,33,10,23,109755,Shaak Ti Fives G12 Rex R4 Echo (501st) G11 ARC Trooper G9
HK71,458914434,37,0,37,94963,Shaak Ti Fives R1 Rex G7 Echo (501st) G9 ARC Trooper G5
Waiter,619831899,33,23,10,125192,Shaak Ti R4 Fives R4 Rex R4 Echo (501st) R4 ARC Trooper G12
AtillaDX,476411885,14,6,8,130923,Shaak Ti Fives R3 Rex R3 Echo (501st) R3 ARC Trooper R3
tacomansir,585681935,6,1,5,133841,Shaak Ti Fives Rex R3 Echo (501st) R3 ARC Trooper R4
Matthew Darkstar,523332526,19,2,17,117929,Shaak Ti R2 Fives R1 Rex R1 Echo (501st) R2 ARC Trooper R2
IIISunDownIII,323563219,0,0,0,141859,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Gul Ski,723993198,10,0,10,125820,Shaak Ti R3 Fives R3 Rex R3 Echo (501st) R3 ARC Trooper R3
JD,773718842,51,50,1,134286,Shaak Ti R4 Fives Rex Echo (501st) ARC Trooper
Ju Ansalli Madlyn,618553972,7,1,6,137806,Shaak Ti Fives Rex Echo (501st) ARC Trooper G12
Doomspikinator,692437781,30,6,24,115403,Shaak Ti Fives G12 Rex G12 Echo (501st) G12 ARC Trooper G12
QuiGonJim,396942887,37,36,1,132781,Shaak Ti Fives Rex Echo (501st) R4 ARC Trooper
yaminashi,496575753,6,0,6,128898,Shaak Ti G12 Fives Rex Echo (501st) ARC Trooper
wilbr,594392214,34,1,33,87299,Shaak Ti Fives G10 Rex G12 Echo (501st) G9 ARC Trooper G8 6*
SkinnyKrogan,552414927,30,6,24,109361,Shaak Ti Fives G12 Rex G12 Echo (501st) G12 ARC Trooper G12
Crossbow13,397167862,35,1,34,94502,Shaak Ti R3 Fives G10 Rex G12 Echo (501st) G8 ARC Trooper G10
Mediated,284273572,57,10,47,66615,Shaak Ti Fives G8 Rex G8 Echo (501st) G8 ARC Trooper G1 5*
Beluminium,337351818,45,1,44,86145,Shaak Ti G9 Fives G12 Rex G12 Echo (501st) G12 ARC Trooper G1 4*
Andrew2440,293826154,39,6,33,95865,Shaak Ti G7 Fives Rex G12 Echo (501st) G9 ARC Trooper G11
Falen Lacer,412149896,46,5,41,76064,Shaak Ti G12 Fives G9 Rex G10 Echo (501st) G10 ARC Trooper G8 5*
Stubaru Prime,738526411,42,42,0,145138,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Antonio,986527771,40,12,28,101837,Shaak Ti R3 Fives G12 Rex G13 Echo (501st) G12 ARC Trooper G9
JM5555,457786942,56,0,56,56196,Shaak Ti G8 6* Fives G9 Rex G8 Echo (501st) G9 ARC Trooper G0 0*
D'arthSyyth,561363768,24,18,6,129652,Shaak Ti G12 Fives Rex Echo (501st) ARC Trooper
Dang,985846889,27,0,27,109721,Shaak Ti R2 Fives G12 Rex G12 Echo (501st) G12 ARC Trooper G12
Demogorgon,139721217,41,6,35,100558,Shaak Ti R3 Fives G10 Rex G12 Echo (501st) G9 ARC Trooper G8
