Player,Ally Code,Starting Gear Needed,Progress,Current Gear Needed,GP,Team
tacomansir,585681935,11,8,3,142925,Padme R2 JKA Ahsoka GK GMY
Brill council,832472676,0,0,0,155796,Padme JKA Ahsoka GK GMY
Demogorgon,139721217,22,11,11,126171,Padme R3 JKA Ahsoka R3 GK R4 GMY G12
Ahsokanubhis,134384739,27,0,27,106699,Padme G9 6* JKA G12 Ahsoka G12 GK G12 GMY
BDBVader,886177647,8,0,8,131011,Padme R3 JKA Ahsoka R2 GK R3 GMY R4
Madskillz007,167116754,3,3,0,138843,Padme JKA Ahsoka GK GMY
ItzCk03,619198756,74,13,61,41668,Padme G1 JKA G8 Ahsoka G8 GK G1 5* GMY G11
Gul Ski,723993198,14,6,8,130262,Padme R4 JKA Ahsoka G12 GK GMY R4
DARTHINVADE HERCERVIX,478465791,7,4,3,137948,Padme R4 JKA R4 Ahsoka R4 GK GMY
Mikill,398941496,14,5,9,128346,Padme R2 JKA R3 Ahsoka R2 GK R4 GMY
JD,773718842,21,12,9,127614,Padme JKA Ahsoka R3 GK R4 GMY G12
Dru Neech,781238565,2,2,0,153257,Padme JKA Ahsoka GK GMY
BigTexN,221852267,1,0,1,136622,Padme JKA Ahsoka R4 GK GMY
AtillaDX,476411885,3,0,3,144702,Padme R4 JKA R3 Ahsoka GK GMY
Waiter,619831899,12,5,7,129584,Padme JKA G12 Ahsoka GK GMY R4
BigWalkingCarpet,674293548,13,5,8,129321,Padme R3 JKA Ahsoka R3 GK R3 GMY R3
Falen Lacer,412149896,17,7,10,133063,Padme R3 JKA Ahsoka G12 GK R3 GMY
Anraeth Erith,562712763,4,0,4,136958,Padme JKA R3 Ahsoka GK GMY R3
Biggles,786886424,6,6,0,151539,Padme JKA Ahsoka GK GMY
Beluminium,337351818,0,0,0,140104,Padme JKA Ahsoka GK GMY
IIISunDownIII,323563219,8,7,1,135148,Padme JKA Ahsoka GK R4 GMY
Lasman starguard,714143532,10,0,10,129787,Padme R4 JKA Ahsoka R3 GK R4 GMY G12
Hoss,641294119,25,4,21,117280,Padme G9 JKA G12 Ahsoka G12 GK GMY
HK71,458914434,4,0,4,130972,Padme JKA Ahsoka GK GMY R1
Mol Bal,717358912,48,3,45,68019,Padme G8 JKA G11 6* Ahsoka G8 GK G6 GMY G12
SkinnyKrogan,552414927,5,1,4,133190,Padme R4 JKA Ahsoka R4 GK R4 GMY R4
DarthCephalus,164743168,11,8,3,148603,Padme JKA Ahsoka R2 GK GMY
Mol Eliza,628148255,2,2,0,152820,Padme JKA Ahsoka GK GMY
Mol Eliza,624843493,10,1,9,121253,Padme R3 JKA R3 Ahsoka R2 GK R3 GMY
Crossbow13,397167862,12,0,12,125099,Padme JKA G12 Ahsoka GK GMY G12
Ju Ansalli Madlyn,618553972,6,0,6,147139,Padme G12 JKA Ahsoka GK GMY
Andrew2440,293826154,27,8,19,116073,Padme G12 JKA Ahsoka G11 GK G12 GMY
Cam Jetsu,279764511,2,1,1,141792,Padme JKA Ahsoka R4 GK GMY
huntdown97,687857116,19,11,8,128143,Padme JKA Ahsoka R4 GK R4 GMY G12
Antonio,986527771,43,24,19,114767,Padme JKA G12 Ahsoka G12 GK GMY G11
D'arthSyyth,561363768,18,3,15,122877,Padme R4 JKA G12 Ahsoka R3 GK GMY G12
yaminashi,496575753,5,0,5,130850,Padme JKA R3 Ahsoka R3 GK GMY R4
wilbr,594392214,6,0,6,127602,Padme JKA G12 Ahsoka GK GMY
animalrescuer97,375332479,27,21,6,136947,Padme JKA R1 Ahsoka R3 GK GMY
Loreck Avery,945628811,30,11,19,118948,Padme G12 JKA G12 Ahsoka R4 GK G12 GMY
QuiGonJim,396942887,13,6,7,127736,Padme JKA G11 Ahsoka GK GMY
KoolBeans,454321516,13,13,0,137681,Padme JKA Ahsoka GK GMY
Doomspikinator,692437781,15,7,8,139791,Padme G12 JKA Ahsoka R3 GK GMY
Matthew Darkstar,523332526,12,1,11,121509,Padme JKA R3 Ahsoka R2 GK R3 GMY R1
Malottobuck,951289295,6,3,3,137629,Padme JKA Ahsoka R2 GK GMY
Dang,985846889,17,13,4,131467,Padme R4 JKA R3 Ahsoka R4 GK GMY
Mediated,284273572,31,10,21,112535,Padme G7 JKA G8 Ahsoka GK GMY
Rynoman2597,827547649,20,8,12,130154,Padme G12 JKA Ahsoka GK GMY G12
Stubaru Prime,738526411,30,30,0,145247,Padme JKA Ahsoka GK GMY
JM5555,457786942,24,0,24,114625,Padme G9 JKA Ahsoka G11 GK G12 GMY R3
