Player,Offense,Defense,GP,Name,Squad,Viable
"Lillyanna",1,0,151105,CLS,"zzzCLS zHan zzChewbacca zzC-3PO zChewpio",1
"Lillyanna",0,1,123581,padme,"zzPadme zGK zJKA zAhsoka CW Chewbacca G8",1
"Lillyanna",0,1,100232,Geonosians Omicron,"zzGBA Sun Fac, Geo Soldier, Geo Spy, Poggle",1
"Lillyanna",0,1,102378,DR,"zzzDR zzHK-47 zBSF Sith Empire Trooper G9, Thrawn",1
"Lillyanna",,,407462,HansMF,"Home One, Han's MF, Rebel Y-wing, Ghost Phantom Biggs X-wing, Cassian's U-wing, Wedge X-wing",1
"Lillyanna",1,1,115968,JTR,"zzzJTR zzR2-D2 zzBB-8 RH Finn G8, RH Poe G9",1
"Lillyanna",,,113256,Mon Mothma,"zzMon Mothma, zCara Dune, Lando Biggs Wedge",1
"Lillyanna",,,95932,Nute-OR,"zNute Dooku zJango zZaalbar Mission",1
"Lillyanna",1,1,136524,Revan Offense,"zzzJKR zzGMY zBS zJolee zzHYoda",1
"Lillyanna",1,1,95431,Ewoks,"zChirpa Elder zPaploo zWicket zLogray",1
"Lillyanna",1,1,116078,zEP,"zzEP zzzVader Tarkin TFP G9, zzDN",1
"Lillyanna",0,1,71292,Phoenix,"Hera Kanan G8, Ezra G8, Sabine G8, Zeb G8",1
"Lillyanna",1,1,67402,Rogue1,"Jyn G8, Chirrut G8, Baze G8, K-2SO G9, Cassian G8",1
"Lillyanna",1,0,96739,Jawas,"Nebit Jawa Engineer, Jawa Scavenger, Jawa Dathcha",1
"Lillyanna",1,0,16747,NestSolo (Counter),"Nest",1
"Lillyanna",1,0,15138,SionSolo (Counter),"Sion G9",1
"Lillyanna",,,72884,Phasma,"Phasma FOTP G8, FOSFTP G7, FOST G9, Kylo",0
"Lillyanna",,,68328,Grievous Omicron,"GG G8, B2 G8, B1 G9, MagnaGuard G7, Droideka G8",0
"Lillyanna",1,1,86036,NS,"zzMT AV Daka Zombie Spirit G9",0
"Lillyanna",,,335117,Executrix,"Executrix Tie Adv, Emperor's Shuttle 4*, TIE Reaper 3*, Imperial TIE Fighter, Gauntlet Starfighter 5*, FOSF TIE Fighter, FO TIE Fighter",0
"Lillyanna",,,87651,Disintegration,"Aurra G7, Greef zBoba Bossk The Mandalorian",0
"Lillyanna",1,0,62915,Troopers,"Veers G9, Piett G8, Gideon G9, Dark Trooper 6* G7, Range Trooper 5* G8",0
"Lillyanna",1,0,74416,ShaakClones,"Shaak Ti, Rex Echo (501st) G9, Fives G9, ARC Trooper G8",0
"Lillyanna",,,61540,Iden Troopers,"Iden Versio 6* G7, Stormtrooper G8, Snowtrooper G8, Magma G7, DT G9",0
