Player,Ally Code,Starting Gear Needed,Progress,Current Gear Needed,GP,Team
Lillyanna,938276726,42,0,42,74416,Shaak Ti G12 Fives G9 Rex G10 Echo (501st) G9 ARC Trooper G8
Omega99,394524611,85,0,85,2735,Shaak Ti G0 0* Fives G2 3* Rex G3 5* Echo (501st) G0 0* ARC Trooper G0 0*
DarthHoratius,899145955,88,0,88,1690,Shaak Ti G0 0* Fives G1 3* Rex G1 4* Echo (501st) G0 0* ARC Trooper G0 0*
Vegas Vic,151842775,89,0,89,676,Shaak Ti G0 0* Fives G1 3* Rex G0 0* Echo (501st) G0 0* ARC Trooper G0 0*
Erotavlas,187715758,52,0,52,46352,Shaak Ti G6 4* Fives G8 Rex G8 Echo (501st) G8 ARC Trooper G8
GeneralMarkus,789995519,65,0,65,26847,Shaak Ti G1 3* Fives G8 Rex G8 6* Echo (501st) G8 6* ARC Trooper G0 0*
DarthGutty,357188912,38,0,38,73263,Shaak Ti G12 Fives G12 Rex G12 Echo (501st) G9 ARC Trooper G7 4*
Ethan Geilvta,671426777,64,0,64,29981,Shaak Ti G0 0* Fives G8 Rex G10 Echo (501st) G8 6* ARC Trooper G0 0*
extra hihi,327242484,86,0,86,1791,Shaak Ti G0 0* Fives G0 0* Rex G4 4* Echo (501st) G0 0* ARC Trooper G0 0*
HannibalHunter,669271694,66,0,66,20508,Shaak Ti G0 0* Fives G8 5* Rex G8 5* Echo (501st) G8 5* ARC Trooper G0 0*
GamingChips,958661216,45,0,45,81335,Shaak Ti G12 Fives G12 Rex G12 Echo (501st) G1 ARC Trooper G8
Porg,325919928,56,0,56,50873,Shaak Ti G0 0* Fives G12 Rex G11 Echo (501st) G11 ARC Trooper G0 0*
Cerberus567,145897793,65,0,65,27004,Shaak Ti G1 2* Fives G8 Rex G8 Echo (501st) G8 5* ARC Trooper G0 0*
TCLincoln,193327199,0,0,0,146460,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Tuftydragon,218965475,70,0,70,21559,Shaak Ti G0 0* Fives G7 Rex G7 Echo (501st) G6 4* ARC Trooper G0 0*
PotatoKing,775888331,64,0,64,29769,Shaak Ti G1 3* Fives G8 Rex G8 Echo (501st) G8 5* ARC Trooper G1 4*
TK4811,319498394,56,0,56,35596,Shaak Ti G3 2* Fives G8 6* Rex G8 6* Echo (501st) G8 6* ARC Trooper G7 5*
Tronibrall,177621662,76,0,76,14377,Shaak Ti G6 2* Fives G0 0* Rex G8 Echo (501st) G0 0* ARC Trooper G0 0*
Coolman6456,568778898,46,0,46,65989,Shaak Ti G8 4* Fives G9 Rex G10 Echo (501st) G9 ARC Trooper G8
RedEyeJedi,449715953,69,0,69,18243,Shaak Ti G6 4* Fives G9 Rex G5 5* Echo (501st) G1 3* ARC Trooper G0 0*
TheRobertEquation,477473882,35,0,35,78931,Shaak Ti G11 6* Fives G11 Rex G11 Echo (501st) G11 ARC Trooper G11
Blankinside,227643771,43,0,43,67610,Shaak Ti G8 2* Fives G11 Rex G10 Echo (501st) G9 ARC Trooper G9
Tyron Brandt,158519183,64,0,64,26494,Shaak Ti G0 0* Fives G7 Rex G7 Echo (501st) G5 6* ARC Trooper G7 4*
Feline ALT,192822636,90,0,90,0,Shaak Ti G0 0* Fives G0 0* Rex G0 0* Echo (501st) G0 0* ARC Trooper G0 0*
Illiad,635977593,62,0,62,36039,Shaak Ti G8 2* Fives G8 Rex G6 Echo (501st) G6 ARC Trooper G0 0*
