Player,Ally Code,Starting Gear Needed,Progress,Current Gear Needed,GP,Team
GameMasterTy,638481212,0,0,0,139563,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Amish Thunder,176912959,12,0,12,122413,Shaak Ti R4 Fives R3 Rex R2 Echo (501st) R2 ARC Trooper R2
KreigerXenos,282691815,0,0,0,134629,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Azrian Wayfinder,534697898,0,0,0,137988,Shaak Ti Fives Rex Echo (501st) ARC Trooper
StradsMan3,932773673,15,0,15,119835,Shaak Ti R2 Fives R2 Rex R2 Echo (501st) R2 ARC Trooper R2
yoadreane,578743589,28,0,28,103968,Shaak Ti R2 Fives G12 Rex R1 Echo (501st) G11 ARC Trooper G10 4*
Dark Helmet,168861666,11,0,11,123696,Shaak Ti R4 Fives R3 Rex R4 Echo (501st) R4 ARC Trooper G12
Zayelt Yazmin,921894553,0,0,0,155524,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Stu Karnus,531577471,25,0,25,100390,Shaak Ti R3 Fives G12 Rex G12 Echo (501st) G13 ARC Trooper G12
Skycrawler,622484469,8,0,8,121357,Shaak Ti Fives Rex Echo (501st) ARC Trooper G10 4*
Ashaman,793686414,28,0,28,111150,Shaak Ti R1 Fives G12 Rex G12 Echo (501st) G12 ARC Trooper G12
lim,182423932,0,0,0,139119,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Hego Damask,454521453,0,0,0,138219,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Husky,426623327,20,0,20,114707,Shaak Ti G12 Fives R2 Rex R2 Echo (501st) R1 ARC Trooper R1
BigDaddy89,811475665,0,0,0,134058,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Meeraval Marnath,945775464,0,0,0,152516,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Reaperfication,495835681,0,0,0,137565,Shaak Ti Fives Rex Echo (501st) ARC Trooper
MIL2F NOW,427479521,23,0,23,112113,Shaak Ti R3 Fives G12 Rex R2 Echo (501st) G12 ARC Trooper G12
DeathVader70,474878848,22,0,22,108945,Shaak Ti R3 Fives Rex G12 Echo (501st) G12 ARC Trooper G10
Nettles123,147898847,38,0,38,88991,Shaak Ti Fives G11 Rex G12 Echo (501st) G11 ARC Trooper G0 0*
KrypticKaoz,945359717,0,0,0,136544,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Darthtim,146688265,21,0,21,110863,Shaak Ti R3 Fives R1 Rex R1 Echo (501st) R1 ARC Trooper G11 4*
Sammy T,889255878,0,0,0,138452,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Uvad Squirl,868679139,0,0,0,146613,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Noname Q,927523775,0,0,0,134128,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Vitiate,511332971,65,0,65,30690,Shaak Ti G1 2* Fives G8 Rex G8 Echo (501st) G8 ARC Trooper G0 0*
Daneth Guin,827981268,26,0,26,113462,Shaak Ti Fives G10 Rex G10 Echo (501st) G13 ARC Trooper G13
Altern8,453728856,0,0,0,137914,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Stu McGree,659723461,40,0,40,81504,Shaak Ti R3 Fives R3 Rex G9 Echo (501st) G9 ARC Trooper G0 0*
Aynida Ghiobb,936233587,46,0,46,82458,Shaak Ti Fives G12 Rex G12 Echo (501st) G1 ARC Trooper G1 5*
MasterExploder,871232367,0,0,0,134448,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Driller,456288429,30,0,30,97455,Shaak Ti R3 Fives G9 Rex G12 Echo (501st) G12 ARC Trooper G11
Chef,528421884,30,0,30,98384,Shaak Ti Fives G9 Rex G13 Echo (501st) G12 ARC Trooper G8 6*
BLOODSHEDDER,889393569,44,0,44,85974,Shaak Ti G11 Fives G12 Rex G12 Echo (501st) G11 ARC Trooper G0 0*
Rex,641548843,21,0,21,111205,Shaak Ti R3 Fives R1 Rex R2 Echo (501st) G12 ARC Trooper G12
Andres,436292767,12,0,12,136198,Shaak Ti Fives G12 Rex G12 Echo (501st) ARC Trooper
Robby Hanenburg,265566658,31,0,31,99069,Shaak Ti Fives G9 Rex G12 Echo (501st) G12 ARC Trooper G8
