Player,Offense,Defense,GP,Name,Squad,Viable
"Daneth Guin",,,177288,JMK,"zzzzzzJMK zJKA zzGMY zzShaak Ti, zGK",1
"Daneth Guin",,,122686,Phasma,"zPhasma zFOTP FOSFTP zFOST zKylo",1
"Daneth Guin",1,1,167503,SL Kylo,"zzzzzzSL Kylo, zSith Trooper, zHux zzKRU zzThrawn",1
"Daneth Guin",,,183771,JMLS,"zzzJKR zzJKL zzzzzzJMLS zWat Tambor, zzzzGAS",1
"Daneth Guin",1,0,145771,CLS,"zzzCLS zHan zzChewbacca zzC-3PO zChewpio",1
"Daneth Guin",0,1,143899,DRMalak,"zzzDR zzHK-47 zBSF zzMalak Sith Assassin G9",1
"Daneth Guin",,,414052,HansMF,"Home One, Han's MF, Rebel Y-wing 6*, Ghost Phantom Biggs X-wing, Cassian's U-wing, Wedge X-wing",1
"Daneth Guin",0,1,125548,Grievous,"zzGG zB2 zB1 zMagnaGuard zNute",1
"Daneth Guin",1,1,126679,JTR,"zzzJTR zScav Rey, zzBB-8 zzR2-D2 zFinn",1
"Daneth Guin",1,0,133965,Traya,"zzTraya zzDN zSion zDooku zzEP",1
"Daneth Guin",1,1,81076,Ewoks,"zChirpa Elder Paploo Wicket G9, zLogray",1
"Daneth Guin",0,1,131902,BH,"zzBossk zBoba zDengar Cad zzJango",1
"Daneth Guin",1,1,87283,Carth,"Carth Onasi, zMission Zaalbar Juhani Canderous",1
"Daneth Guin",1,0,101076,501st,"zRex zARC Trooper, zEcho (501st), zzFives zAhsoka",1
"Daneth Guin",0,1,80905,Phoenix,"Hera G9, Zeb G8, zSabine Kanan G8, zEzra",1
"Daneth Guin",,,396629,Negotiator,"Negotiator 6* HT Anakin's Eta-2, Umbaran SF, Ahsoka's SF, BTL-B Y-wing 5*, Clone Sergeant's ARC-170, Plo's SF 6*",0
"Daneth Guin",0,1,74643,Geonosians Omicron,"GBA G9, Sun Fac G8, Geo Soldier, Geo Spy, Poggle G8",0
"Daneth Guin",1,1,98462,NS,"zzMT G9, zzAV zDaka Zombie Spirit G9",0
"Daneth Guin",,,366303,Executrix,"Executrix Tie Adv, Emperor's Shuttle 4*, TIE Reaper 3*, Imperial TIE Fighter, Gauntlet Starfighter 5*, FOSF TIE Fighter 4*, FO TIE Fighter",0
"Daneth Guin",,,105536,Mon Mothma,"zzMon Mothma, K-2SO G9, Lando Wedge Biggs",0
"Daneth Guin",1,0,75149,Troopers,"zVeers Starck G8, Stormtrooper DT G7, Snowtrooper G8",0
"Daneth Guin",1,0,76147,zMaul,"Darth Maul, zSidious Sith Empire Trooper G7, Sith Marauder, Nest 6* G6",0
"Daneth Guin",1,0,53727,Jawas,"Nebit G6, Jawa Engineer 4* G4, Jawa Scavenger G8, Jawa 6* G6, Dathcha G8",0
"KreigerXenos",1,1,163040,SL Kylo,"zzzzzzSL Kylo, zSith Trooper, zHux zzKRU zThrawn",1
"KreigerXenos",0,1,94945,Qira,"Qira L3-37 Vandor Chewbacca, zMission zZaalbar",1
"KreigerXenos",,,601569,Executor,"Executor HT RC Xanadu Blood, Slave I, IG-2000 Imperial TIE Fighter, Tie Adv",1
"KreigerXenos",0,1,146524,DRMalak,"zzzDR zzHK-47 zBSF zzMalak Sith Empire Trooper",1
"KreigerXenos",0,1,131167,padme,"zzPadme zGK zJKA zAhsoka zBarriss",1
"KreigerXenos",,,428210,Negotiator,"Negotiator BTL-B Y-wing, Anakin's Eta-2, Rex's ARC-170, Umbaran SF, Ahsoka's SF, Plo's SF, Clone Sergeant's ARC-170",1
"KreigerXenos",,,333671,Malevolence,"Malevolence Hyena Bomber, Vulture Droid, Sun Fac SF, Soldier SF, Spy SF",1
"KreigerXenos",1,1,102650,NS_Alt,"zzMT zAV Zombie zDaka Talia",1
"KreigerXenos",,,373041,HansMF,"Home One, Han's MF, Rebel Y-wing, Ghost Phantom Biggs X-wing, Cassian's U-wing, Wedge X-wing",1
"KreigerXenos",0,1,117050,Grievous,"zzGG zB2 zB1 zMagnaGuard zNute",1
"KreigerXenos",1,0,120234,Traya,"zzTraya zDN Sion zDooku zzEP",1
"KreigerXenos",1,0,122274,CLS,"zzzCLS zHan zzChewbacca zzR2-D2 zzC-3PO",1
"KreigerXenos",1,0,109648,Troopers,"zVeers zzPiett zGideon Dark Trooper, Range Trooper",1
"KreigerXenos",1,1,126625,Revan Offense,"zzzJKR zGMY zBS zJolee HYoda",1
"KreigerXenos",,,87303,Mon Mothma,"Mon Mothma, Cassian Jyn Lando Bistan",1
"KreigerXenos",1,0,134629,ShaakClones,"zzShaak Ti, zRex zEcho (501st), zzFives zARC Trooper",1
