Player,Ally Code,Starting Gear Needed,Progress,Current Gear Needed,GP,Team
Yasie Qui,347197687,21,0,21,118148,Shaak Ti Fives R2 Rex G12 Echo (501st) G12 ARC Trooper G12
Snipesum,355457861,0,0,0,155701,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Timber,273814442,0,0,0,134650,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Cenistan,316195644,0,0,0,142484,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Killbaza,276969236,13,0,13,121475,Shaak Ti R3 Fives R3 Rex G12 Echo (501st) R2 ARC Trooper
Lone Starr,461368524,5,0,5,135496,Shaak Ti Fives Rex Echo (501st) R2 ARC Trooper R3
Th3 S3rg34nt,343993697,0,0,0,156145,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Boshund,476923873,0,0,0,139612,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Sammy TF1,866892379,21,0,21,107942,Shaak Ti Fives Rex R3 Echo (501st) R4 ARC Trooper G0 0*
Pacojonezl40,556288426,2,0,2,136099,Shaak Ti Fives R4 Rex R4 Echo (501st) ARC Trooper
Pale Mandius,297974276,0,0,0,148839,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Grampa Tim,743537648,4,0,4,140345,Shaak Ti Fives R3 Rex R4 Echo (501st) R4 ARC Trooper
Nd volk,647746167,13,0,13,124068,Shaak Ti Fives R4 Rex Echo (501st) G12 ARC Trooper G12
Quidamlefou,461462591,22,0,22,105901,Shaak Ti R3 Fives G12 Rex R3 Echo (501st) G12 ARC Trooper G12
Scorn,881485362,0,0,0,154252,Shaak Ti Fives Rex Echo (501st) ARC Trooper
DarthGideon,588758768,58,0,58,49607,Shaak Ti G11 Fives G9 Rex G6 Echo (501st) G6 ARC Trooper G0 0*
ぱんどら,832179698,10,0,10,121938,Shaak Ti Fives Rex Echo (501st) ARC Trooper G8 5*
Goob,451421324,31,0,31,107421,Shaak Ti R2 Fives G12 Rex G12 Echo (501st) G12 ARC Trooper G8
ᜎའดཧดཀاᜎཛ,856871329,4,0,4,138373,Shaak Ti Fives R3 Rex R3 Echo (501st) ARC Trooper
Bad Fish,314563379,23,0,23,105632,Shaak Ti Fives G12 Rex Echo (501st) G11 ARC Trooper G8
Alexandder,266693162,0,0,0,138817,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Phdrlord,933247926,24,0,24,110318,Shaak Ti Fives G12 Rex R2 Echo (501st) G12 ARC Trooper G9
Battlelord,597311355,17,0,17,120618,Shaak Ti Fives R1 Rex R1 Echo (501st) R1 ARC Trooper G13
Walliamen,121156657,4,0,4,140138,Shaak Ti R3 Fives R4 Rex R4 Echo (501st) ARC Trooper
EvolutionX,457734974,0,0,0,138516,Shaak Ti Fives Rex Echo (501st) ARC Trooper
SliickMoose,493737815,69,0,69,33576,Shaak Ti G1 5* Fives G8 Rex G5 Echo (501st) G7 ARC Trooper G0 0*
JeyLuckiDarkLord,835762411,56,0,56,54221,Shaak Ti G8 Fives G8 Rex G10 Echo (501st) G8 ARC Trooper G0 0*
Bly,359469122,24,0,24,109303,Shaak Ti G12 Fives R2 Rex R2 Echo (501st) G12 ARC Trooper G12
Wayne brady,636166686,26,0,26,106309,Shaak Ti R4 Fives G12 Rex G12 Echo (501st) G12 ARC Trooper G11
Veskasa Starblazer,987221192,27,0,27,108356,Shaak Ti R2 Fives G12 Rex G12 Echo (501st) G12 ARC Trooper G12
Kamu Teeltoo,711928393,0,0,0,152861,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Swinny,216875298,48,0,48,59009,Shaak Ti G8 Fives G8 Rex G10 Echo (501st) G8 ARC Trooper G8 5*
DragonGodC16,965759793,10,0,10,123183,Shaak Ti R3 Fives R3 Rex R3 Echo (501st) R3 ARC Trooper R3
Jayson Bourne,838351578,0,0,0,151271,Shaak Ti Fives Rex Echo (501st) ARC Trooper
AJ,134248776,39,0,39,79931,Shaak Ti G12 Fives G11 Rex G11 Echo (501st) G9 ARC Trooper G8
Mando Dalrissian,538342162,7,0,7,126123,Shaak Ti G11 Fives Rex Echo (501st) ARC Trooper
Reylo Jakkusolo,959357135,30,1,29,110069,Shaak Ti Fives G12 Rex G12 Echo (501st) G11 ARC Trooper G8
Bort Moddler,875657132,29,0,29,102852,Shaak Ti Fives R2 Rex G12 Echo (501st) R3 ARC Trooper G0 0*
okeefechris,463248232,0,0,0,138690,Shaak Ti Fives Rex Echo (501st) ARC Trooper
TomServo3K,691942843,0,0,0,155803,Shaak Ti Fives Rex Echo (501st) ARC Trooper
