Player,Ally Code,Starting Gear Needed,Progress,Current Gear Needed,GP,Team
Meetra Surik,989184811,0,0,0,135919,Padme JKA Ahsoka GK GMY
Zoltar,739779589,0,0,0,147677,Padme JKA Ahsoka GK GMY
Nearly Headless Nick,666842776,0,0,0,156127,Padme JKA Ahsoka GK GMY
ClîtCommander12345,124661194,0,0,0,150106,Padme JKA Ahsoka GK GMY
Sleazy E,695822276,0,0,0,144205,Padme JKA Ahsoka GK GMY
WWG1WG2PRISON,713375299,2,0,2,142924,Padme JKA R3 Ahsoka GK GMY
Plagarian,974618589,0,0,0,146045,Padme JKA Ahsoka GK GMY
Ronzool,498413548,1,0,1,146545,Padme JKA R4 Ahsoka GK GMY
name,779262258,5,0,5,146203,Padme R4 JKA R1 Ahsoka GK GMY
Droguito,222224934,2,0,2,132796,Padme JKA Ahsoka GK GMY R3
Berzerk Hobo,252285491,8,0,8,137938,Padme R4 JKA G12 Ahsoka R4 GK GMY
Jason,576549933,2,0,2,149145,Padme R4 JKA Ahsoka R4 GK GMY
Scrotie McBoogerballs,832986271,0,0,0,150336,Padme JKA Ahsoka GK GMY
lottatrotta69,974943562,8,0,8,140119,Padme R4 JKA G12 Ahsoka R4 GK GMY
Blak3oakfield,277384321,1,0,1,146093,Padme JKA R4 Ahsoka GK GMY
Tenzin,736547728,0,0,0,153154,Padme JKA Ahsoka GK GMY
Scarb Fir,872612614,0,0,0,144415,Padme JKA Ahsoka GK GMY
Dannimadd,183382135,0,0,0,149477,Padme JKA Ahsoka GK GMY
ObiJuan Keithnobi,355745111,1,0,1,141567,Padme JKA Ahsoka GK GMY R4
Micahtron,538511948,0,0,0,158530,Padme JKA Ahsoka GK GMY
YungPepr,452134382,15,0,15,120594,Padme R4 JKA G12 Ahsoka G12 GK GMY R3
Krumpch,961147939,6,0,6,144135,Padme JKA Ahsoka G12 GK GMY
Wilk79,438582744,0,0,0,141511,Padme JKA Ahsoka GK GMY
Kilum Natta,569741419,16,0,16,113883,Padme R3 JKA G11 Ahsoka G12 GK R4 GMY
Will Obi1,215141515,0,0,0,147611,Padme JKA Ahsoka GK GMY
Adonis13,852276575,4,0,4,135751,Padme JKA Ahsoka R3 GK R3 GMY
Soko,418929655,3,0,3,128873,Padme JKA R4 Ahsoka R4 GK GMY R4
Sixx Shooter,536357128,6,0,6,130460,Padme JKA Ahsoka GK GMY G12
TheWildKarrde,522914351,0,0,0,157673,Padme JKA Ahsoka GK GMY
Jason,721779418,8,0,8,141585,Padme R1 JKA R1 Ahsoka GK GMY
Salacious Thumb,444544452,2,0,2,135452,Padme JKA Ahsoka GK GMY R3
MrDusty,754891619,14,0,14,123075,Padme JKA Ahsoka G12 GK GMY G10
Delmon Ciiid'r,196981493,22,0,22,107336,Padme R1 JKA G12 Ahsoka G12 GK GMY G12
DarthSacaMando,522114916,4,0,4,141057,Padme R3 JKA R3 Ahsoka GK GMY
NuMex,331898292,0,0,0,137070,Padme JKA Ahsoka GK GMY
Bsville,424867781,0,0,0,158479,Padme JKA Ahsoka GK GMY
Tim,682839262,0,0,0,151816,Padme JKA Ahsoka GK GMY
Balakay,621546373,2,0,2,146597,Padme R3 JKA Ahsoka GK GMY
The Great One F2P,816728211,43,0,43,64536,Padme G8 6* JKA G11 5* Ahsoka G9 GK G8 GMY G11
JasonTheAsian,316261256,3,0,3,138676,Padme R4 JKA Ahsoka R4 GK GMY R4
DarthMaul5,783529757,7,0,7,123767,Padme R3 JKA R3 Ahsoka GK R3 GMY R4
ShadyT,558572552,0,0,0,153413,Padme JKA Ahsoka GK GMY
Thiffy Gorebreg,442479953,0,0,0,155343,Padme JKA Ahsoka GK GMY
Rikka light side,549878449,0,0,0,152249,Padme JKA Ahsoka GK GMY
HarryTheHutt,683648442,2,0,2,147774,Padme R4 JKA Ahsoka R4 GK GMY
Gero Zurn,397437123,0,0,0,156737,Padme JKA Ahsoka GK GMY
polarariel,423666999,0,0,0,161390,Padme JKA Ahsoka GK GMY
Stephman Darksipper,864462482,0,0,0,148443,Padme JKA Ahsoka GK GMY
TheFoggy,433616769,0,0,0,156445,Padme JKA Ahsoka GK GMY
Jivan Mukti,928423758,6,0,6,129536,Padme JKA Ahsoka GK GMY G12
