Player,Offense,Defense,GP,Name,Squad,Viable
"Pokey",,,180997,JMK,"zzzzzzJMK zAhsoka zzzCAT zzzzGAS zGK",1
"Pokey",,,182188,LV,"zzzzzzLord Vader, zzPiett zzzMaul zRG zzzVader",1
"Pokey",,,436569,Profundity,"Profundity Han's MF, Outrider Rebel Y-wing, Cassian's U-wing, Ghost",1
"Pokey",1,1,166396,SL Kylo,"zzzzzzSL Kylo, zSith Trooper, zHux zzKRU zThrawn",1
"Pokey",,,173859,SEE,"zzzzzzSEE zBSF zzMalak zzzDR zDooku",1
"Pokey",1,1,114605,NS,"zMT zzAV zDaka Zombie Spirit",1
"Pokey",,,616780,Executor,"Executor HT RC Xanadu Blood, Slave I, IG-2000 Imperial TIE Fighter, Tie Adv",1
"Pokey",,,166334,JMLS,"zBS zzzzzzJMLS zWat Tambor, zzJKL zJolee",1
"Pokey",1,0,151969,CLS,"zzzCLS zHan zzChewbacca zzC-3PO zChewpio",1
"Pokey",,,507455,Negotiator,"Negotiator BTL-B Y-wing, Anakin's Eta-2, Rex's ARC-170, Umbaran SF, Ahsoka's SF, Plo's SF, Clone Sergeant's ARC-170",1
"Pokey",,,325150,Malevolence,"Malevolence Hyena Bomber, Vulture Droid, Sun Fac SF, Soldier SF, Spy SF",1
"Pokey",1,1,121543,JTR,"zzzJTR zzR2-D2 zBB-8 RH Finn, RH Poe G9",1
"Pokey",0,1,136341,Grievous,"zzGG zB2 zB1 zMagnaGuard zNute",1
"Pokey",1,0,117295,Traya,"zzTraya zDN zSion zzEP Sith Empire Trooper",1
"Pokey",,,124887,Mon Mothma,"zzMon Mothma, Hoth Rebel Scout, zCara Dune, Scarif zPao",1
"Pokey",,,141017,Disintegration,"zzAurra zzGreef zBoba zzBossk zzThe Mandalorian",1
"Pokey",1,1,97587,Ewoks,"zChirpa Elder zPaploo zWicket zLogray",1
"Pokey",1,0,151425,ShaakClones,"zzShaak Ti, zRex zEcho (501st), zzFives zARC Trooper",1
"Pokey",1,1,93858,Carth,"zCarth Onasi, zMission zZaalbar Juhani Canderous",1
"Pokey",0,1,143010,BH,"zzJango Cad zZam IG-88 Dengar",1
"Pokey",1,0,105836,Troopers,"zVeers Starck Range Trooper, Dark Trooper, zzGideon",1
"Pokey",0,1,98174,Phoenix,"zHera zSabine zKanan Zeb G9, zEzra",1
"Pokey",1,1,108649,Rogue1,"zJyn Chirrut Baze zCassian K-2SO G9",1
"Pokey",1,0,19938,NestSolo (Counter),"zNest",1
"Pokey",,,127197,Phasma,"zPhasma zFOTP FOSFTP zFOST zKylo",0
"Pokey",0,1,106995,Geonosians Omicron,"zzGBA Sun Fac, Geo Soldier, Geo Spy, Poggle",0
"Pokey",,,75788,Iden Troopers,"zIden Versio, Shoretrooper G9, Snowtrooper G8, Magma G9, DT",0
"Pokey",,,117734,Bad Batch,"zHunter zEcho zOmega G6, zTech zWrecker",0
"Pokey",1,0,67253,Jawas,"Nebit G8, Jawa Engineer G7, Jawa Scavenger G7, Jawa Dathcha G8",0
"MINI LordBassoli",,,183404,JMK,"zzzzzzJMK zAhsoka zzzCAT zzzzGAS zGK",1
"MINI LordBassoli",,,168359,SEE,"zzzzzzSEE zBSF zzMalak zzzDR zzzVader",1
"MINI LordBassoli",1,1,166892,GL Rey,"zzzzzzRey zzJTR zzBB-8 zRH Poe, zRH Finn",1
"MINI LordBassoli",,,583415,Executor,"Executor HT RC Xanadu Blood, Slave I, IG-2000 Imperial TIE Fighter, Tie Adv",1
