Player,Ally Code,Starting Gear Needed,Progress,Current Gear Needed,GP,Team
Brooks,675754931,41,41,0,134395,Shaak Ti Fives Rex Echo (501st) ARC Trooper
BRG Space Whale Herder,314931295,29,6,23,109703,Shaak Ti G8 5* Fives Rex Echo (501st) G12 ARC Trooper G11
AmbitiousButRubbish,899278233,21,21,0,139220,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Nerf Herder,979465369,16,16,0,133108,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Jacktil,164734883,47,10,37,75882,Shaak Ti G12 Fives G12 Rex G12 Echo (501st) G9 ARC Trooper G8
Namazu,775456321,45,45,0,135026,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Korblen,763468348,58,0,58,45998,Shaak Ti G8 Fives G8 Rex G8 Echo (501st) G8 ARC Trooper G0 0*
Randal Houisth,821337555,40,20,20,116480,Shaak Ti Fives R3 Rex G12 Echo (501st) G12 ARC Trooper G12
Bel Zetafar,616826226,71,40,31,95306,Shaak Ti G12 Fives G12 Rex G12 Echo (501st) G12 ARC Trooper G11
SamIAm,327975223,51,9,42,84387,Shaak Ti G12 Fives G9 Rex G9 Echo (501st) G9 ARC Trooper G9
Wicket87,165669563,12,12,0,134937,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Elshondo,848839342,15,15,0,151976,Shaak Ti Fives Rex Echo (501st) ARC Trooper
ObiWanKenobi,984572597,51,13,38,79980,Shaak Ti Fives G9 Rex G12 Echo (501st) G8 ARC Trooper G5 4*
Hawk93524,621313442,46,14,32,95934,Shaak Ti G11 Fives G12 Rex G12 Echo (501st) G12 ARC Trooper G11
Enora,264866834,87,58,29,95097,Shaak Ti G11 5* Fives R3 Rex G12 Echo (501st) G12 ARC Trooper G10 5*
Celestial,924236776,3,2,1,143716,Shaak Ti Fives Rex R4 Echo (501st) ARC Trooper
Ninjastatten,864833164,35,35,0,137667,Shaak Ti Fives Rex Echo (501st) ARC Trooper
DanPal37,413355852,66,34,32,90584,Shaak Ti G11 Fives G12 Rex G12 Echo (501st) G11 ARC Trooper G12
GrandMasterSparty,688953846,27,21,6,126783,Shaak Ti Fives Rex Echo (501st) G12 ARC Trooper
Rabbit4t2,922828851,38,5,33,93074,Shaak Ti R3 Fives G10 Rex G12 Echo (501st) G10 ARC Trooper G9
ObiWanHardeen,494714142,54,54,0,130725,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Rabhuhn,482518827,86,1,85,10918,Shaak Ti G1 5* Fives G2 Rex G1 4* Echo (501st) G1 3* ARC Trooper G0 0*
wngsprd,436314662,47,22,25,110706,Shaak Ti R2 Fives R1 Rex G12 Echo (501st) G12 ARC Trooper G12
TritonDankwalker66,818912973,61,28,33,100425,Shaak Ti G9 Fives G12 Rex G12 Echo (501st) G12 ARC Trooper G12
Kaveman,419233423,43,13,30,105194,Shaak Ti R3 Fives G12 Rex G12 Echo (501st) G12 ARC Trooper G8
bowtieZRcool,371881947,38,1,37,80447,Shaak Ti G12 Fives G10 Rex G12 Echo (501st) G11 ARC Trooper G8
DarthElshondo,689163274,15,15,0,138873,Shaak Ti Fives Rex Echo (501st) ARC Trooper
PadmesHubby,827621144,10,2,8,123767,Shaak Ti Fives Rex R4 Echo (501st) R4 ARC Trooper G12
MINI Hazedog,733479192,41,2,39,76278,Shaak Ti Fives G10 Rex G8 Echo (501st) G8 ARC Trooper G7 4*
Steve101,891727895,2,2,0,139694,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Malanchi,999644626,0,0,0,157512,Shaak Ti Fives Rex Echo (501st) ARC Trooper
BuoyantBanana,315925368,61,0,61,30952,Shaak Ti G6 4* Fives G10 Rex G6 Echo (501st) G4 5* ARC Trooper G3 4*
Benstr8ballin,269281965,44,4,40,77224,Shaak Ti G12 Fives G9 Rex G12 Echo (501st) G9 ARC Trooper G8 4*
Beast3,611197858,22,0,22,111432,Shaak Ti G12 Fives Rex R1 Echo (501st) G12 ARC Trooper G12
Schmiticus,488999866,3,3,0,136252,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Ur An Ugly Piece of,379598722,58,54,4,143247,Shaak Ti R1 Fives Rex Echo (501st) ARC Trooper
The Battleooze,673371964,45,45,0,135362,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Azrael0442,649841613,89,71,18,112294,Shaak Ti G12 Fives Rex Echo (501st) G12 ARC Trooper G12
fives deserved better,578758976,8,8,0,142148,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Jawa7778,725233668,66,5,61,39034,Shaak Ti G5 4* Fives G8 Rex G8 Echo (501st) G8 6* ARC Trooper G0 0*
Delara Exibil,195416517,6,6,0,135505,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Perez,298324787,52,3,49,82710,Shaak Ti R2 Fives G8 Rex G10 Echo (501st) G7 ARC Trooper G1
Godspeed,953335522,69,8,61,48643,Shaak Ti G11 Fives G9 Rex G8 Echo (501st) G1 ARC Trooper G0 0*
BIGFern69,264513616,89,0,89,676,Shaak Ti G0 0* Fives G1 3* Rex G0 0* Echo (501st) G0 0* ARC Trooper G0 0*
Nodin,259392334,40,12,28,96783,Shaak Ti Fives G12 Rex G11 Echo (501st) G11 ARC Trooper G10
Azrael,117388825,7,7,0,138588,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Wishy,514934666,6,0,6,133113,Shaak Ti G12 Fives Rex Echo (501st) ARC Trooper
Shmeeegzz,734912572,39,13,26,100058,Shaak Ti Fives G12 Rex G12 Echo (501st) G12 ARC Trooper G10
