Player,Ally Code,Starting Gear Needed,Progress,Current Gear Needed,GP,Team
Frednerk,655585354,0,0,0,103910,GBA Sun Fac Geo Soldier Geo Spy Poggle
Gman3D 2,369548148,0,0,0,102031,GBA Sun Fac Geo Soldier Geo Spy Poggle
ThanosLeftHand,386556243,0,0,0,111728,GBA Sun Fac Geo Soldier Geo Spy Poggle
DarthScrimm,695948683,1,0,1,93130,GBA G11 Sun Fac Geo Soldier Geo Spy Poggle
DAGGOBILI,786851589,39,39,0,91557,GBA Sun Fac Geo Soldier Geo Spy Poggle
Griffin,236743442,0,0,0,115170,GBA Sun Fac Geo Soldier Geo Spy Poggle
Ke Ke Mar,943347694,0,0,0,96685,GBA Sun Fac Geo Soldier Geo Spy Poggle
Da Conquering One,765966569,5,3,2,92181,GBA Sun Fac G11 Geo Soldier Geo Spy Poggle G11
Wrongfulpuppet,232337688,4,4,0,94764,GBA Sun Fac Geo Soldier Geo Spy Poggle
Flyt,831894956,0,0,0,102295,GBA Sun Fac Geo Soldier Geo Spy Poggle
FlibbidyDoo,872314944,0,0,0,118433,GBA Sun Fac Geo Soldier Geo Spy Poggle
Pﾑdme's Chﾑstity Belt,725514455,0,0,0,100282,GBA Sun Fac Geo Soldier Geo Spy Poggle
YODAlay YODAlay YODAlayhehoo,415593382,0,0,0,113228,GBA Sun Fac Geo Soldier Geo Spy Poggle
kylorey,924875969,9,9,0,97580,GBA Sun Fac Geo Soldier Geo Spy Poggle
Curren,995319291,7,5,2,91913,GBA Sun Fac G11 Geo Soldier Geo Spy Poggle G11
Boyk Jhaatim,919177443,0,0,0,94696,GBA Sun Fac Geo Soldier Geo Spy Poggle
BazookaJoe,282763552,0,0,0,98176,GBA Sun Fac Geo Soldier Geo Spy Poggle
Ro'bi wan,124599552,0,0,0,123202,GBA Sun Fac Geo Soldier Geo Spy Poggle
HR dpt Chatty's division,959622351,0,0,0,101596,GBA Sun Fac Geo Soldier Geo Spy Poggle
Zem Malda,527394568,0,0,0,97230,GBA Sun Fac Geo Soldier Geo Spy Poggle
Al Greaf,778479137,0,0,0,95190,GBA Sun Fac Geo Soldier Geo Spy Poggle
Anton360247,757167173,4,4,0,112588,GBA Sun Fac Geo Soldier Geo Spy Poggle
Adler,372778343,0,0,0,107170,GBA Sun Fac Geo Soldier Geo Spy Poggle
Schmuckk007,858274497,0,0,0,102493,GBA Sun Fac Geo Soldier Geo Spy Poggle
Jcerillo70,177357652,3,3,0,95361,GBA Sun Fac Geo Soldier Geo Spy Poggle
GravelSK,496916323,0,0,0,97202,GBA Sun Fac Geo Soldier Geo Spy Poggle
Mandalorion Jrnyman,126964277,37,37,0,98711,GBA Sun Fac Geo Soldier Geo Spy Poggle
ClintonKilledEpstein,923593274,0,0,0,93672,GBA Sun Fac Geo Soldier Geo Spy Poggle
Holmahnootz,375133234,8,7,1,93733,GBA Sun Fac G11 Geo Soldier Geo Spy Poggle
Shamgar,514487916,0,0,0,94237,GBA Sun Fac Geo Soldier Geo Spy Poggle
David,451567767,3,3,0,102323,GBA Sun Fac Geo Soldier Geo Spy Poggle
DarthKailon,933888673,0,0,0,103744,GBA Sun Fac Geo Soldier Geo Spy Poggle
Mordhelm,562791448,0,0,0,103151,GBA Sun Fac Geo Soldier Geo Spy Poggle
Lars Quell,151487741,3,3,0,95809,GBA Sun Fac Geo Soldier Geo Spy Poggle
Jader,446271891,0,0,0,115967,GBA Sun Fac Geo Soldier Geo Spy Poggle
Acesoka,668136538,0,0,0,95507,GBA Sun Fac Geo Soldier Geo Spy Poggle
darthAnology,268848548,0,0,0,101544,GBA Sun Fac Geo Soldier Geo Spy Poggle
Vaders Fist,128286681,0,0,0,98483,GBA Sun Fac Geo Soldier Geo Spy Poggle
FrozenCourier,589571551,0,0,0,98660,GBA Sun Fac Geo Soldier Geo Spy Poggle
Wolfenstien,431257189,0,0,0,97250,GBA Sun Fac Geo Soldier Geo Spy Poggle
Deef89,424563277,11,9,2,93040,GBA Sun Fac G11 Geo Soldier G11 Geo Spy Poggle
WilburtheSample,584444677,0,0,0,98149,GBA Sun Fac Geo Soldier Geo Spy Poggle
Rui Vuusen,829415495,4,4,0,95905,GBA Sun Fac Geo Soldier Geo Spy Poggle
ItsTurtleTime,876758471,0,0,0,103332,GBA Sun Fac Geo Soldier Geo Spy Poggle
Rendash Arend,557291511,3,3,0,97712,GBA Sun Fac Geo Soldier Geo Spy Poggle
RP,524758942,0,0,0,98789,GBA Sun Fac Geo Soldier Geo Spy Poggle
oogway,736683126,0,0,0,100649,GBA Sun Fac Geo Soldier Geo Spy Poggle
knaggs1120,722718646,0,0,0,114516,GBA Sun Fac Geo Soldier Geo Spy Poggle
Wasburn09,129783432,35,11,24,50099,GBA G10 Sun Fac G10 Geo Soldier G4 Geo Spy G1 Poggle G11
