Player,Ally Code,Starting Gear Needed,Progress,Current Gear Needed,GP,Team
DarthKailon,933888673,0,0,0,151178,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Rendash Arend,557291511,25,22,3,138117,Shaak Ti Fives Rex Echo (501st) R4 ARC Trooper R3
Lars Quell,151487741,35,35,0,137910,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Holmahnootz,375133234,26,23,3,133509,Shaak Ti Fives Rex R4 Echo (501st) R4 ARC Trooper R4
David,451567767,21,21,0,145916,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Rui Vuusen,829415495,41,37,4,135072,Shaak Ti Fives R4 Rex R4 Echo (501st) R4 ARC Trooper R4
Curren,995319291,7,7,0,138909,Shaak Ti Fives Rex Echo (501st) ARC Trooper
DAGGOBILI,786851589,18,18,0,144656,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Mandalorion Jrnyman,126964277,64,64,0,135998,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Mordhelm,562791448,2,2,0,139379,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Anton360247,757167173,35,35,0,150037,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Jcerillo70,177357652,38,38,0,151140,Shaak Ti Fives Rex Echo (501st) ARC Trooper
oogway,736683126,0,0,0,148111,Shaak Ti Fives Rex Echo (501st) ARC Trooper
FlibbidyDoo,872314944,27,0,27,106856,Shaak Ti R2 Fives G12 Rex G12 Echo (501st) G12 ARC Trooper G12
Wasburn09,129783432,6,6,0,136547,Shaak Ti Fives Rex Echo (501st) ARC Trooper
ItsTurtleTime,876758471,0,0,0,150924,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Ro'bi wan,124599552,26,26,0,152543,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Shamgar,514487916,2,2,0,135064,Shaak Ti Fives Rex Echo (501st) ARC Trooper
RP,524758942,5,5,0,143479,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Frednerk,655585354,0,0,0,142841,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Vaders Fist,128286681,0,0,0,148066,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Al Greaf,778479137,53,53,0,136233,Shaak Ti Fives Rex Echo (501st) ARC Trooper
HR dpt Chatty's division,959622351,0,0,0,145218,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Da Conquering One,765966569,6,6,0,152209,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Gman3D 2,369548148,2,2,0,138564,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Wolfenstien,431257189,0,0,0,143445,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Wrongfulpuppet,232337688,52,52,0,134663,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Boyk Jhaatim,919177443,0,0,0,138639,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Jader,446271891,46,40,6,131727,Shaak Ti Fives Rex Echo (501st) ARC Trooper G12
BazookaJoe,282763552,0,0,0,143970,Shaak Ti Fives Rex Echo (501st) ARC Trooper
DarthScrimm,695948683,0,0,0,138266,Shaak Ti Fives Rex Echo (501st) ARC Trooper
GravelSK,496916323,0,0,0,145454,Shaak Ti Fives Rex Echo (501st) ARC Trooper
knaggs1120,722718646,48,48,0,134122,Shaak Ti Fives Rex Echo (501st) ARC Trooper
darthAnology,268848548,0,0,0,154629,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Griffin,236743442,7,3,4,143019,Shaak Ti Fives R3 Rex R3 Echo (501st) ARC Trooper
Schmuckk007,858274497,0,0,0,133776,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Zem Malda,527394568,2,0,2,143339,Shaak Ti Fives Rex R3 Echo (501st) ARC Trooper
ATX ONE,659226473,0,0,0,154792,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Kibleh Toht,512685275,40,0,40,81177,Shaak Ti G11 Fives G12 Rex G10 Echo (501st) G9 ARC Trooper G8 5*
Ewoks Goin In Dry,448434423,3,0,3,134613,Shaak Ti Fives Rex Echo (501st) R3 ARC Trooper R4
YODAlay YODAlay YODAlayhehoo,415593382,29,22,7,128594,Shaak Ti Fives R2 Rex R1 Echo (501st) ARC Trooper
9th DOGG of SWAG,987179658,0,0,0,141457,Shaak Ti Fives Rex Echo (501st) ARC Trooper
FatThrone643,749291374,19,0,19,113477,Shaak Ti Fives R2 Rex R2 Echo (501st) R2 ARC Trooper G8 4*
Nerf herder,173464351,0,0,0,150881,Shaak Ti Fives Rex Echo (501st) ARC Trooper
THX 1138,956844791,7,0,7,128086,Shaak Ti Fives R3 Rex R4 Echo (501st) R3 ARC Trooper R3
Flyt,831894956,0,0,0,142303,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Acesoka,668136538,0,0,0,147415,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Ke Ke Mar,943347694,0,0,0,134269,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Normi Norto,965867695,0,0,0,141171,Shaak Ti Fives Rex Echo (501st) ARC Trooper
KailonTheGrey,445222445,0,0,0,151228,Shaak Ti Fives Rex Echo (501st) ARC Trooper
