Player,Offense,Defense,GP,Name,Squad,Viable
"Obi",0,1,106426,padme,"zzPadme zGK JKA zAhsoka zC-3PO",1
"Obi",1,1,122814,GAS,"zzzzGAS zRex zEcho (501st), zzFives zARC Trooper",1
"Obi",1,1,107500,Revan Offense,"zzzJKR zGMY zBS zJolee Ezra",1
"Obi",1,1,82357,Ewoks,"zChirpa Elder Paploo Teebo G9, Wicket",1
"Obi",0,1,116093,BH,"zzBossk Boba IG-88 Dengar Cad",1
"Obi",1,0,90415,Wiggs,"Wedge Biggs zzCLS Han Chewbacca",1
"Obi",,,35744,Phasma,"Phasma G8, FOE 5* G8, FOO 5* G8, KRU 5* G8, Kylo 5* G8",0
"Obi",,,107735,Grievous Omicron,"GG zB2 zB1 MagnaGuard zDroideka",0
"Obi",1,1,52780,NS_Alt,"MT 5* G8, zzAV Talia 5* G8, Daka G8, Spirit 5* G8",0
"Obi",1,1,91775,zEP,"EP zzVader Tarkin G8, TFP DN 5*",0
"Obi",0,1,51065,Phoenix,"Hera G8, Sabine 5* G8, Chopper G8, Kanan G8, Zeb G8",0
"Obi",1,1,46826,Rogue1,"Jyn 5* G8, Chirrut Baze 5* Cassian 5* G8, K-2SO 5* G8",0
"Dash Riprock",,,123151,Phasma,"zPhasma zFOTP FOSFTP zFOST zKylo",1
"Dash Riprock",1,1,160058,SL Kylo,"zzzzzzSL Kylo, zSith Trooper, zHux zzKRU zThrawn",1
"Dash Riprock",1,1,165953,GL Rey,"zzzzzzRey zGK zzJTR zHoldo zRH Finn",1
"Dash Riprock",,,568761,Executor,"Executor HT RC Xanadu Blood, Slave I, IG-2000 Imperial TIE Fighter, Tie Adv",1
"Dash Riprock",,,181145,JMLS,"zzzJKR zzJKL zzzzzzJMLS zWat Tambor, zzzzGAS",1
"Dash Riprock",1,0,146200,CLS,"zzzCLS zHan zzChewbacca zzC-3PO zChewpio",1
"Dash Riprock",0,1,126421,DRMalak,"zzzDR zzHK-47 BSF zzMalak Sith Empire Trooper",1
"Dash Riprock",1,1,109407,NestSisters,"zzAV zzMT zDaka Zombie zNest",1
"Dash Riprock",,,511164,Negotiator,"Negotiator BTL-B Y-wing, Anakin's Eta-2, Rex's ARC-170, Umbaran SF, Ahsoka's SF, Plo's SF, Clone Sergeant's ARC-170",1
"Dash Riprock",,,314916,Malevolence,"Malevolence Hyena Bomber, Vulture Droid, Sun Fac SF, Soldier SF, Spy SF",1
"Dash Riprock",0,1,120267,Grievous,"zzGG zB2 zB1 MagnaGuard zNute",1
"Dash Riprock",1,0,132905,Traya,"zzTraya DN zSion zDooku zzEP",1
"Dash Riprock",1,0,121008,Troopers,"zVeers zzPiett zzGideon zDark Trooper, Range Trooper",1
"Dash Riprock",1,1,87297,Ewoks,"zChirpa Elder Paploo Wicket Logray",1
"Dash Riprock",1,0,140745,ShaakClones,"zzShaak Ti, zRex zEcho (501st), zzFives zARC Trooper",1
"Dash Riprock",1,1,104968,Carth,"zCarth Onasi, zMission Zaalbar zVandor Chewbacca, zCanderous",1
"Dash Riprock",0,1,142427,BH,"zzBossk zBoba IG-88 zJango Dengar",1
