Name,Ally Code,GP,Chars GP,Ships GP,Character:Ships,Light side or Dark Side,Hotutils style mod score -- higher is better, aim for 3.0.   ((# of 15-19 Speed 0.8) + (# of 20-24 Speed) + (# of 25+ Speed * 1.6)) / (squadGP / 100,000),DSR Bot style gear score -- higher is better.  Number of (>G12 + G13 + relic / 5) / total gp / 100 000.,LS Toon GP,DS Toon GP,Zetas,Omicrons,Relic Levels,GLs,7*,R5 and higher,G13 and higher,G12 and higher,G10 and higher,Jedi Knight Revan,Darth Revan,Malak,Padme,Genosian Brood Alpha,Wat Tambor,Ki-Adi-Mundi,Shaak Ti,General Skywalker,Rey,Supreme Leader Kylo Ren,Sith Eternal Emperor,Jedi Master Luke Skywalker,Jedi Master Kenobi,Lord Vader,Jabba the Hutt,Jedi Knight Luke,The Negotiator,Malevolence,Raddus,Finalizer,TW/GA Squads - farmed but may need gear.  Click player name to view.,Squads: defense or both,Squads: offense or both
"Dash Riprock",663558394,7249601,4062715,3186886,127,30,515,471,2215168,1847547,169,6,470,3,236,66,107,141,150,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,1,1,1,1,1,19,10,9
"Drink Some Tea",454624447,1898232,1142671,755561,151,75,14,131,635712,506959,8,0,0,0,75,0,2,23,30,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0
"Dash Riprock alt",533182519,2733793,1641069,1092724,150,-249,377,250,780437,860632,47,3,22,0,91,1,11,53,59,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,10,7,5
"Lil Gap",721276151,2837989,1729094,1108895,155,433,58,195,1115795,612623,31,3,52,0,112,5,14,31,50,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,6,4,3
"Slartibartfast alt",677547467,2159444,1327028,832416,159,29,111,195,722781,603571,27,2,26,0,76,3,6,31,46,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,7,3,4
"Darkwizard126",199916727,3075873,1733407,1342466,129,-523,108,260,706423,1026533,39,7,106,1,86,15,23,36,48,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,4,3,3
"Darth1 Daddy",318222584,4038160,1959732,2078428,94,-280,169,338,915596,1041486,65,1,218,3,133,31,43,50,54,1,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,1,8,6,4
"ARCNiNjai",682233137,3319029,2043424,1275605,160,-92,82,197,1051148,991600,43,4,53,0,148,7,11,44,66,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,10,6,4
"DDC",414812779,3226057,1847271,1378786,133,-304,124,206,853003,993592,24,2,88,1,124,12,18,31,49,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,5,4,2
"markyjseph",198536458,2989619,1560672,1428947,109,-448,148,245,665345,895327,33,3,102,1,105,16,21,32,43,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5,5,3
"IMAC1780",247782748,3773082,2279492,1493590,152,-278,122,254,1067897,1211595,38,3,101,1,161,14,21,55,71,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,7,5,6
"Kaze no Hi",626549968,3143770,1952362,1191408,163,-143,59,199,979614,972072,32,5,63,0,99,9,13,37,52,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3
"Dr Pepper",214958952,8461771,4958705,3503066,141,38,314,434,2713027,2243028,198,6,507,4,274,67,110,156,181,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,25,8,9
"Silent",667983833,5221499,3181143,2040356,155,-87,76,264,1641492,1539651,92,4,171,1,212,23,36,68,83,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,14,11,7
"CT 2905",145211637,2453431,1502218,951213,157,299,90,201,919670,582548,24,3,62,0,94,10,13,24,44,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4,3,2
"NNMSdabber",424386656,2938632,1673732,1264900,132,139,182,210,957957,715324,26,2,80,1,90,12,16,30,43,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,4,4,2
"Shepard",915153266,3169337,1777228,1392109,127,238,131,225,1060789,715763,29,5,98,0,92,17,21,31,55,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,6,5,2
