Player,Ally Code,Starting Gear Needed,Progress,Current Gear Needed,GP,Team
Dash Riprock,663558394,2,0,2,140745,Shaak Ti R3 Fives Rex Echo (501st) ARC Trooper
Drink Some Tea,454624447,66,0,66,29688,Shaak Ti G0 0* Fives G8 Rex G8 Echo (501st) G8 ARC Trooper G0 0*
Darkwizard126,199916727,58,0,58,31635,Shaak Ti G8 6* Fives G8 5* Rex G8 5* Echo (501st) G8 5* ARC Trooper G0 0*
IMAC1780,247782748,30,0,30,87008,Shaak Ti G12 Fives G12 Rex G12 Echo (501st) G12 ARC Trooper G12
ARCNiNjai,682233137,30,0,30,96797,Shaak Ti G12 Fives G12 Rex G12 Echo (501st) G12 ARC Trooper G12
Kaze no Hi,626549968,56,0,56,44397,Shaak Ti G1 3* Fives G9 Rex G8 Echo (501st) G8 ARC Trooper G8 5*
Dobbz,692459781,54,0,54,53119,Shaak Ti G11 Fives G8 Rex G8 Echo (501st) G8 ARC Trooper G1
markyjseph,198536458,66,0,66,26553,Shaak Ti G0 0* Fives G8 Rex G8 Echo (501st) G8 5* ARC Trooper G0 0*
Shepard,915153266,0,0,0,132483,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Darth1 Daddy,318222584,78,0,78,16940,Shaak Ti G1 2* Fives G9 Rex G1 4* Echo (501st) G1 3* ARC Trooper G0 0*
Silent,667983833,24,0,24,111655,Shaak Ti Fives G12 Rex G12 Echo (501st) G12 ARC Trooper G12
DDC,414812779,34,0,34,91867,Shaak Ti G9 Fives G12 Rex G12 Echo (501st) G12 ARC Trooper G11
Dr Pepper,214958952,5,0,5,141229,Shaak Ti Fives Rex R2 Echo (501st) R3 ARC Trooper
Geekytiger,965999173,57,0,57,39469,Shaak Ti G8 2* Fives G8 Rex G9 Echo (501st) G8 ARC Trooper G0 0*
CT 2905,145211637,7,0,7,125801,Shaak Ti G11 Fives Rex Echo (501st) ARC Trooper
NNMSdabber,424386656,59,0,59,33319,Shaak Ti G7 4* Fives G8 Rex G8 Echo (501st) G8 ARC Trooper G0 0*
Dash Riprock alt,533182519,65,0,65,22944,Shaak Ti G1 6* Fives G8 5* Rex G8 5* Echo (501st) G8 5* ARC Trooper G0 0*
Lil Gap,721276151,65,0,65,34976,Shaak Ti G1 4* Fives G8 Rex G8 Echo (501st) G8 ARC Trooper G0 0*
BAI,488844648,0,0,0,149632,Shaak Ti Fives Rex Echo (501st) ARC Trooper
QuilaCaz,453185837,64,0,64,36342,Shaak Ti G0 0* Fives G9 Rex G8 Echo (501st) G9 ARC Trooper G0 0*
Savage frenzy,654386434,71,0,71,15001,Shaak Ti G1 5* Fives G6 Rex G3 5* Echo (501st) G4 4* ARC Trooper G5 4*
Stryker,171969987,36,0,36,81922,Shaak Ti G9 Fives G11 Rex G12 Echo (501st) G11 ARC Trooper G11
Slartibartfast alt,677547467,30,0,30,95577,Shaak Ti G12 Fives G12 Rex G12 Echo (501st) G12 ARC Trooper G12
Zeta Sigma 74,644932613,17,0,17,113452,Shaak Ti G11 Fives Rex R3 Echo (501st) G12 ARC Trooper R3
Hizashi Hyuga,681282268,80,0,80,17861,Shaak Ti G1 6* Fives G1 Rex G7 Echo (501st) G1 3* ARC Trooper G0 0*
SPETSNAZBH05,564615724,30,0,30,99359,Shaak Ti G12 Fives G12 Rex G12 Echo (501st) G12 ARC Trooper G12
Slartibartfast,625761274,85,0,85,3510,Shaak Ti G1 2* Fives G2 4* Rex G1 4* Echo (501st) G1 3* ARC Trooper G0 0*
BD 1,945441983,18,0,18,106887,Shaak Ti Fives Rex G12 Echo (501st) G12 ARC Trooper G12
Jeager,288811679,52,16,36,81534,Shaak Ti G11 6* Fives G12 Rex G10 Echo (501st) G11 ARC Trooper G10
MC One,496367998,0,0,0,133208,Shaak Ti Fives Rex Echo (501st) ARC Trooper
loypop13,223946436,0,0,0,150568,Shaak Ti Fives Rex Echo (501st) ARC Trooper
