Player,Ally Code,Starting Gear Needed,Progress,Current Gear Needed,GP,Team
CorpseGrinderUSA,762819711,6,0,6,133815,Shaak Ti G12 Fives Rex Echo (501st) ARC Trooper
TsBag,796587562,69,0,69,37485,Shaak Ti G3 3* Fives G7 Rex G8 Echo (501st) G3 ARC Trooper G0 0*
vynle,423513725,8,0,8,129181,Shaak Ti Fives Rex R3 Echo (501st) R3 ARC Trooper R1
Thunder,163682498,25,0,25,105444,Shaak Ti Fives G12 Rex G12 Echo (501st) G12 ARC Trooper G11
Rivem,726615128,37,0,37,97433,Shaak Ti R1 Fives G9 Rex G11 Echo (501st) G10 ARC Trooper G9
BountyHunterSlave1,441851933,28,1,27,101019,Shaak Ti Fives G12 Rex G12 Echo (501st) G12 ARC Trooper G9 5*
DarthBinks,453229764,0,0,0,138800,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Killyouz,397387589,81,0,81,17462,Shaak Ti G0 0* Fives G1 Rex G1 Echo (501st) G7 ARC Trooper G0 0*
Ukaiden Wyrs,444777315,17,0,17,123004,Shaak Ti Fives G12 Rex R3 Echo (501st) R2 ARC Trooper G12
DjangoFett,184168414,2,0,2,137393,Shaak Ti R3 Fives Rex Echo (501st) ARC Trooper
Bobimus Prime,377489587,34,0,34,99231,Shaak Ti G12 Fives G12 Rex G12 Echo (501st) G12 ARC Trooper G8
Proxinia,416217429,42,0,42,77407,Shaak Ti R2 Fives G9 Rex G8 Echo (501st) G9 ARC Trooper G7 5*
Pervis the Chisler,422163964,21,0,21,110895,Shaak Ti R3 Fives G12 Rex R4 Echo (501st) R3 ARC Trooper G8 6*
straxus47,334632736,86,0,86,3155,Shaak Ti G1 2* Fives G1 4* Rex G1 4* Echo (501st) G1 3* ARC Trooper G0 0*
MINI Zachary,762444814,25,0,25,94566,Shaak Ti G9 3* Fives R3 Rex G12 Echo (501st) R3 ARC Trooper G12
Mando Fernandalorian,266468339,42,0,42,82938,Shaak Ti G6 5* Fives G12 Rex G12 Echo (501st) G11 ARC Trooper G7 5*
JOEFIEND419,546132624,31,0,31,91503,Shaak Ti R4 Fives R1 Rex R1 Echo (501st) R1 ARC Trooper G0 0*
