Name,Ally Code,GP,Chars GP,Ships GP,Character:Ships,Light side or Dark Side,Hotutils style mod score -- higher is better, aim for 3.0.   ((# of 15-19 Speed 0.8) + (# of 20-24 Speed) + (# of 25+ Speed * 1.6)) / (squadGP / 100,000),DSR Bot style gear score -- higher is better.  Number of (>G12 + G13 + relic / 5) / total gp / 100 000.,LS Toon GP,DS Toon GP,Zetas,Omicrons,Relic Levels,GLs,7*,R5 and higher,G13 and higher,G12 and higher,G10 and higher,Jedi Knight Revan,Darth Revan,Malak,Padme,Genosian Brood Alpha,Wat Tambor,Ki-Adi-Mundi,Shaak Ti,General Skywalker,Rey,Supreme Leader Kylo Ren,Sith Eternal Emperor,Jedi Master Luke Skywalker,Jedi Master Kenobi,Lord Vader,Jabba the Hutt,Jedi Knight Luke,The Negotiator,Malevolence,Raddus,Finalizer,TW/GA Squads - farmed but may need gear.  Click player name to view.,Squads: defense or both,Squads: offense or both
"Gorgatron",369351434,9156270,5419394,3736876,145,17,532,525,2931425,2476973,213,12,807,6,273,116,151,169,196,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,29,8,9
"Obi Bells",926869286,7974068,4633024,3341044,138,-11,293,422,2468706,2147430,196,6,480,4,258,61,107,134,159,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,22,9,10
"Tag1turn2",586129226,8578361,5001753,3576608,139,61,338,459,2762132,2232403,194,6,627,5,259,90,119,150,170,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,25,9,11
"Busan Kaz",249938994,8465176,5068837,3396339,149,-91,244,463,2600795,2450626,207,5,576,5,269,79,114,163,182,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,24,8,10
"Easy E",221724179,7106816,4109076,2997740,137,246,79,302,2454065,1641349,151,2,224,0,256,30,64,106,132,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,18,12,8
"Whitezilla",123158749,7994526,5086872,2907654,174,52,413,465,2795952,2280830,210,8,554,2,242,80,103,158,194,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0,24,9,12
"JAXDEN",791163596,8286912,5113305,3173607,161,-19,293,502,2719103,2383396,200,9,722,6,251,107,125,147,170,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,21,8,9
"Waldo",288837662,5939243,3406553,2532690,134,171,160,325,1974972,1428724,118,3,287,2,224,34,58,78,101,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,0,1,1,17,11,8
"serChetnik",279986735,8018057,4467408,3550649,125,92,289,416,2495297,1953447,196,9,506,3,242,72,101,132,159,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,21,6,9
"Frankie",441226825,7676894,4401850,3275044,134,88,302,469,2463462,1937712,178,8,554,5,257,78,107,143,160,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,23,9,10
"Raiders",896535542,7589902,4474465,3115437,143,-118,122,498,2273697,2200092,194,8,628,5,257,92,114,139,150,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,22,8,10
"DarthKevin",519821548,7012986,4142378,2870608,144,88,234,377,2317982,1824396,150,5,408,3,240,60,77,106,153,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,1,0,1,21,9,10
