Player,Offense,Defense,GP,Name,Squad,Viable
"Resmi Hardin",0,1,43240,Phoenix,"Hera 5* G7, Chopper G7, Kanan G7, Zeb G7, Ezra G7",0
"Slartibartfastalt2",,,44198,Phasma,"Phasma G7, FOE G7, FOO G7, KRU 6* G8, Kylo 6* G7",0
"MiniSeriousB",,,32609,Phasma,"Phasma 5* G8, FOE 5* G8, FOO 5* G8, KRU 5* G8, Kylo 5* G8",0
"MiniSeriousB",1,1,33161,NS_Alt,"MT 5* G8, AV 5* G8, Spirit 5* G8, Talia 5* G8, Daka 5* G8",0
"MiniSeriousB",1,0,33161,501st,"Rex 5* G8, Clone Sergeant 5* G8, Echo (501st) 5* G8, Fives 5* G8, Ahsoka 5* G8",0
"MiniSeriousB",1,0,33161,Wiggs,"Wedge 5* G8, Biggs 5* G8, Leia 5* G8, Chirrut 5* G8, Baze 5* G8",0
"MiniSeriousB",0,1,35429,Phoenix,"Hera 5* G8, Sabine 5* G8, Chopper 5* G8, Zeb 5* G8, Ezra 6* G8",0
"NovaCD",,,32609,Phasma,"Phasma 5* G8, FOE 5* G8, FOO 5* G8, KRU 5* G8, Kylo 5* G8",0
"NovaCD",1,1,34093,NS_Alt,"MT 5* G8, AV 5* G8, Spirit 5* G8, Talia 5* G8, Daka 5* G8",0
"NovaCD",1,1,50614,zEP,"EP 6* Vader G8, Tarkin 6* G8, Dooku 5* G8, DN 5* G8",0
"NovaCD",1,0,33778,501st,"Rex 5* G8, Clone Sergeant 5* G8, Echo (501st) 5* G8, Fives 5* G8, Ahsoka 5* G8",0
"NovaCD",1,0,36949,Wiggs,"Wedge 5* G8, Biggs 5* G8, Leia G8, Chirrut 5* G8, Baze 5* G8",0
"NovaCD",0,1,39999,Phoenix,"Hera 5* Chopper 5* G9, Kanan 6* G8, Zeb 5* G8, Ezra 5* G8",0
"Lenders Quizan",0,1,36940,Phoenix,"Hera 6* G7, Chopper 6* G7, Kanan 6* G8, Zeb 6* G7, Ezra G7",0
"Neebles",1,1,93317,JTR,"zJTR Scav Rey G8, BB-8 zzR2-D2 Finn",1
"Neebles",0,1,86337,BH,"zBossk Dengar Cad Boba Greedo",1
"Neebles",1,1,103908,zEP,"zEP zVader Tarkin TFP zSith Trooper",1
"Neebles",0,1,120049,FO,"zzKRU zKylo FOE zFOST zHux",1
"Neebles",0,1,60181,Phoenix,"Hera G8, Chopper G8, Kanan G9, Zeb G8, Ezra G8",1
"Neebles",0,1,86982,padme,"zzPadme zGK G8, zJKA zAhsoka Fives G9",1
"Neebles",0,1,78728,Geonosians Omicron,"zGBA Sun Fac, Geo Soldier, Geo Spy, Poggle",0
"Neebles",1,1,42851,NS_Alt,"MT 6* G8, AV G8, Spirit 6* G8, Talia 6* G8, Daka G8",0
"Neebles",1,1,54299,Ewoks,"Chirpa G9, Elder G8, Paploo G7, Teebo G7, Scout G7",0
"Neebles",1,0,73893,Wiggs,"Wedge G9, Biggs zCLS Han G8, zChewbacca G9",0
"Neebles",1,1,39983,Rogue1,"Jyn 5* G8, Chirrut 5* G8, Baze 5* G8, K-2SO G8, Cassian G8",0
"flycycle",0,1,71744,Phoenix,"Hera G9, Chopper G9, Kanan G8, Zeb G9, Ezra G9",1
"flycycle",,,32609,Phasma,"Phasma 5* G8, FOE 5* G8, FOO 5* G8, KRU 5* G8, Kylo 5* G8",0
"flycycle",1,1,33161,NS_Alt,"MT 5* G8, AV 5* G8, Spirit 5* G8, Talia 5* G8, Daka 5* G8",0
"flycycle",1,1,61075,zEP,"EP zVader Tarkin G8, Dooku 5* G8, DN 5* G8",0
"flycycle",1,0,37574,501st,"Rex 5* G8, Clone Sergeant 5* G8, Echo (501st) 5* G8, Fives 5* G8, Ahsoka G8",0
"flycycle",1,0,33161,Wiggs,"Wedge 5* G8, Biggs 5* G8, Leia 5* G8, Chirrut 5* G8, Baze 5* G8",0
