Player,Offense,Defense,GP,Name,Squad,Viable
"Mace Mardu",,,178313,JMK,"zzzzzzJMK zAhsoka zzzCAT zzzzGAS zGK",1
"Mace Mardu",,,174809,LV,"zzzzzzLord Vader, zzPiett zzzVader zRG zzTarkin",1
"Mace Mardu",,,123096,Phasma,"zPhasma zFOTP FOSFTP zFOST zKylo",1
"Mace Mardu",1,1,164988,SL Kylo,"zzzzzzSL Kylo, zSith Trooper, zHux zzKRU zThrawn",1
"Mace Mardu",,,171939,SEE,"zzzzzzSEE zBSF zzMalak zzzDR zDooku",1
"Mace Mardu",0,1,98713,Qira,"Qira L3-37 zVandor Chewbacca, zMission zZaalbar",1
"Mace Mardu",1,1,168477,GL Rey,"zzzzzzRey zzzJTR zzBB-8 zRH Poe, zRH Finn",1
"Mace Mardu",1,1,117103,NS,"zzMT zzAV zDaka Zombie Spirit",1
"Mace Mardu",,,587633,Executor,"Executor HT RC Xanadu Blood, Slave I, IG-2000 Tie Adv, TIE Reaper",1
"Mace Mardu",1,0,146015,CLS,"zzzCLS zHan zzChewbacca zzC-3PO zChewpio",1
"Mace Mardu",,,511524,Negotiator,"Negotiator BTL-B Y-wing, Anakin's Eta-2, Rex's ARC-170, Umbaran SF, Ahsoka's SF, Plo's SF, Clone Sergeant's ARC-170",1
"Mace Mardu",,,311105,Malevolence,"Malevolence Hyena Bomber, Vulture Droid, Sun Fac SF, Soldier SF, Spy SF",1
"Mace Mardu",,,143120,JKL,"zzJKL zzzJKR zzHYoda zzOld Ben, Aayla",1
"Mace Mardu",,,475643,HansMF,"Home One, Han's MF, Rebel Y-wing, Bistan's U-wing, Phantom Ghost Cassian's U-wing, Biggs X-wing",1
"Mace Mardu",0,1,130423,Grievous,"zzGG zB2 zB1 MagnaGuard zNute",1
"Mace Mardu",1,0,120830,Traya,"zzTraya zDN zSion zzEP Sith Empire Trooper",1
"Mace Mardu",,,108594,Mon Mothma,"zzMon Mothma, Hoth Rebel Scout, zCara Dune, zPao Bistan",1
"Mace Mardu",,,134210,Disintegration,"Aurra zzGreef zBoba zzBossk zThe Mandalorian",1
"Mace Mardu",1,1,80132,Ewoks,"zChirpa Elder Paploo Wicket Logray",1
"Mace Mardu",1,0,151639,ShaakClones,"zzShaak Ti, zRex zEcho (501st), zzFives zARC Trooper",1
"Mace Mardu",0,1,142239,BH,"zzJango zZam zEmbo Dengar zNest",1
"Mace Mardu",1,0,122371,Troopers,"zVeers zStarck zGideon zIden Versio, zDark Trooper",1
"Mace Mardu",0,1,88917,Phoenix,"Hera Kanan zEzra Zeb G8, Sabine",1
"Mace Mardu",1,1,104757,Rogue1,"zJyn Chirrut G9, Baze G8, zK-2SO zCassian",1
"Mace Mardu",1,0,61498,Jawas,"Nebit G8, Jawa Engineer G9, Jawa Scavenger G8, Jawa G9, Dathcha",1
"Mace Mardu",0,1,98892,Geonosians Omicron,"zzGBA Sun Fac, Geo Soldier, Geo Spy, Poggle",0
"Vladan",,,184026,JMK,"zzzzzzJMK zAhsoka zzzCAT zzzzGAS zGK",1
"Vladan",,,179978,LV,"zzzzzzLord Vader, zzPiett zzzMaul zRG zzzVader",1
"Vladan",,,116217,Phasma,"zPhasma zFOTP FOSFTP zFOST zKylo",1
"Vladan",,,142621,Admiral Raddus,"zzAdmiral Raddus, zCassian zJyn zK-2SO Bistan",1
"Vladan",,,439559,Profundity,"Profundity Han's MF, Outrider Rebel Y-wing, Cassian's U-wing, Biggs X-wing",1
"Vladan",,,171364,SEE,"zzzzzzSEE zBSF zzMalak zzzDR zDooku",1
"Vladan",,,164459,Jabba,"zzzzzzJabba zBoushh (Leia Organa), zSkiff Guard (Lando Calrissian), Krrsantan zBoba",1
"Vladan",,,144469,SK,"zzEP zzMara Jade, The Emperor's Hand, zzStarkiller zzOld Ben, Visas",1
"Vladan",,,582452,Executor,"Executor HT RC Xanadu Blood, Slave I, IG-2000 Imperial TIE Fighter, Tie Adv",1
"Vladan",1,0,154195,CLS,"zzzCLS zHan zzChewbacca zzC-3PO zChewpio",1
"Vladan",,,512840,Negotiator,"Negotiator BTL-B Y-wing, Anakin's Eta-2, Rex's ARC-170, Umbaran SF, Ahsoka's SF, Plo's SF, Clone Sergeant's ARC-170",1
"Vladan",,,309068,Malevolence,"Malevolence Hyena Bomber, Vulture Droid, Sun Fac SF, Soldier SF, Spy SF",1
"Vladan",0,1,131635,Grievous,"zzGG zB2 zB1 MagnaGuard zNute",1
"Vladan",1,0,120135,Traya,"zzTraya zDN zSion Sith Empire Trooper, zThrawn",1
"Vladan",1,1,121867,JTR,"zzzJTR Scav Rey, zzBB-8 zzR2-D2 Finn",1
"Vladan",,,127749,Mon Mothma,"zzMon Mothma, Hoth Rebel Scout, zCara Dune, Wedge zPao",1
"Vladan",1,1,143134,Revan Offense,"zzzJKR zGMY zzHYoda zJolee zJKA",1
"Vladan",1,1,84386,Ewoks,"zChirpa Elder zPaploo Wicket Logray",1
"Vladan",1,0,151742,ShaakClones,"zzShaak Ti, zRex zEcho (501st), zzFives zARC Trooper",1
"Vladan",1,1,89737,Carth,"zCarth Onasi, Mission Zaalbar Juhani G8, zCanderous",1
"Vladan",0,1,149034,BH,"zzBossk zZam zzJango Boba Fett, Scion of Jango, Dengar",1
"Vladan",0,1,77287,Phoenix,"Hera Kanan G8, Ezra G9, Zeb G8, Sabine G8",1
"Vladan",,,145865,JMLS,"zBS zzzzzzJMLS zWat Tambor, zzJKL Barriss G8",0
"Vladan",1,1,95120,NS,"zzMT zAV zDaka Zombie Spirit G8",0
"Vladan",0,1,97475,Geonosians Omicron,"zzGBA Sun Fac, Geo Soldier, Geo Spy, Poggle",0
"Vladan",1,0,104192,Troopers,"zVeers zStarck Range Trooper, zGideon zIden Versio 4*",0
"Vladan",,,120110,Bad Batch,"zHunter zEcho zOmega G9, zTech zWrecker",0
"Vladan",,,96199,Mando,"zzThe Mandalorian (Beskar Armor), zDash Rendar, Nest G7, IG-11 G9, Kuiil G9",0
