Player,Offense,Defense,GP,Name,Squad,Viable
"FateleyMan",1,1,179273,GL Rey,"zzzzzzRey zzzJTR zzBB-8 zRH Poe, zRH Finn",1
"FateleyMan",1,0,132515,CLS,"zzzCLS zHan zzChewbacca zzC-3PO zChewpio",1
"FateleyMan",0,1,135486,DRMalak,"zzzDR zzHK-47 zBSF zzMalak Sith Empire Trooper",1
"FateleyMan",0,1,121994,padme,"zzPadme zGK zJKA zAhsoka CW Chewbacca G8",1
"FateleyMan",1,1,117955,NS_Alt,"zzMT zzAV zDaka Talia Zombie",1
"FateleyMan",1,0,128790,Traya,"zzTraya zzDN zSion zzEP zzThrawn",1
"FateleyMan",0,1,100571,Grievous,"zzGG zB2 zDroideka zMagnaGuard Dooku",1
"FateleyMan",,,107552,Disintegration,"zzAurra Greef G9, zBoba zzBossk zzThe Mandalorian",1
"FateleyMan",1,1,120013,GAS,"zzzzGAS zRex zEcho (501st), zzFives zARC Trooper",1
"FateleyMan",1,1,136795,Revan Offense,"zzzJKR zzGMY zBS zJolee zzHYoda",1
"FateleyMan",1,1,97355,Ewoks,"zChirpa Elder zPaploo zWicket zLogray",1
"FateleyMan",0,1,98310,FO,"zzKRU zKylo FOE zPhasma FOO",1
"FateleyMan",0,1,92408,Phoenix,"zHera zSabine G8, zZeb zEzra zKanan G8",1
"FateleyMan",1,1,90370,Rogue1,"zzJyn Chirrut Baze zK-2SO zCassian G9",1
"FateleyMan",0,1,65246,Qira,"Qira 5* G6, L3-37 5* G8, Vandor Chewbacca 3* G6, zMission zZaalbar",0
"FateleyMan",0,1,94361,Geonosians Omicron,"zzGBA Sun Fac, Geo Soldier, Geo Spy, Poggle",0
"FateleyMan",,,430925,Negotiator,"Negotiator 5* HT 5* Anakin's Eta-2, Umbaran SF, Ahsoka's SF, Clone Sergeant's ARC-170, Plo's SF, Rex's ARC-170",0
"FateleyMan",,,364646,HansMF,"Home One, Han's MF 5*, Biggs X-wing, Bistan's U-wing, Phantom Ghost Cassian's U-wing 6*, Wedge X-wing",0
"FateleyMan",0,1,91457,BH,"zzJango Cad zzEmbo 5* Zam G9, Greedo G8",0
"FateleyMan",1,0,73294,Jawas,"Nebit G8, Jawa Engineer G9, Jawa Scavenger, Jawa 5* Dathcha G9",0
"FateleyMan",1,0,9400,NestSolo (Counter),"Nest 4* G7",0
"Stag",1,0,121384,CLS,"zzzCLS zHan zChewbacca zC-3PO zChewpio",1
"Stag",,,385409,HansMF,"Home One, Han's MF, HT Bistan's U-wing, Phantom Ghost Cassian's U-wing, Biggs X-wing",1
"Stag",,,93454,Disintegration,"Aurra Greef Boba zBossk The Mandalorian",1
"Stag",1,1,102551,Revan,"zzzJKR BS GMY zJolee GK",1
"Stag",1,1,80668,Ewoks,"zChirpa Elder Paploo Wicket Logray",1
"Stag",1,1,100109,zEP,"zEP zzzVader Tarkin TFP G9, zMara Jade, The Emperor's Hand",1
"Stag",0,1,71819,Phoenix,"Hera Chopper Zeb G8, Ezra G9, Kanan",1
"Stag",,,61455,Phasma,"Phasma G8, FOE FOO G8, KRU G9, Kylo G8",0
"Stag",,,65012,Grievous Omicron,"GG G9, B2 G8, B1 G9, MagnaGuard G9, Droideka G8",0
"Stag",0,1,85710,Geonosians Omicron,"zGBA Sun Fac, Geo Soldier, Geo Spy, Poggle",0
"Stag",0,1,88354,DR,"zDR HK-47 BSF Sith Empire Trooper, Thrawn",0
"Stag",1,0,70816,Troopers,"Veers Piett G8, Gideon Dark Trooper G8, Range Trooper G8",0
"Stag",,,67956,Nute-OR,"Nute G8, zDooku G9, Jango Zaalbar G7, Mission G8",0
"Stag",1,1,46344,NS_Alt,"MT G8, AV G8, Daka G9, Talia 5* G8, Spirit 5* G8",0
"Stag",1,0,58152,ShaakClones,"Shaak Ti G8, Rex G8, Echo (501st) G8, Fives G9, ARC Trooper G8",0
"Stag",,,56763,Iden Troopers,"Iden Versio G8, Shoretrooper G8, Snowtrooper G8, Magma G7, DT G8",0
"Stag",1,1,51489,Rogue1,"Jyn 6* G8, Chirrut G8, Baze 5* G8, K-2SO G9, Cassian G9",0
"Stag",1,0,7194,NestSolo (Counter),"Nest G7",0
"Lepper Mesiah",0,1,125993,padme,"zzPadme zGK zJKA zAhsoka zBarriss",1
"Lepper Mesiah",0,1,103082,DR,"zzDR zzHK-47 zBSF Sith Empire Trooper G9, Sith Assassin",1
"Lepper Mesiah",1,1,109815,NS_Alt,"zzMT zAV zDaka Talia Zombie",1
"Lepper Mesiah",1,0,112338,Traya,"zzTraya zzDN zSion zDooku zThrawn",1
"Lepper Mesiah",0,1,105447,Grievous,"zzGG B2 G9, zMagnaGuard zIG-88 zzT3-M4",1
"Lepper Mesiah",1,1,144114,Revan Offense,"zzzJKR zGMY zBS zJolee zzHYoda",1
"Lepper Mesiah",0,1,130544,BH,"zzBossk zzGreef Dengar G9, zzJango zBoba",1
"Lepper Mesiah",1,1,82288,Carth,"zCarth Onasi, Mission G8, Zaalbar G9, zJuhani Canderous",1
"Lepper Mesiah",1,0,101925,Rex (Counter),"zRex zNest Chirrut Baze zzR2-D2",1
"Lepper Mesiah",0,1,89903,FO,"zzKRU zKylo FOE Phasma FOO",1
"Lepper Mesiah",0,1,95950,Phoenix,"zHera Chopper zZeb zEzra zKanan",1
"Lepper Mesiah",0,1,92144,Geonosians Omicron,"zzGBA Sun Fac, Geo Soldier, Geo Spy, Poggle",0
"Lepper Mesiah",1,1,60015,Ewoks,"zChirpa 4* G8, Elder Paploo 6* G9, Teebo G9, Scout",0
"Lepper Mesiah",1,1,79547,zEP,"EP G9, zzzVader Tarkin IPD 4* G6, TFP G8",0
"Lepper Mesiah",1,0,92290,Wiggs,"Wedge 6* G8, Biggs G9, zCLS zHan Chewbacca",0
"Lepper Mesiah",1,0,52036,Jawas,"Nebit G8, Jawa Engineer 6* G8, Jawa Scavenger G9, Jawa 6* G8, Dathcha G8",0
"Snoova",,,124924,Phasma,"zPhasma zFOTP FOSFTP zFOST zKylo",1
"Snoova",0,1,99633,Geonosians Omicron,"zzGBA Sun Fac, Geo Soldier, Geo Spy, Poggle",1
"Snoova",,,397149,HansMF,"Home One, Han's MF, HT Ghost Phantom Biggs X-wing, Cassian's U-wing, Wedge X-wing",1
"Snoova",0,1,128335,BH,"zzBossk zDengar G9, zzJango zBoba zzThe Mandalorian",1
"Snoova",1,1,126931,zEP,"zzEP zzzVader zzTarkin TFP zSith Trooper",1
"Snoova",0,1,96621,Phoenix,"zHera Sabine G9, zZeb G9, zEzra zKanan",1
"Snoova",0,1,114615,BS,"zBS zzGMY zJolee zGK zJKA",1
"Snoova",0,1,79732,Qira,"zQira L3-37 5* G8, Vandor Chewbacca 5* G6, zMission zZaalbar",0
"Snoova",,,62771,Grievous Omicron,"GG G8, B2 G3, zB1 MagnaGuard G6, zDroideka",0
"Snoova",1,1,81347,NS,"zzMT G9, zzAV zDaka Zombie G8, Spirit G6",0
"Snoova",1,0,60819,Troopers,"Veers 6* G7, Piett 6* G8, zzGideon 5* G6, zDark Trooper 5*, Range Trooper G6",0
"Snoova",1,1,72641,Ewoks,"Chirpa 5* G6, Elder Paploo G7, Scout zWicket",0
"Snoova",1,0,62306,ShaakClones,"Shaak Ti 5* G7, Rex Echo (501st) G9, Fives G8, Clone Sergeant G8",0
"Snoova",1,0,89503,CLS,"CLS G6, zHan Leia G9, zzOld Ben, zzChewbacca",0
"Snoova",1,0,55523,Jawas,"Nebit G7, Jawa Engineer G7, Jawa Scavenger G7, Jawa G7, Dathcha G6",0
"Snoova",1,0,6769,NestSolo (Counter),"Nest G2",0
"ozman",0,1,137123,padme,"zzPadme zGK zJKA zAhsoka zzC-3PO",1
"ozman",0,1,144922,DRMalak,"zzzDR zzHK-47 zBSF zzMalak zzThrawn",1
"ozman",,,456196,Negotiator,"Negotiator HT Anakin's Eta-2, Umbaran SF, Ahsoka's SF, Clone Sergeant's ARC-170, Jedi Consular's Starfighter, Plo's SF",1
"ozman",1,1,108411,JTR,"zzzJTR zScav Rey, zzBB-8 zzR2-D2 G9, Finn G8",1
"ozman",1,0,130394,Traya,"zzTraya zzDN zSion zDooku zzEP",1
"ozman",,,379691,Raddus,"Raddus Sun Fac SF, Rey's Millennium Falcon, Poe Dameron's X-wing, Resistance X-wing, Biggs X-wing, Wedge X-wing, Phantom Ghost",1
"ozman",1,1,140361,Revan Offense,"zzzJKR zzGMY zBS zJolee zzHYoda G9",1
"ozman",1,1,91905,Ewoks,"zChirpa G9, Elder zPaploo G9, zWicket zLogray",1
"ozman",0,1,133974,BH,"zzBossk zDengar zzJango zBoba zzAurra",1
"ozman",1,1,102707,Carth,"zCarth Onasi, zMission zZaalbar zJuhani zCanderous",1
"ozman",0,1,74051,Phoenix,"zHera G8, zSabine G8, Zeb G8, Ezra G8, Kanan G8",1
"ozman",0,1,94011,FO,"zzKRU zKylo FOE Phasma G8, zSith Trooper G9",1
"ozman",1,1,78305,Rogue1,"Jyn G8, Chirrut Baze K-2SO G8, Cassian G8",1
"ozman",1,0,17265,NestSolo (Counter),"zNest G9",1
"ozman",1,1,102371,NS,"zzMT zzAV zDaka Zombie Spirit G5",0
"ozman",0,1,87193,Geonosians Omicron,"zzGBA Sun Fac G9, Geo Soldier, Geo Spy G9, Poggle",0
"ozman",,,68845,Grievous Omicron,"zzGG B2 G7, B1 4* G8, MagnaGuard G5, Droideka G9",0
"ozman",,,371764,Executrix,"Executrix Tie Adv, Emperor's Shuttle, TIE Reaper 4*, Imperial TIE Fighter, Gauntlet Starfighter, FOSF TIE Fighter, FO TIE Fighter",0
"ozman",1,0,49455,Troopers,"Veers G9, Piett 3* G4, Gideon G8, Dark Trooper 4* G7, Range Trooper 5* G6",0
"ozman",,,72776,Mon Mothma,"Mon Mothma 4* G7, Biggs zKyle Katarn G9, Lando zCara Dune 6* G8",0
"ozman",1,0,88870,ShaakClones,"zzShaak Ti, Rex G7, Echo (501st) G7, zzFives Clone Sergeant G9",0
"ozman",,,57483,Iden Troopers,"Iden Versio 3* G4, Shoretrooper G5, Snowtrooper G8, Magma G8, zDT G7",0
"ozman",1,0,108492,CLS,"zzzCLS zHan G9, zLeia G9, zzOld Ben, zzChewbacca 6* G9",0
"ozman",,,70629,Bad Batch,"zHunter G8, zEcho G8, Omega G9, Tech 5* G5, zWrecker G8",0
"ozman",1,0,57021,Jawas,"Nebit G8, Jawa Engineer G7, Jawa Scavenger G7, Jawa 6* G7, Dathcha G7",0
"AndrewtheOtherHutt",0,1,95655,Qira,"zQira L3-37 zVandor Chewbacca, zMission zZaalbar",1
"AndrewtheOtherHutt",0,1,127527,DRMalak,"zzzDR zHK-47 zBSF zzMalak Sith Empire Trooper G8",1
"AndrewtheOtherHutt",0,1,128345,padme,"zzPadme zGK zJKA zAhsoka zC-3PO G8",1
"AndrewtheOtherHutt",,,391495,HansMF,"Home One, Han's MF, Rebel Y-wing 6*, Bistan's U-wing, Phantom Ghost Cassian's U-wing, Biggs X-wing",1
"AndrewtheOtherHutt",,,501675,Negotiator,"Negotiator HT Anakin's Eta-2, Umbaran SF, Ahsoka's SF, Clone Sergeant's ARC-170, Plo's SF, Rex's ARC-170",1
"AndrewtheOtherHutt",0,1,122334,Grievous,"zzGG zB2 zB1 zMagnaGuard zIG-88",1
"AndrewtheOtherHutt",1,1,77032,JTR,"zJTR G9, Scav Rey G9, BB-8 G8, zR2-D2 G8, Finn G8",1
"AndrewtheOtherHutt",,,125279,Disintegration,"zAurra zGreef zBoba zzBossk zzThe Mandalorian G8",1
"AndrewtheOtherHutt",1,1,138323,GAS,"zzzzGAS zRex zEcho (501st), zzFives zARC Trooper",1
"AndrewtheOtherHutt",1,1,126596,Revan Offense,"zzzJKR zGMY zBS zJolee zHYoda",1
"AndrewtheOtherHutt",1,1,81562,Ewoks,"zChirpa G9, Elder Paploo zWicket Logray G9",1
"AndrewtheOtherHutt",0,1,121551,BH,"zzJango Dengar Cad Zam zGreedo",1
"AndrewtheOtherHutt",1,1,108680,zEP,"zzEP zzzVader Tarkin TFP zTraya G9",1
"AndrewtheOtherHutt",0,1,90126,FO,"zzKRU zKylo G9, FOE Phasma G8, FOO",1
"AndrewtheOtherHutt",0,1,70622,Phoenix,"Hera G8, Sabine G9, Zeb G8, Ezra Kanan G8",1
"AndrewtheOtherHutt",1,1,72790,Rogue1,"zJyn G8, Chirrut G8, Baze G8, K-2SO G8, Cassian",1
"AndrewtheOtherHutt",1,0,20409,NestSolo (Counter),"zNest",1
"AndrewtheOtherHutt",1,0,14941,SionSolo (Counter),"Sion G9",1
"AndrewtheOtherHutt",0,1,99580,Geonosians Omicron,"zzGBA Sun Fac, Geo Soldier, Geo Spy, Poggle",0
"AndrewtheOtherHutt",,,268590,Malevolence,"Malevolence 6* Hyena Bomber 4*, Vulture Droid 3*, Sun Fac SF, Soldier SF, Spy SF",0
"AndrewtheOtherHutt",1,1,91706,NS,"zMT G8, zzAV Daka Zombie Spirit G9",0
"AndrewtheOtherHutt",,,351377,Executrix,"Executrix Tie Adv, Emperor's Shuttle 4*, TIE Reaper 6*, Imperial TIE Fighter, Gauntlet Starfighter, FOSF TIE Fighter 5*, FO TIE Fighter",0
"AndrewtheOtherHutt",1,0,47448,Troopers,"Veers 5* Piett 3* G8, Gideon 4* G7, Dark Trooper 3* G9, Range Trooper 5* G7",0
"AndrewtheOtherHutt",,,81640,Mon Mothma,"zzMon Mothma G8, Wedge G8, Biggs zPao G8, Lando",0
"AndrewtheOtherHutt",1,0,110535,CLS,"zzCLS zHan Leia G8, Old Ben G9, zzChewbacca",0
"AndrewtheOtherHutt",1,0,63344,Thragma (Counter),"Thrawn G9, Magma G7, DT G8, Stormtrooper G8, Shoretrooper G8",0
"AndrewtheOtherHutt",,,43854,Bad Batch,"Hunter 3* G7, Echo 3* G6, Omega 3* G8, Tech 3* G8, Wrecker 3* G7",0
"AndrewtheOtherHutt",1,0,65571,Jawas,"Nebit G8, Jawa Engineer G9, Jawa Scavenger G9, Jawa 5* G9, Dathcha G9",0
"JTMoney II",,,373225,Negotiator,"Negotiator HT Anakin's Eta-2, Umbaran SF, Ahsoka's SF, BTL-B Y-wing, Clone Sergeant's ARC-170, Plo's SF",1
"JTMoney II",0,1,121543,DR,"zzzDR zzHK-47 zBSF Sith Assassin, zzThrawn",1
"JTMoney II",,,427452,HansMF,"Home One, Han's MF, Rebel Y-wing, Bistan's U-wing, Phantom Ghost Cassian's U-wing, Wedge X-wing",1
"JTMoney II",1,1,111760,JTR,"zzzJTR zScav Rey, zzBB-8 zzR2-D2 Finn",1
"JTMoney II",,,407460,Executrix,"Executrix Tie Adv, Emperor's Shuttle, TIE Reaper, Imperial TIE Fighter, Gauntlet Starfighter, FOSF TIE Fighter, FO TIE Fighter",1
"JTMoney II",,,103569,Disintegration,"Aurra Greef zBoba zzBossk The Mandalorian",1
"JTMoney II",1,1,125546,Revan,"zzzJKR zBS zzGMY zJolee zGK",1
"JTMoney II",1,1,101509,Ewoks,"zChirpa Elder zPaploo zWicket zLogray",1
"JTMoney II",1,1,105976,Carth,"zCarth Onasi, zMission zZaalbar zJuhani zCanderous",1
"JTMoney II",1,1,114301,zEP,"zzEP zzzVader Tarkin TFP G9, zzDN",1
"JTMoney II",0,1,100530,BH,"zzJango Cad zIG-88 Embo zGreedo",1
"JTMoney II",0,1,100591,FO,"zzKRU zKylo zFOST FOE zHux",1
"JTMoney II",1,0,114993,Wiggs,"Wedge Biggs zzzCLS zzChewbacca zzC-3PO",1
"JTMoney II",0,1,103020,Phoenix,"zHera zSabine zZeb zEzra zKanan",1
"JTMoney II",1,1,83660,Rogue1,"Jyn Chirrut Baze K-2SO G8, Cassian G9",1
"JTMoney II",,,101436,Bad Batch,"zHunter zEcho zzOmega zTech zWrecker",1
"JTMoney II",1,0,20842,SionSolo (Counter),"zSion",1
"JTMoney II",,,253074,Malevolence,"Malevolence Hyena Bomber 6*, Vulture Droid, Sun Fac SF, Soldier SF, Spy SF",0
"JTMoney II",0,1,73129,Geonosians Omicron,"GBA G7, Sun Fac G7, Geo Soldier, Geo Spy G9, Poggle G8",0
"JTMoney II",,,67679,Grievous Omicron,"GG B2 G4, B1 G5, MagnaGuard G5, Droideka G7",0
"JTMoney II",1,0,72020,Troopers,"zVeers Piett G5, Gideon G5, Dark Trooper G9, Range Trooper G8",0
"JTMoney II",,,77939,Mon Mothma,"Mon Mothma G9, Bistan Lando G9, Scarif Cara Dune G9",0
"JTMoney II",1,1,68080,NS,"MT G8, AV Daka G8, Zombie G5, Spirit G3",0
"JTMoney II",1,0,70653,ShaakClones,"Shaak Ti G5, Rex Echo (501st) G5, Fives G7, Clone Sergeant",0
"JTMoney II",,,73456,Iden Troopers,"Iden Versio G8, Shoretrooper Snowtrooper G5, Magma G8, DT",0
"JTMoney II",1,0,72849,zMaul,"zDarth Maul, Sidious G5, Dooku G7, Sith Marauder G9, Nest G5",0
"JTMoney II",1,0,70847,QGJ,"QGJ G4, Aayla G3, JKA HYoda G9, Ahsoka G8",0
"JTMoney II",1,0,66566,Jawas,"Nebit G7, Jawa Engineer G7, Jawa Scavenger G7, Jawa G7, Dathcha G8",0
"Staatz",,,128406,Phasma,"zPhasma zFOTP FOSFTP zFOST zKylo",1
"Staatz",1,1,174558,SL Kylo,"zzzzzzSL Kylo, zSith Trooper, zHux zzKRU zzThrawn",1
"Staatz",0,1,107183,Qira,"zQira zL3-37 zVandor Chewbacca, zMission Zaalbar",1
"Staatz",1,1,176404,GL Rey,"zzzzzzRey zzzJTR zzBB-8 zRH Poe, zRH Finn",1
"Staatz",1,1,109988,NS,"zzMT zzAV zDaka Zombie Spirit",1
"Staatz",,,184686,JMLS,"zzzJKR zzJKL zzzzzzJMLS zzHYoda zzzzGAS",1
"Staatz",1,0,163148,CLS,"zzzCLS zHan zzChewbacca zzC-3PO zChewpio",1
"Staatz",0,1,145424,padme,"zzPadme zGK zJKA zAhsoka zBarriss",1
"Staatz",,,139575,Grievous Omicron,"zzGG zB2 zB1 zMagnaGuard zDroideka",1
"Staatz",,,514258,Negotiator,"Negotiator HT Anakin's Eta-2, Umbaran SF, Ahsoka's SF, BTL-B Y-wing, Clone Sergeant's ARC-170, Plo's SF",1
"Staatz",0,1,109542,DR,"zzzDR zzHK-47 zBSF Sith Empire Trooper, Sith Assassin G8",1
"Staatz",,,501770,HansMF,"Home One, Han's MF, Rebel Y-wing, Bistan's U-wing, Phantom Biggs X-wing, Cassian's U-wing, Wedge X-wing",1
"Staatz",,,117534,Mon Mothma,"zzMon Mothma, Biggs Pao Scarif zCara Dune",1
"Staatz",1,0,112414,Troopers,"zVeers zzPiett zzGideon zDark Trooper, Range Trooper",1
"Staatz",,,508001,Executrix,"Executrix Tie Adv, Emperor's Shuttle, TIE Reaper, Imperial TIE Fighter, Gauntlet Starfighter, FOSF TIE Fighter, FO TIE Fighter",1
"Staatz",1,0,135652,ShaakClones,"zzShaak Ti, zRex zEcho (501st), zzFives zARC Trooper",1
"Staatz",0,1,128408,BH,"zzBossk zDengar zBoba zzAurra Boba Fett, Scion of Jango",1
"Staatz",1,1,129877,zEP,"zzEP zzzVader zzTarkin zIPD zMara Jade, The Emperor's Hand 5*",1
"Staatz",0,1,112632,BH,"zzJango zFennec Shand, zEmbo zZam zGreedo",1
"Staatz",0,1,87571,Phoenix,"Hera G8, zSabine Zeb G8, zEzra Kanan G8",1
"Staatz",1,1,106185,Rogue1,"zzJyn Chirrut Baze zK-2SO zCassian",1
"Staatz",1,0,127988,zMaul,"zDarth Maul, zDooku zSidious zSavage Sith Marauder",1
"Staatz",1,0,118476,Jawas,"Nebit Jawa Engineer, Jawa Scavenger, Jawa Dathcha",1
"Staatz",1,0,15549,SionSolo (Counter),"Sion G9",1
"Staatz",1,0,16368,NestSolo (Counter),"zNest G8",1
"Staatz",0,1,108685,Geonosians Omicron,"zzGBA Sun Fac, Geo Soldier, Geo Spy, Poggle",0
"Staatz",1,1,86624,Ewoks,"zChirpa Elder Paploo G7, zWicket zLogray G9",0
"Staatz",,,85138,Iden Troopers,"zIden Versio 4* G8, Shoretrooper Snowtrooper Magma zDT",0
"Staatz",,,82409,Bad Batch,"zHunter 6* G9, zEcho G9, zOmega 6* G9, zTech zWrecker G8",0
"Mort",,,177694,LV,"zzzzzzLord Vader, zzThrawn zzzMaul zRG zzzVader",1
"Mort",,,123367,Phasma,"zPhasma zFOTP FOSFTP zFOST zKylo",1
"Mort",,,178065,SEE,"zzzzzzSEE zBSF zzMalak zzzDR zDooku",1
"Mort",0,1,146137,padme,"zzPadme zGK zJKA zAhsoka zzzCAT",1
"Mort",1,1,108973,NestSisters,"zzAV zzMT zDaka Zombie zNest",1
"Mort",,,437795,HansMF,"Home One, Han's MF, Rebel Y-wing, Bistan's U-wing, Phantom Ghost Cassian's U-wing, Wedge X-wing",1
"Mort",0,1,126256,Grievous,"zzGG zB2 zB1 zMagnaGuard zNute",1
"Mort",1,0,128707,Traya,"zzTraya zzDN zSion zzEP Sith Empire Trooper G8",1
"Mort",1,1,122990,JTR,"zzzJTR zScav Rey, zzBB-8 zzR2-D2 zFinn",1
"Mort",,,508275,Executrix,"Executrix Tie Adv, Emperor's Shuttle, TIE Reaper, Imperial TIE Fighter, Gauntlet Starfighter, FOSF TIE Fighter, FO TIE Fighter",1
"Mort",,,149435,Disintegration,"zzAurra zzGreef zBoba zzBossk zzThe Mandalorian",1
"Mort",1,1,155113,GAS,"zzzzGAS zRex zEcho (501st), zzFives zARC Trooper",1
"Mort",1,1,147110,Revan Offense,"zzzJKR zzGMY zBS zJolee zzHYoda",1
"Mort",1,0,143360,CLS,"zzzCLS zHan zzChewbacca zLeia zzC-3PO",1
"Mort",1,1,94783,Ewoks,"zChirpa Elder zPaploo Teebo zWicket",1
"Mort",1,1,99264,Carth,"zCarth Onasi, zMission zZaalbar zJuhani zCanderous",1
"Mort",0,1,142168,BH,"zzJango zFennec Shand, zDengar zZam zGreedo",1
"Mort",1,0,114467,Troopers,"zVeers zStarck zStormtrooper zDT zzPiett",1
"Mort",0,1,88898,Phoenix,"zHera G9, zSabine Zeb G8, zEzra zKanan",1
"Mort",1,1,89496,Rogue1,"zzJyn G9, Chirrut G8, Baze zK-2SO zCassian",1
"Mort",,,127546,Bad Batch,"zHunter zEcho zzOmega zTech zWrecker",1
"Mort",1,0,90400,Jawas,"Nebit Jawa Engineer, Jawa Scavenger, Jawa Dathcha",1
"Mort",,,279954,Malevolence,"Malevolence Hyena Bomber 5*, Vulture Droid 3*, Sun Fac SF, Soldier SF, Spy SF",0
"Mort",0,1,101764,Geonosians Omicron,"zzGBA Sun Fac, Geo Soldier, Geo Spy, Poggle",0
"Mort",,,81823,Mon Mothma,"Mon Mothma 5* G7, Bistan G8, Wedge Lando zCara Dune",0
"Glorfindel",,,173187,SEE,"zzzzzzSEE zBSF zzMalak zzzDR zzzVader",1
"Glorfindel",1,1,169064,GL Rey,"zzzzzzRey zzzJTR zzBB-8 zRH Poe, zRH Finn",1
"Glorfindel",0,1,140064,padme,"zzPadme zGK zJKA zAhsoka zzzCAT",1
"Glorfindel",,,181089,JMLS,"zzzJKR zzJKL zzzzzzJMLS zzHYoda zzzzGAS",1
"Glorfindel",1,0,145442,CLS,"zzzCLS zHan zzChewbacca zzC-3PO zChewpio",1
"Glorfindel",1,1,114892,NestSisters,"zzAV zzMT zDaka Zombie zNest",1
"Glorfindel",,,448025,HansMF,"Home One, Han's MF, Rebel Y-wing, Bistan's U-wing, Phantom Ghost Cassian's U-wing, Wedge X-wing",1
"Glorfindel",,,489030,Negotiator,"Negotiator HT Anakin's Eta-2, Umbaran SF, Ahsoka's SF, Clone Sergeant's ARC-170, Plo's SF, Rex's ARC-170",1
"Glorfindel",1,0,134501,Traya,"zzTraya zDN zSion Sith Empire Trooper, zzThrawn",1
"Glorfindel",0,1,117289,Grievous,"zzGG zB2 zB1 zMagnaGuard zNute",1
"Glorfindel",,,106412,Mon Mothma,"zzMon Mothma, Wedge zPao Hoth Rebel Scout, zCara Dune",1
"Glorfindel",1,1,91103,Ewoks,"zChirpa Elder zPaploo zWicket Logray G8",1
"Glorfindel",1,0,128628,ShaakClones,"zzShaak Ti, zRex zEcho (501st), zzFives zARC Trooper",1
"Glorfindel",0,1,121794,BH,"zzBossk zzGreef zDengar zzJango zBoba",1
"Glorfindel",1,1,99420,Carth,"zCarth Onasi, zMission zZaalbar zJuhani zCanderous",1
"Glorfindel",0,1,105822,FO,"zzKRU zKylo zFOST FOE zHux",1
"Glorfindel",0,1,96456,Phoenix,"zHera zSabine G8, zZeb zEzra zKanan",1
"Glorfindel",1,0,122115,zMaul,"zDarth Maul, zDooku zSidious Sith Assassin, zSavage",1
"Glorfindel",1,0,123671,EP (Counter, Rebel),"zzEP zKrennic zzWampa Stormtrooper G9, zStarck",1
"Glorfindel",1,0,86635,Jawas,"Nebit Jawa Engineer, Jawa Scavenger, Jawa Dathcha",1
"Glorfindel",0,1,101484,Geonosians Omicron,"zzGBA Sun Fac, Geo Soldier, Geo Spy, Poggle",0
"Glorfindel",1,0,82328,Troopers,"zVeers zzPiett Gideon 5* G7, Dark Trooper 5* G3, Range Trooper G8",0
"Glorfindel",,,50817,Iden Troopers,"Iden Versio 4* G2, Shoretrooper 6* G5, Snowtrooper G8, Magma G8, DT 6* G5",0
"Glorfindel",1,1,76194,Rogue1,"zJyn G9, Chirrut G9, Baze G7, zK-2SO G9, Cassian G8",0
"Glorfindel",,,40915,Bad Batch,"Hunter 5* G4, Echo 4* G5, Omega 6* G5, Tech 4* G4, Wrecker 5* G5",0
"MagicMike93",1,1,157992,SL Kylo,"zzzzzzSL Kylo, zSith Trooper, zHux zzKRU zThrawn",1
"MagicMike93",0,1,128017,padme,"zzPadme zGK zJKA zAhsoka zzC-3PO",1
"MagicMike93",0,1,138377,DRMalak,"zzzDR zzHK-47 zBSF zzMalak Sith Marauder",1
"MagicMike93",1,1,116967,NS_Alt,"zzMT zzAV zDaka Talia Zombie",1
"MagicMike93",,,365748,HansMF,"Home One, Han's MF 5*, Biggs X-wing, Bistan's U-wing, Phantom Ghost Cassian's U-wing, Wedge X-wing",1
"MagicMike93",0,1,91857,Grievous-Wat,"zzGG zB2 G9, zB1 MagnaGuard G8, zWat Tambor",1
"MagicMike93",1,1,136008,JTR,"zzzJTR Scav Rey, zzBB-8 zzR2-D2 zFinn",1
"MagicMike93",1,0,118965,Traya,"zzTraya zzDN zSion zDooku zzEP",1
