Player,Ally Code,Starting Gear Needed,Progress,Current Gear Needed,GP,Team
AndrewtheOtherHutt,873945644,0,0,0,136488,Padme JKA Ahsoka GK GMY
Lepper Mesiah,164495314,7,0,7,128541,Padme R4 JKA Ahsoka G12 GK GMY
Rocky94,612994668,0,0,0,145892,Padme JKA Ahsoka GK GMY
Shrub R E,644735319,7,0,7,135173,Padme JKA G11 Ahsoka GK GMY
Rednaxela,573577796,21,0,21,113771,Padme R2 JKA G12 Ahsoka R2 GK R3 GMY G11
Someguyinalabcoat,162251947,0,0,0,155643,Padme JKA Ahsoka GK GMY
MagicMike93,439428128,9,0,9,130243,Padme JKA R2 Ahsoka G12 GK GMY
X688,675588514,26,0,26,100482,Padme G12 JKA Ahsoka G11 GK G12 GMY G11
VicXav N201,956694922,0,0,0,153274,Padme JKA Ahsoka GK GMY
Ragnarock,138462562,1,0,1,138422,Padme JKA R4 Ahsoka GK GMY
Palo Rex,733128292,0,0,0,150334,Padme JKA Ahsoka GK GMY
Giarny,266292125,0,0,0,144183,Padme JKA Ahsoka GK GMY
Walto Dangrel,468333915,0,0,0,138717,Padme JKA Ahsoka GK GMY
Hevy,284633488,2,0,2,133353,Padme JKA Ahsoka GK GMY R3
Xanlythe,694384282,34,0,34,84040,Padme G9 JKA G9 5* Ahsoka G11 GK R3 GMY G11
Elric,883132925,29,0,29,107646,Padme G12 JKA G7 Ahsoka G10 GK R3 GMY R3
DDizell,352755995,14,0,14,122007,Padme R1 JKA R1 Ahsoka G12 GK GMY
Jadizzo904,229724279,5,0,5,133764,Padme R3 JKA R4 Ahsoka R3 GK GMY
Mort,819249838,0,0,0,146633,Padme JKA Ahsoka GK GMY
FateleyMan,738119284,1,0,1,140180,Padme JKA Ahsoka R4 GK GMY
Glorfindel,485438363,0,0,0,138832,Padme JKA Ahsoka GK GMY
Atreus Klahan,525757151,3,0,3,138966,Padme JKA Ahsoka R3 GK R4 GMY
ozman,561499816,1,0,1,136617,Padme JKA R4 Ahsoka GK GMY
Staatz,313693615,0,0,0,150038,Padme JKA Ahsoka GK GMY
JTMoney II,525362867,40,0,40,81861,Padme G0 0* JKA G12 Ahsoka G8 GK R2 GMY R2
FruutSnak,934725735,0,0,0,136542,Padme JKA Ahsoka GK GMY
J Conn 79,195138126,34,0,34,99579,Padme G9 JKA G8 Ahsoka G12 GK GMY G9
Bjconnell,978332594,13,0,13,125037,Padme R4 JKA G12 Ahsoka GK GMY G12
AndrewtheHutt,932895421,0,0,0,161791,Padme JKA Ahsoka GK GMY
Snoova,871483393,31,0,31,93273,Padme G7 JKA G13 Ahsoka G12 GK R4 GMY G10
Terus Rupesch,675942598,28,0,28,100647,Padme G12 JKA G12 Ahsoka G12 GK GMY G8
Galaxy,137427682,31,0,31,96085,Padme G12 JKA G12 Ahsoka G11 GK G12 GMY G12
ChocolateGldNuts,881595812,7,0,7,126157,Padme JKA Ahsoka GK G11 6* GMY
DarthBac0nB1ts,222216785,24,0,24,109290,Padme G12 JKA Ahsoka G12 GK G12 GMY G12
Z3R0,349651756,30,0,30,93478,Padme G8 JKA G12 Ahsoka G11 GK R1 GMY R2
Danglylion,564513741,50,0,50,56531,Padme G0 0* JKA G11 6* Ahsoka G9 GK G9 6* GMY G11
Ashoka Kessler,768869662,53,0,53,55391,Padme G0 0* JKA G12 Ahsoka GK G0 0* GMY G7
RichiDePro,177115788,35,0,35,93966,Padme G12 JKA G11 Ahsoka G11 GK G9 GMY G12
Stag,284335558,31,0,31,93496,Padme G11 JKA G12 Ahsoka G12 GK G12 GMY G12
Jossey,216219957,40,0,40,68205,Padme G8 JKA G10 5* Ahsoka G10 GK G11 5* GMY G11
DarthVapeist,211786181,27,0,27,98600,Padme G12 JKA G12 Ahsoka G12 GK G12 GMY R2
Bowhunter49,416822923,45,0,45,69146,Padme G12 JKA G12 Ahsoka G10 GK G0 0* GMY G11
Eldren,682479877,21,0,21,103685,Padme G12 JKA R3 Ahsoka R2 GK G8 6* GMY
Cweneldic,591287488,7,0,7,133944,Padme JKA Ahsoka R4 GK GMY G12
