Player,Ally Code,Starting Gear Needed,Progress,Current Gear Needed,GP,Team
KLUTCHxPLAGUEIS,227646131,14,0,14,117591,Padme R3 JKA Ahsoka G12 GK GMY G12
Pvaulter175,182511842,13,13,0,144945,Padme JKA Ahsoka GK GMY
TheyCallMeMrB,823529494,79,68,11,123846,Padme JKA Ahsoka GK GMY G7
AndyJediDude,256488565,0,0,0,140930,Padme JKA Ahsoka GK GMY
Pro Bono,747932311,10,8,2,154636,Padme JKA Ahsoka R3 GK GMY
shausrath,944524846,38,6,32,97041,Padme G7 JKA Ahsoka G12 GK G12 GMY G9
JAXDEN,791163596,0,0,0,160557,Padme JKA Ahsoka GK GMY
Obi Bells,926869286,4,2,2,148128,Padme R4 JKA Ahsoka R4 GK GMY
Raiders,896535542,3,3,0,159047,Padme JKA Ahsoka GK GMY
YodaRoy,343537915,7,7,0,153501,Padme JKA Ahsoka GK GMY
DarthKevin,519821548,4,2,2,144436,Padme R4 JKA R4 Ahsoka GK GMY
Fosachi Walker,295449912,1,0,1,140328,Padme JKA R4 Ahsoka GK GMY
Troan Ziroc,542169378,9,0,9,128020,Padme JKA G12 Ahsoka R3 GK GMY R4
Tryptamine,196559132,0,0,0,147793,Padme JKA Ahsoka GK GMY
Tharius Dawnbreaker,554516524,31,31,0,136258,Padme JKA Ahsoka GK GMY
Ahhhchhoooo,233943766,11,11,0,140823,Padme JKA Ahsoka GK GMY
serChetnik,279986735,3,3,0,154645,Padme JKA Ahsoka GK GMY
Busan Kaz,249938994,1,0,1,154278,Padme JKA Ahsoka R4 GK GMY
Gorgatron,369351434,0,0,0,158272,Padme JKA Ahsoka GK GMY
Tau Beta,454169494,10,8,2,146483,Padme R3 JKA Ahsoka GK GMY
RevNon,525662462,2,2,0,158243,Padme JKA Ahsoka GK GMY
Tag1turn2,586129226,0,0,0,149662,Padme JKA Ahsoka GK GMY
Giran Ozzel,392189276,27,5,22,110168,Padme G8 JKA Ahsoka R4 GK R3 GMY G9
Nick,444371281,1,0,1,149720,Padme R4 JKA Ahsoka GK GMY
Zeta,999133947,18,12,6,146610,Padme G12 JKA Ahsoka GK GMY
DaveSkywalker,438297254,2,2,0,149038,Padme JKA Ahsoka GK GMY
Ryzilio,626639748,36,13,23,110574,Padme R4 JKA R1 Ahsoka G12 GK G12 GMY G12
FrogMan,687277858,35,23,12,135388,Padme R2 JKA R3 Ahsoka G11 GK GMY
Bradshoe02,816917778,30,22,8,128658,Padme R3 JKA Ahsoka GK GMY G12
EthanDB123,927925635,24,0,24,109733,Padme G12 JKA G12 Ahsoka G12 GK GMY G12
ST2618,514475855,9,8,1,148989,Padme R4 JKA Ahsoka GK GMY
Kozisms formerly owen,834478884,0,0,0,161125,Padme JKA Ahsoka GK GMY
FrostyTacos,526353323,17,1,16,117211,Padme R3 JKA Ahsoka G12 GK R4 GMY G11
Whitezilla,123158749,0,0,0,159398,Padme JKA Ahsoka GK GMY
Waldo,288837662,14,0,14,122106,Padme R4 JKA G12 Ahsoka R4 GK GMY G12
LegistheBEAST,763257271,0,0,0,149103,Padme JKA Ahsoka GK GMY
Dawnbreaker,895889781,49,49,0,144757,Padme JKA Ahsoka GK GMY
Drakorhuin,184851337,58,52,6,127602,Padme JKA Ahsoka GK GMY G12
Samus,469558863,36,30,6,137337,Padme JKA Ahsoka G12 GK GMY
Sherman8erx,797288318,14,0,14,120569,Padme JKA G12 Ahsoka G12 GK GMY R3
The Hawk 28,238562913,6,0,6,132939,Padme JKA G12 Ahsoka GK GMY
LetTheWookieWin,964467523,6,6,0,142228,Padme JKA Ahsoka GK GMY
Easy E,221724179,2,0,2,141068,Padme JKA Ahsoka GK GMY R3
MasterMiller,851324396,6,6,0,145274,Padme JKA Ahsoka GK GMY
Dawnstriker,716135386,0,0,0,139877,Padme JKA Ahsoka GK GMY
Beats4dayz,738694156,0,0,0,154903,Padme JKA Ahsoka GK GMY
Enterthez,667311672,18,13,5,140433,Padme JKA Ahsoka R4 GK GMY R1
White Devil,834598883,21,21,0,154893,Padme JKA Ahsoka GK GMY
Rick Sher Wood,635327491,9,9,0,156960,Padme JKA Ahsoka GK GMY
Frankie,441226825,0,0,0,148203,Padme JKA Ahsoka GK GMY
