Player,Ally Code,Starting Gear Needed,Progress,Current Gear Needed,GP,Team
Løck,329813995,0,0,0,143707,Shaak Ti Fives Rex Echo (501st) ARC Trooper
crimzon,488955995,0,0,0,143048,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Torin Woodle,625239834,49,10,39,79672,Shaak Ti G9 Fives G11 Rex G12 Echo (501st) G10 ARC Trooper G9
Donkles,428444836,49,11,38,77537,Shaak Ti G9 Fives G12 Rex G12 Echo (501st) G11 ARC Trooper G8 6*
Whisk,383428245,66,16,50,63681,Shaak Ti G8 Fives G8 Rex G8 Echo (501st) G8 ARC Trooper G8
Caminator,316517664,58,52,6,132375,Shaak Ti G12 Fives Rex Echo (501st) ARC Trooper
Corepike,492187112,84,2,82,19611,Shaak Ti G1 Fives G1 Rex G1 Echo (501st) G5 ARC Trooper G0 0*
Pkunk,925263588,48,20,28,93074,Shaak Ti R4 Fives G12 Rex G12 Echo (501st) G11 ARC Trooper G10
The Frozen One,429155696,76,69,7,122359,Shaak Ti R2 Fives Rex Echo (501st) R3 ARC Trooper R3
Shadow13,822421553,25,0,25,111551,Shaak Ti G12 Fives R4 Rex G12 Echo (501st) G12 ARC Trooper G12
PrimarchHades,793647289,43,10,33,100448,Shaak Ti G12 Fives G11 Rex G12 Echo (501st) G11 ARC Trooper G11
Revanur,278546959,55,10,45,68128,Shaak Ti G8 Fives G12 Rex G12 Echo (501st) G12 ARC Trooper G1 5*
Folos,398344769,42,42,0,132056,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Damask Holdings,628389113,66,8,58,40048,Shaak Ti G8 5* Fives G8 Rex G8 Echo (501st) G8 ARC Trooper G0 0*
3CPO ConfusingHumanRelations,642448877,88,66,22,108486,Shaak Ti G12 Fives R1 Rex R1 Echo (501st) R1 ARC Trooper R1
DarthTalon,387869794,3,3,0,151490,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Matryckol,154613492,62,32,30,101068,Shaak Ti G12 Fives G12 Rex R1 Echo (501st) G12 ARC Trooper G10
MiniTwodamax,849554491,61,34,27,102584,Shaak Ti Fives G12 Rex G12 Echo (501st) G11 ARC Trooper G10
Lilboivig,531314937,89,31,58,54616,Shaak Ti G1 5* Fives R2 Rex R2 Echo (501st) G1 ARC Trooper G0 0*
Corgibuttz,335132241,66,66,0,134691,Shaak Ti Fives Rex Echo (501st) ARC Trooper
DarthCarbonara,627877888,66,0,66,26553,Shaak Ti G0 0* Fives G8 Rex G8 Echo (501st) G8 5* ARC Trooper G0 0*
Noob,947698333,0,0,0,154470,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Woggex,437342655,13,13,0,135011,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Effinsyv,887724713,26,26,0,134673,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Magnar argorn,694122251,0,0,0,140993,Shaak Ti Fives Rex Echo (501st) ARC Trooper
prettyhatemachine,882761145,66,6,60,48145,Shaak Ti G1 Fives G12 Rex G8 Echo (501st) G8 6* ARC Trooper G1 4*
Richmal,414213241,50,50,0,133353,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Darr Mejhan,871838931,70,0,70,30483,Shaak Ti G9 Fives G8 Rex G1 4* Echo (501st) G1 3* ARC Trooper G1 4*
Vermanu Obeebis,277971264,25,18,7,122098,Shaak Ti R4 Fives Rex Echo (501st) R2 ARC Trooper R2
Tiric Thorn,122955923,66,62,4,129807,Shaak Ti R1 Fives Rex Echo (501st) ARC Trooper
AtomPlays,724255859,1,1,0,132133,Shaak Ti Fives Rex Echo (501st) ARC Trooper
zohaib24,513357243,64,29,35,86028,Shaak Ti G9 Fives G12 Rex G11 Echo (501st) G11 ARC Trooper G12
Turbo Mooch,289645136,60,3,57,33374,Shaak Ti G5 5* Fives G7 Rex G7 Echo (501st) G7 ARC Trooper G7 5*
Mecha,318634765,6,6,0,137376,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Dixie Normus,323696396,73,1,72,22448,Shaak Ti G1 4* Fives G8 Rex G8 Echo (501st) G1 4* ARC Trooper G0 0*
Hyper Revanur,474854236,65,0,65,27219,Shaak Ti G1 5* Fives G8 Rex G8 6* Echo (501st) G8 6* ARC Trooper G0 0*
Hatton,755731115,55,19,36,85131,Shaak Ti G11 Fives G12 Rex G10 Echo (501st) G11 ARC Trooper G10
Rugess Nome,239575313,66,66,0,129376,Shaak Ti Fives Rex Echo (501st) ARC Trooper
