Player,Offense,Defense,GP,Name,Squad,Viable
"Gomer332",0,1,90265,padme,"zzPadme GK G8, JKA zAhsoka C-3PO G8",1
"Gomer332",0,1,92732,Geonosians Omicron,"zzGBA Sun Fac, Geo Soldier, Geo Spy, Poggle",1
"Gomer332",,,327288,HansMF,"Home One, Han's MF, HT Ghost Phantom Biggs X-wing, Cassian's U-wing, Wedge X-wing",1
"Gomer332",0,1,80387,Grievous,"zGG B2 G8, Droideka G8, MagnaGuard G8, zDooku",1
"Gomer332",1,1,104209,Revan Offense,"zzzJKR GMY zBS zJolee Ezra G9",1
"Gomer332",1,1,87271,Ewoks,"zChirpa Elder Paploo Wicket Logray",1
"Gomer332",1,1,93236,Carth,"Carth Onasi, zMission zZaalbar zJuhani Canderous",1
"Gomer332",0,1,93807,BH,"zBossk Cad Greef Boba Greedo",1
"Gomer332",1,1,119599,zEP,"zzEP zzzVader zTarkin DT TFP",1
"Gomer332",0,1,72519,FO,"zKRU Kylo G8, Phasma G8, FOE FOO G8",1
"Gomer332",1,0,17947,SionSolo (Counter),"Sion",1
"Gomer332",0,1,94403,DR,"DR HK-47 BSF Sith Assassin G8, zzThrawn",0
"Gomer332",1,1,64483,JTR,"JTR G7, Scav Rey G8, BB-8 G8, R2-D2 Finn G8",0
"Gomer332",1,1,51671,NS,"MT G8, AV Daka G9, Zombie G6, Spirit 6* G8",0
"Gomer332",1,0,68032,ShaakClones,"Shaak Ti G8, Rex G8, Echo (501st) G8, zFives G9, Clone Sergeant",0
"Gomer332",1,0,78199,Wiggs,"Wedge G9, Biggs zCLS Han G8, Leia G9",0
"Gomer332",1,0,80786,Troopers,"Veers Starck G9, Dark Trooper G9, zIden Versio, Shoretrooper",0
"Gomer332",0,1,71987,Phoenix,"Hera Kanan G9, Sabine 5* G8, Chopper Zeb G9",0
"Gomer332",1,1,45474,Rogue1,"Jyn G8, Chirrut 6* G8, Baze 5* G8, Cassian G8, K-2SO G8",0
"Gomer332",1,0,42989,Jawas,"Nebit G7, Jawa Engineer G8, Jawa Scavenger G7, Jawa G8, Dathcha G8",0
"Nick Steele",0,1,105348,padme,"zzPadme GK JKA zAhsoka C-3PO",1
"Nick Steele",1,1,108064,Revan Offense,"zzzJKR GMY BS zJolee zEzra",1
"Nick Steele",1,1,95611,Ewoks,"zChirpa Elder zPaploo zWicket zLogray",1
"Nick Steele",1,1,88612,Carth,"Carth Onasi, zMission zZaalbar Juhani Canderous",1
"Nick Steele",0,1,90993,BH,"zBossk Dengar G9, Jango Boba zThe Mandalorian",1
"Nick Steele",0,1,90469,FO,"zzKRU Kylo G9, FOST FOE FOO",1
"Nick Steele",1,0,83135,CLS,"CLS zHan Chewbacca R2-D2 Chewpio",0
"Nick Steele",,,53470,Grievous Omicron,"GG G7, B2 G9, B1 G9, MagnaGuard G9, Droideka G9",0
"Nick Steele",0,1,91843,DRMalak,"DR HK-47 BSF zMalak Sith Empire Trooper",0
"Nick Steele",0,1,80293,Geonosians Omicron,"GBA Sun Fac, Geo Soldier, Geo Spy, Poggle",0
