Player,Ally Code,Starting Gear Needed,Progress,Current Gear Needed,GP,Team
Millz20,684712353,0,0,0,135079,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Gloom Walker,516227655,14,0,14,120433,Shaak Ti R3 Fives Rex Echo (501st) G12 ARC Trooper G12
The JLS,647474141,44,0,44,78854,Shaak Ti G5 4* Fives G12 Rex G12 Echo (501st) G12 ARC Trooper G5
Zar Anduli,889632856,26,0,26,109634,Shaak Ti R3 Fives G12 Rex G12 Echo (501st) G12 ARC Trooper G12
Trav,146343631,0,0,0,148433,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Millz,332392187,51,0,51,63338,Shaak Ti G7 4* Fives G10 Rex G12 Echo (501st) G9 ARC Trooper G1 4*
Jose Longo,633696187,16,0,16,123387,Shaak Ti Fives Rex Echo (501st) G12 ARC Trooper G8
Bakufett,152667675,83,0,83,13392,Shaak Ti G1 2* Fives G4 6* Rex G1 Echo (501st) G1 3* ARC Trooper G0 0*
Danja,583496927,30,0,30,102070,Shaak Ti G12 Fives G12 Rex G12 Echo (501st) G12 ARC Trooper G12
Peepeepoopooman,827513585,78,0,78,17405,Shaak Ti G0 0* Fives G5 Rex G6 Echo (501st) G1 3* ARC Trooper G0 0*
KingKrille,295729596,8,0,8,126441,Shaak Ti R3 Fives R3 Rex Echo (501st) R3 ARC Trooper R3
MrPickles,237175899,36,0,36,88540,Shaak Ti G8 Fives G10 Rex G12 Echo (501st) G12 ARC Trooper G12
Naga Sadów,936392725,30,0,30,105850,Shaak Ti G12 Fives G12 Rex G12 Echo (501st) G12 ARC Trooper G12
Untamed Sloth,741217131,30,0,30,105625,Shaak Ti G12 Fives G12 Rex G12 Echo (501st) G12 ARC Trooper G12
Schmidty2318,419954121,31,0,31,86702,Shaak Ti R2 Fives G12 Rex G12 Echo (501st) G12 ARC Trooper G8
Jannah Longo,482599677,65,0,65,34580,Shaak Ti G1 4* Fives G8 Rex G7 Echo (501st) G9 5* ARC Trooper G0 0*
Sneaky Soy Boy 123,494765873,67,0,67,34759,Shaak Ti G1 Fives G8 Rex G7 Echo (501st) G7 ARC Trooper G0 0*
MINI Techno Union,648966762,14,0,14,119633,Shaak Ti G12 Fives R3 Rex R3 Echo (501st) R3 ARC Trooper R3
blactastic,281334117,37,0,37,75632,Shaak Ti G9 Fives G11 Rex G11 Echo (501st) G11 ARC Trooper G11
lucathepuka,812752189,86,0,86,2817,Shaak Ti G1 2* Fives G1 3* Rex G1 4* Echo (501st) G1 3* ARC Trooper G0 0*
MatejC,759526265,89,0,89,4656,Shaak Ti G0 0* Fives G1 Rex G0 0* Echo (501st) G0 0* ARC Trooper G0 0*
B,948356963,0,0,0,134717,Shaak Ti Fives Rex Echo (501st) ARC Trooper
TRICKSHOT,436272696,80,0,80,12300,Shaak Ti G1 4* Fives G4 Rex G2 6* Echo (501st) G3 5* ARC Trooper G0 0*
Tantema Garnik,788233588,69,0,69,37516,Shaak Ti G1 4* Fives G12 Rex G4 Echo (501st) G4 ARC Trooper G0 0*
Mulleg,193362682,86,0,86,9862,Shaak Ti G1 4* Fives G1 Rex G1 6* Echo (501st) G1 5* ARC Trooper G0 0*
Dark Shawi,144245956,72,0,72,26675,Shaak Ti G1 5* Fives G11 Rex G5 Echo (501st) G1 5* ARC Trooper G0 0*
Gerehe Zosma,441557869,61,0,61,40454,Shaak Ti G1 4* Fives G8 Rex G8 Echo (501st) G8 ARC Trooper G4
Iridium,812495668,2,0,2,138290,Shaak Ti Fives Rex Echo (501st) ARC Trooper R3
Bski,938232767,0,0,0,142614,Shaak Ti Fives Rex Echo (501st) ARC Trooper
wookieguy69,912381174,25,0,25,112018,Shaak Ti R3 Fives R1 Rex G12 Echo (501st) G12 ARC Trooper G11
PorgWhispererV2,662884978,65,0,65,24590,Shaak Ti G0 0* Fives G9 Rex G8 5* Echo (501st) G8 5* ARC Trooper G0 0*
Stahzo,647615227,62,0,62,41302,Shaak Ti G1 5* Fives G9 Rex G10 Echo (501st) G8 ARC Trooper G0 0*
Kenn Skirata,446373369,58,0,58,39620,Shaak Ti G1 6* Fives G10 Rex G8 Echo (501st) G8 ARC Trooper G5 4*
Valektra Jetberg,661932482,68,0,68,42135,Shaak Ti G6 6* Fives G5 Rex G6 Echo (501st) G5 ARC Trooper G0 0*
Bobmaloogax5,993486218,0,0,0,134428,Shaak Ti Fives Rex Echo (501st) ARC Trooper
canth reed,552172719,90,0,90,0,Shaak Ti G0 0* Fives G0 0* Rex G0 0* Echo (501st) G0 0* ARC Trooper G0 0*
Willey,136186513,40,0,40,80674,Shaak Ti G9 4* Fives G12 Rex R4 Echo (501st) G12 ARC Trooper G0 0*
Gundam Viver,278185814,38,0,38,88581,Shaak Ti G9 6* Fives G11 Rex G11 Echo (501st) G11 ARC Trooper G10
Abra,184464142,57,0,57,46060,Shaak Ti G9 4* Fives G8 Rex G8 Echo (501st) G8 ARC Trooper G0 0*
Brizz,214666834,90,0,90,0,Shaak Ti G0 0* Fives G0 0* Rex G0 0* Echo (501st) G0 0* ARC Trooper G0 0*
Mol Eliza,669656989,50,0,50,58852,Shaak Ti G9 4* Fives G10 Rex G8 Echo (501st) G8 ARC Trooper G5 5*
DarthTalon,387869794,0,0,0,151513,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Sam,218527368,58,0,58,38779,Shaak Ti G8 6* Fives G9 Rex G8 Echo (501st) G7 ARC Trooper G0 0*
FunkyWizard,217482916,52,0,52,47092,Shaak Ti G5 4* Fives G8 Rex G12 Echo (501st) G7 ARC Trooper G6 5*
DereckRM13,966819857,72,0,72,12001,Shaak Ti G0 0* Fives G4 5* Rex G6 6* Echo (501st) G4 4* ARC Trooper G4 4*
Megared,155754252,41,0,41,81447,Shaak Ti R4 Fives G9 Rex G8 Echo (501st) G8 ARC Trooper G7
j13hall13,662956843,24,0,24,111036,Shaak Ti G12 Fives Rex G12 Echo (501st) G12 ARC Trooper G12
YeeterSkeeter,819259195,75,0,75,27729,Shaak Ti G1 5* Fives G5 Rex G6 Echo (501st) G3 ARC Trooper G0 0*
SirSchuSchu,863647631,8,0,8,131449,Shaak Ti Fives R3 Rex R3 Echo (501st) R3 ARC Trooper R3
