Player,Ally Code,Starting Gear Needed,Progress,Current Gear Needed,GP,Team
Millz20,684712353,67,67,0,135079,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Gloom Walker,516227655,30,16,14,120433,Shaak Ti R3 Fives Rex Echo (501st) G12 ARC Trooper G12
Bakufett,152667675,86,3,83,13392,Shaak Ti G1 2* Fives G4 6* Rex G1 Echo (501st) G1 3* ARC Trooper G0 0*
Trav,146343631,30,30,0,148433,Shaak Ti Fives Rex Echo (501st) ARC Trooper
The JLS,647474141,53,9,44,78854,Shaak Ti G5 4* Fives G12 Rex G12 Echo (501st) G12 ARC Trooper G5
Millz,332392187,66,15,51,63338,Shaak Ti G7 4* Fives G10 Rex G12 Echo (501st) G9 ARC Trooper G1 4*
Jose Longo,633696187,26,10,16,123387,Shaak Ti Fives Rex Echo (501st) G12 ARC Trooper G8
Danja,583496927,76,46,30,102070,Shaak Ti G12 Fives G12 Rex G12 Echo (501st) G12 ARC Trooper G12
TRICKSHOT,436272696,80,0,80,12300,Shaak Ti G1 4* Fives G4 Rex G2 6* Echo (501st) G3 5* ARC Trooper G0 0*
Peepeepoopooman,827513585,83,5,78,17405,Shaak Ti G0 0* Fives G5 Rex G6 Echo (501st) G1 3* ARC Trooper G0 0*
KingKrille,295729596,37,29,8,126441,Shaak Ti R3 Fives R3 Rex Echo (501st) R3 ARC Trooper R3
Jannah Longo,482599677,80,15,65,34580,Shaak Ti G1 4* Fives G8 Rex G7 Echo (501st) G9 5* ARC Trooper G0 0*
lucathepuka,812752189,89,3,86,2817,Shaak Ti G1 2* Fives G1 3* Rex G1 4* Echo (501st) G1 3* ARC Trooper G0 0*
MrPickles,237175899,50,14,36,88540,Shaak Ti G8 Fives G10 Rex G12 Echo (501st) G12 ARC Trooper G12
B,948356963,40,40,0,134717,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Sneaky Soy Boy 123,494765873,74,7,67,37780,Shaak Ti G1 Fives G8 Rex G7 Echo (501st) G7 ARC Trooper G0 0*
Mulleg,193362682,87,1,86,9862,Shaak Ti G1 4* Fives G1 Rex G1 6* Echo (501st) G1 5* ARC Trooper G0 0*
Tantema Garnik,788233588,76,7,69,37516,Shaak Ti G1 4* Fives G12 Rex G4 Echo (501st) G4 ARC Trooper G0 0*
Untamed Sloth,741217131,60,30,30,105625,Shaak Ti G12 Fives G12 Rex G12 Echo (501st) G12 ARC Trooper G12
Dark Shawi,144245956,79,8,71,27071,Shaak Ti G1 5* Fives G11 Rex G6 Echo (501st) G1 5* ARC Trooper G0 0*
MatejC,759526265,89,0,89,4656,Shaak Ti G0 0* Fives G1 Rex G0 0* Echo (501st) G0 0* ARC Trooper G0 0*
blactastic,281334117,90,53,37,78534,Shaak Ti G9 Fives G11 Rex G11 Echo (501st) G11 ARC Trooper G11
MINI Techno Union,648966762,46,32,14,119633,Shaak Ti G12 Fives R3 Rex R3 Echo (501st) R3 ARC Trooper R3
j13hall13,662956843,47,23,24,111036,Shaak Ti G12 Fives Rex G12 Echo (501st) G12 ARC Trooper G12
Naga Sadów,936392725,73,43,30,105850,Shaak Ti G12 Fives G12 Rex G12 Echo (501st) G12 ARC Trooper G12
wookieguy69,912381174,41,16,25,112051,Shaak Ti R3 Fives R1 Rex G12 Echo (501st) G12 ARC Trooper G11
SirSchuSchu,863647631,21,13,8,131449,Shaak Ti Fives R3 Rex R3 Echo (501st) R3 ARC Trooper R3
Zar Anduli,889632856,50,24,26,109634,Shaak Ti R3 Fives G12 Rex G12 Echo (501st) G12 ARC Trooper G12
Schmidty2318,419954121,87,56,31,86702,Shaak Ti R2 Fives G12 Rex G12 Echo (501st) G12 ARC Trooper G8
PorgWhispererV2,662884978,66,1,65,24590,Shaak Ti G0 0* Fives G9 Rex G8 5* Echo (501st) G8 5* ARC Trooper G0 0*
Gerehe Zosma,441557869,66,5,61,40454,Shaak Ti G1 4* Fives G8 Rex G8 Echo (501st) G8 ARC Trooper G4
YeeterSkeeter,819259195,81,6,75,27729,Shaak Ti G1 5* Fives G5 Rex G6 Echo (501st) G3 ARC Trooper G0 0*
Gundam Viver,278185814,39,1,38,88581,Shaak Ti G9 6* Fives G11 Rex G11 Echo (501st) G11 ARC Trooper G10
Iridium,812495668,12,10,2,138290,Shaak Ti Fives Rex Echo (501st) ARC Trooper R3
Bski,938232767,1,1,0,142614,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Brizz,214666834,90,0,90,0,Shaak Ti G0 0* Fives G0 0* Rex G0 0* Echo (501st) G0 0* ARC Trooper G0 0*
Mol Eliza,669656989,51,1,50,58852,Shaak Ti G9 4* Fives G10 Rex G8 Echo (501st) G8 ARC Trooper G5 5*
FunkyWizard,217482916,52,0,52,47092,Shaak Ti G5 4* Fives G8 Rex G12 Echo (501st) G7 ARC Trooper G6 5*
DereckRM13,966819857,72,0,72,12001,Shaak Ti G0 0* Fives G4 5* Rex G6 6* Echo (501st) G4 4* ARC Trooper G4 4*
canth reed,552172719,90,0,90,0,Shaak Ti G0 0* Fives G0 0* Rex G0 0* Echo (501st) G0 0* ARC Trooper G0 0*
Willey,136186513,48,8,40,80674,Shaak Ti G9 4* Fives G12 Rex R4 Echo (501st) G12 ARC Trooper G0 0*
Stahzo,647615227,62,0,62,41302,Shaak Ti G1 5* Fives G9 Rex G10 Echo (501st) G8 ARC Trooper G0 0*
Bobmaloogax5,993486218,18,18,0,134428,Shaak Ti Fives Rex Echo (501st) ARC Trooper
DarthTalon,387869794,0,0,0,151513,Shaak Ti Fives Rex Echo (501st) ARC Trooper
Abra,184464142,57,0,57,46060,Shaak Ti G9 4* Fives G8 Rex G8 Echo (501st) G8 ARC Trooper G0 0*
Valektra Jetberg,661932482,84,16,68,42135,Shaak Ti G6 6* Fives G5 Rex G6 Echo (501st) G5 ARC Trooper G0 0*
Sam,218527368,76,18,58,42362,Shaak Ti G8 Fives G9 Rex G8 Echo (501st) G7 ARC Trooper G0 0*
Megared,155754252,41,0,41,81447,Shaak Ti R4 Fives G9 Rex G8 Echo (501st) G8 ARC Trooper G7
