Name,Ally Code,GP,Chars GP,Ships GP,Character:Ships,Light side or Dark Side,Hotutils style mod score -- higher is better, aim for 3.0.   ((# of 15-19 Speed 0.8) + (# of 20-24 Speed) + (# of 25+ Speed * 1.6)) / (squadGP / 100,000),DSR Bot style gear score -- higher is better.  Number of (>G12 + G13 + relic / 5) / total gp / 100 000.,LS Toon GP,DS Toon GP,Zetas,Omicrons,Relic Levels,GLs,7*,R5 and higher,G13 and higher,G12 and higher,G10 and higher,Jedi Knight Revan,Darth Revan,Malak,Padme,Genosian Brood Alpha,Wat Tambor,Ki-Adi-Mundi,Shaak Ti,General Skywalker,Rey,Supreme Leader Kylo Ren,Sith Eternal Emperor,Jedi Master Luke Skywalker,Jedi Master Kenobi,Lord Vader,Jabba the Hutt,Jedi Knight Luke,The Negotiator,Malevolence,Raddus,Finalizer,TW/GA Squads - farmed but may need gear.  Click player name to view.,Squads: defense or both,Squads: offense or both
"RingoBingo",753267475,7956177,4483478,3472699,129,86,177,365,2502063,1974617,163,6,453,2,267,75,86,114,148,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,1,1,1,20,11,12
"Spitfire9137",995891585,6587118,3836610,2750508,139,-17,111,472,2044561,1791373,141,6,446,3,242,51,98,124,136,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,1,1,1,1,1,21,10,11
"Grogg",962697893,5777402,3261594,2515808,129,-57,160,269,1704896,1554048,113,6,169,1,216,19,46,76,100,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,13,7,8
"atlasz",569717448,6320319,3552547,2767772,128,155,68,307,2041537,1501914,114,5,262,1,238,37,57,85,98,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,17,11,6
"Madmartigan813",598483432,6369870,4008333,2361537,169,164,154,351,2302751,1677552,144,7,298,1,221,33,62,102,131,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,20,9,7
"Goshen",585393715,6588051,3858342,2729709,141,44,267,335,2116449,1741217,132,11,324,2,240,41,68,88,118,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,1,0,0,1,19,10,7
"DarthBane71",174384318,8257582,4908186,3349396,146,-116,63,438,2489466,2406167,169,4,581,4,271,79,110,136,177,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1,21,8,10
"Jorir Orilin",926977164,5828634,3468983,2359651,147,67,127,230,1917120,1541117,101,7,152,0,229,24,24,80,102,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,15,9,8
"DisneySucksBallz",956864957,4643528,2782287,1861241,149,169,211,362,1612304,1169307,85,7,242,2,165,40,52,68,78,1,0,0,1,1,1,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,10,5,3
"Masta Tgray",927877699,6643608,3821140,2822468,135,-148,321,367,1911907,1908557,132,7,342,2,230,42,70,106,128,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,1,1,0,1,23,10,12
"EmperorPalpamemes66",753689425,5701710,3332435,2369275,140,-231,253,378,1597919,1731866,99,3,344,3,216,54,65,82,94,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,1,1,1,1,0,0,13,4,6
"Ussoshi",428318741,6341288,3504693,2836595,123,124,228,340,1991936,1512081,116,5,319,2,233,42,66,86,113,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,1,1,1,0,1,17,8,7
"Kybur",384886172,6062531,3601888,2460643,146,209,94,343,2121506,1477456,126,8,312,1,213,43,65,81,104,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,17,9,7
"Kaeya",559179796,3872189,2306207,1565982,147,43,108,243,1264283,1041248,61,4,86,0,185,10,27,50,68,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,13,9,7
"SteelCat25",821667261,2320837,1488630,832207,178,110,38,358,840770,647409,32,3,116,0,76,18,22,38,56,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,6,5,3
