Player,Offense,Defense,GP,Name,Squad,Viable
"Elfaen",,,175496,SEE,"zzzzzzSEE zBSF zzMalak zzzDR zzzVader",1
"Elfaen",0,1,142562,padme,"zzPadme zGK zJKA zAhsoka zzC-3PO",1
"Elfaen",,,489704,Negotiator,"Negotiator BTL-B Y-wing, Anakin's Eta-2, Rex's ARC-170, Umbaran SF, Ahsoka's SF, Plo's SF, Clone Sergeant's ARC-170",1
"Elfaen",0,1,139056,Grievous-Wat,"zzGG zB2 zB1 zMagnaGuard zWat Tambor",1
"Elfaen",1,1,127615,GAS,"zzzzGAS zRex zEcho (501st), zzFives zARC Trooper",1
"Elfaen",1,1,143691,Revan Offense,"zzzJKR zzGMY zBS zJolee zzHYoda",1
"Elfaen",1,1,92592,Ewoks,"zChirpa Elder zPaploo zWicket zLogray",1
"Elfaen",0,1,121228,BH,"zzBossk Boba zzJango Cad Dengar G9",1
"Elfaen",1,1,95761,Carth,"zCarth Onasi, zMission zZaalbar zJuhani zCanderous",1
"Elfaen",1,0,99021,CLS,"zzzCLS zHan Leia Old Ben, zzChewbacca",1
"Elfaen",0,1,75189,Phoenix,"zHera Sabine G8, Ezra Kanan G9, Zeb G8",1
"Elfaen",1,0,114945,EP (Counter, Rebel),"zzEP Krennic zzWampa Stormtrooper G8, zStarck",1
"Elfaen",,,60321,Phasma,"Phasma G7, FOE G9, FOO G6, KRU G8, Kylo G7",0
"Elfaen",0,1,97163,Geonosians Omicron,"zzGBA Sun Fac, Geo Soldier, Geo Spy, Poggle",0
"Elfaen",1,0,100162,Traya,"zzTraya DN G7, Sion 3* G7, Sith Empire Trooper, zzThrawn",0
"Elfaen",1,1,80925,JTR,"JTR G7, Scav Rey, BB-8 G8, zzR2-D2 Finn G9",0
"Elfaen",1,0,99421,Troopers,"zVeers zzPiett zzGideon G9, zDark Trooper, Range Trooper 5* G5",0
"Elfaen",1,1,76689,NestSisters,"zzAV MT G8, Daka G8, Zombie G8, Nest G7",0
"Elfaen",,,66232,Mon Mothma,"Mon Mothma 6* G8, Jyn G8, Kyle Katarn, Wedge G8, Chirrut G8",0
"Elfaen",1,0,123125,zMaul,"Darth Maul, Dooku zSidious zSavage Sith Marauder",0
"Elfaen",1,0,56081,Jawas,"Nebit G6, Jawa Engineer G4, Jawa Scavenger G5, Jawa G5, Dathcha G6",0
"Sotiri",,,181071,JMK,"zzzzzzJMK zAhsoka zzzCAT zzzzGAS zGK",1
"Sotiri",,,140173,Admiral Raddus,"zzAdmiral Raddus, zCassian zzJyn Scarif Bistan",1
"Sotiri",,,457047,Profundity,"Profundity Han's MF, Outrider Rebel Y-wing, Cassian's U-wing, Ghost",1
"Sotiri",,,172821,SEE,"zzzzzzSEE zBSF zzMalak zzzDR zzzVader",1
"Sotiri",,,177483,Jabba,"zzzzzzJabba zBoushh (Leia Organa), zSkiff Guard (Lando Calrissian), zKrrsantan zBoba",1
