Name,Ally Code,GP,Chars GP,Ships GP,Character:Ships,Light side or Dark Side,Hotutils style mod score -- higher is better, aim for 3.0.   ((# of 15-19 Speed 0.8) + (# of 20-24 Speed) + (# of 25+ Speed * 1.6)) / (squadGP / 100,000),DSR Bot style gear score -- higher is better.  Number of (>G12 + G13 + relic / 5) / total gp / 100 000.,LS Toon GP,DS Toon GP,Zetas,Omicrons,Relic Levels,GLs,7*,R5 and higher,G13 and higher,G12 and higher,G10 and higher,Jedi Knight Revan,Darth Revan,Malak,Padme,Genosian Brood Alpha,Wat Tambor,Ki-Adi-Mundi,Shaak Ti,General Skywalker,Rey,Supreme Leader Kylo Ren,Sith Eternal Emperor,Jedi Master Luke Skywalker,Jedi Master Kenobi,Lord Vader,Jabba the Hutt,Jedi Knight Luke,The Negotiator,Malevolence,Raddus,Finalizer,TW/GA Squads - farmed but may need gear.  Click player name to view.,Squads: defense or both,Squads: offense or both
"Mol Slash",499445554,7616025,4439594,3176431,139,41,163,319,2426974,2002339,163,9,246,0,261,31,56,138,172,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,24,10,11
"E Rod",623687665,6966200,4041902,2924298,138,44,271,436,2217940,1823962,179,11,411,3,235,58,86,136,149,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0,0,1,1,1,0,1,19,9,10
"Kaspa",217422451,7355645,4302562,3053083,140,113,78,303,2429962,1863024,171,3,205,0,262,25,52,130,164,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,22,10,10
"Xaven",779993281,7680009,4445656,3234353,137,108,172,429,2507994,1933365,177,0,508,5,270,67,107,121,138,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,20,7,8
"Green Manalishi",232666641,6682715,4272080,2410635,177,38,104,385,2333243,1930043,196,6,258,0,226,27,83,123,130,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,16,9,8
"RobMaul226",964183179,7567926,4525795,3042131,148,-19,173,399,2408462,2112290,183,5,390,3,247,47,95,129,148,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,1,1,1,0,1,23,10,10
"Bearsfan4life34",347549235,7833494,4614605,3218889,143,-50,136,419,2420971,2188513,193,7,455,4,269,56,106,132,153,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1,21,6,8
"dferb",146328566,5904258,3525210,2379048,148,-75,186,408,1828916,1695618,140,6,317,1,208,49,65,113,126,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,1,1,0,1,18,8,10
"Dark Yoga",372413721,6967065,4060759,2906306,139,135,68,484,2318944,1739165,172,6,473,3,233,65,106,137,147,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,1,1,0,1,1,21,10,9
"TwoRedOneBlonde",391958232,7364947,4424243,2940704,150,-47,394,345,2323062,2093459,185,4,366,0,227,56,67,114,160,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,19,10,10
"Hego Damask",573371427,6338929,3785790,2553139,148,-61,131,329,1973721,1804851,144,8,274,1,235,28,68,86,108,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,14,6,5
"Bex",968556754,6786422,3978227,2808195,141,-68,59,362,2070311,1905266,140,9,365,1,227,45,74,99,112,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,1,1,1,16,9,8
"Manhofung",564738937,8592423,5095209,3497214,145,115,146,419,2880299,2204776,216,13,496,3,261,68,94,167,190,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,1,1,1,1,1,23,8,10
